,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Gary Ablett,MID,24,18,8,11,57.1,21,3,2014,Round 15
1,2,Patrick Dangerfield,MID,22,8,5,1,73.3,14,2,2014,Round 15
2,3,Matthew Boyd,MID,20,12,4,9,62.5,19,2,2014,Round 15
3,4,David Swallow,MID,18,10,4,6,64.3,16,2,2014,Round 15
4,5,Travis Boak,MID,17,19,2,6,47.2,8,0,2014,Round 15
5,5,Josh P. Kennedy,MID,17,10,3,6,63,13,4,2014,Round 15
6,5,Luke Parker,FWD,17,14,2,4,54.8,13,0,2014,Round 15
7,8,Nick Dal Santo,FWD,16,15,4,5,51.6,13,1,2014,Round 15
8,8,Steele Sidebottom,MID,16,18,7,2,47.1,14,0,2014,Round 15
9,10,Nathan Jones,MID,15,8,3,6,65.2,11,2,2014,Round 15
10,11,Michael Barlow,MID,14,10,5,5,58.3,13,1,2014,Round 15
11,11,Eddie Betts,FWD,14,6,2,3,70,8,3,2014,Round 15
12,11,Allen Christensen,FWD,14,7,4,5,66.7,13,3,2014,Round 15
13,11,Ben Cunnington,MID,14,5,0,2,73.7,10,2,2014,Round 15
14,11,Nat Fyfe,MID,14,17,3,5,45.2,7,0,2014,Round 15
15,11,Dyson Heppell,MID,14,23,6,8,37.8,9,0,2014,Round 15
16,11,Sam Jacobs,RUC,14,4,3,3,77.8,9,2,2014,Round 15
17,11,Steve Johnson,MID,14,12,0,8,53.8,10,2,2014,Round 15
18,11,Chris Judd,MID,14,12,4,3,53.8,12,2,2014,Round 15
19,20,Shaun Burgoyne,DEF,13,6,6,2,68.4,13,4,2014,Round 15
20,20,Bryce Gibbs,MID,13,12,2,9,52,7,1,2014,Round 15
21,20,Jack Redden,MID,13,15,1,6,46.4,8,2,2014,Round 15
22,20,Tom Rockliff,MID,13,13,4,2,50,9,0,2014,Round 15
23,20,Joel Selwood,MID,13,14,2,3,48.1,9,2,2014,Round 15
24,20,Rory Sloane,MID,13,9,4,2,59.1,7,0,2014,Round 15
25,20,Andrew Swallow,MID,13,11,3,4,54.2,9,0,2014,Round 15
26,20,Dane Swan,MID,13,15,8,5,46.4,9,2,2014,Round 15
27,20,Bernie Vince,MID,13,10,1,6,56.5,7,0,2014,Round 15
28,20,Callan Ward,MID,13,9,3,1,59.1,11,4,2014,Round 15
29,30,Brad Crouch,MID,12,16,1,7,42.9,9,0,2014,Round 15
30,30,Robbie Gray,FWD,12,10,0,3,54.5,8,2,2014,Round 15
31,30,Luke Hodge,MID,12,11,2,6,52.2,6,0,2014,Round 15
32,30,Jeremy Howe,DEF,12,10,11,0,54.5,4,0,2014,Round 15
33,30,Jordan Lewis,MID,12,15,4,7,44.4,7,4,2014,Round 15
34,30,Mitch Robinson,FWD,12,10,8,6,54.5,8,2,2014,Round 15
35,30,Jarrod Witts,RUC,12,5,2,3,70.6,7,2,2014,Round 15
36,37,Shane Edwards,FWD,11,11,0,1,50,7,2,2014,Round 15
37,37,Lance Franklin,KEYF,11,8,4,2,57.9,4,3,2014,Round 15
38,37,Sam Gibson,MID,11,18,1,5,37.9,8,2,2014,Round 15
39,37,Jack Gunston,FWD,11,7,0,6,61.1,8,6,2014,Round 15
40,37,Marc Murphy,MID,11,5,4,2,68.8,7,0,2014,Round 15
41,37,Rhys Palmer,FWD,11,12,5,5,47.8,10,3,2014,Round 15
