,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Hugh McCluggage,MID,12,9,1,2,57.1,8,2,2023,Grand Final
1,1,Oscar McInerney,RUC,12,0,0,3,100,4,0,2023,Grand Final
2,3,Nick Daicos,MID,11,16,3,2,40.7,8,1,2023,Grand Final
3,4,Darcy Cameron,RUC,10,2,2,2,83.3,5,1,2023,Grand Final
4,4,Tom Mitchell,MID,10,15,3,2,40,6,1,2023,Grand Final
5,4,Lachie Neale,MID,10,11,2,2,47.6,7,1,2023,Grand Final
6,7,Jack Crisp,MID,9,15,7,2,37.5,6,0,2023,Grand Final
7,7,Joe Daniher,KEYF,9,7,3,5,56.3,5,1,2023,Grand Final
8,7,Scott Pendlebury,MID,9,13,1,2,40.9,6,0,2023,Grand Final
9,10,Josh Dunkley,MID,8,14,0,2,36.4,6,0,2023,Grand Final
10,10,Patrick Lipinski,FWD,8,8,1,2,50,6,1,2023,Grand Final
11,12,Jordan De Goey,MID,7,11,2,3,38.9,5,0,2023,Grand Final
12,12,Will Hoskin-Elliott,FWD,7,6,5,1,53.8,5,0,2023,Grand Final
13,14,Harris Andrews,KEYD,6,10,8,2,37.5,2,0,2023,Grand Final
14,14,Zac Bailey,FWD,6,7,2,5,46.2,2,0,2023,Grand Final
15,14,Keidean Coleman,DEF,6,17,6,7,26.1,3,0,2023,Grand Final
16,14,Jamie Elliott,FWD,6,10,1,3,37.5,2,1,2023,Grand Final
17,14,Jaspa Fletcher,MID,6,4,3,2,60,6,2,2023,Grand Final
18,14,Ryan Lester,KEYD,6,12,6,2,33.3,4,0,2023,Grand Final
19,14,Brayden Maynard,DEF,6,7,5,2,46.2,3,0,2023,Grand Final
20,14,Steele Sidebottom,MID,6,14,3,3,30,6,1,2023,Grand Final
21,14,Brandon Starcevich,DEF,6,9,6,2,40,4,0,2023,Grand Final
22,23,Mason Cox,RUC,5,2,2,1,71.4,1,0,2023,Grand Final
23,23,Eric Hipwood,KEYF,5,5,0,5,50,3,1,2023,Grand Final
24,25,Charlie Cameron,FWD,4,3,0,1,57.1,4,2,2023,Grand Final
25,25,Darcy Gardiner,KEYD,4,6,3,0,40,2,0,2023,Grand Final
26,25,Bobby Hill,FWD,4,13,1,3,23.5,2,1,2023,Grand Final
27,25,Jeremy Howe,KEYD,4,13,7,4,23.5,3,0,2023,Grand Final
28,25,Beau McCreery,FWD,4,12,0,2,25,3,1,2023,Grand Final
29,25,Brody Mihocek,KEYF,4,7,1,2,36.4,2,1,2023,Grand Final
30,25,Isaac Quaynor,DEF,4,9,5,1,30.8,3,0,2023,Grand Final
31,25,Cam Rayner,FWD,4,7,1,5,36.4,3,0,2023,Grand Final
32,25,Deven Robertson,FWD,4,8,2,0,33.3,4,0,2023,Grand Final
33,34,Callum Ah Chee,FWD,3,4,2,1,42.9,2,0,2023,Grand Final
34,34,Josh Daicos,MID,3,14,2,5,17.6,3,0,2023,Grand Final
35,34,Dayne Zorko,FWD,3,13,1,3,18.8,2,0,2023,Grand Final
36,37,Jarrod Berry,MID,2,8,1,2,20,2,0,2023,Grand Final
37,37,Lincoln McCarthy,FWD,2,5,0,3,28.6,0,0,2023,Grand Final
38,37,Darcy Moore,KEYD,2,4,3,0,33.3,1,0,2023,Grand Final
39,37,Darcy Wilmot,DEF,2,5,1,3,28.6,2,0,2023,Grand Final
40,41,Billy Frampton,KEYD,1,0,0,2,100,1,0,2023,Grand Final
41,41,Jarryd Lyons,MID,1,3,0,0,25,1,0,2023,Grand Final
42,41,Oleg Markov,DEF,1,11,2,3,8.3,1,0,2023,Grand Final
43,41,Conor McKenna,DEF,1,6,1,3,14.3,0,0,2023,Grand Final
44,41,Nathan Murphy,KEYD,1,4,4,0,20,0,0,2023,Grand Final
45,46,Jack Ginnivan,FWD,0,7,0,2,0,0,0,2023,Grand Final
