,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Daniel Kerr,MID,20,9,5,7,69,15,3,2012,Semi Finals
1,2,Patrick Dangerfield,MID,16,2,8,2,88.9,11,2,2012,Semi Finals
2,2,David Mundy,MID,16,14,0,7,53.3,12,1,2012,Semi Finals
3,4,Dayne Beams,MID,15,16,5,4,48.4,12,0,2012,Semi Finals
4,4,Dane Swan,MID,15,14,2,4,51.7,9,5,2012,Semi Finals
5,6,Scott Pendlebury,MID,13,16,4,4,44.8,11,1,2012,Semi Finals
6,7,Sam Butler,DEF,11,7,9,4,61.1,11,0,2012,Semi Finals
7,7,Nat Fyfe,MID,11,9,1,7,55,5,1,2012,Semi Finals
8,7,Scott Selwood,MID,11,5,0,2,68.8,6,2,2012,Semi Finals
9,7,Steele Sidebottom,MID,11,14,5,4,44,11,1,2012,Semi Finals
10,7,Dale Thomas,FWD,11,12,3,3,47.8,8,2,2012,Semi Finals
11,12,Matthew Priddis,MID,10,15,0,5,40,4,1,2012,Semi Finals
12,12,Brodie Smith,DEF,10,10,8,2,50,8,0,2012,Semi Finals
13,12,Kurt Tippett,KEYF,10,4,0,6,71.4,8,1,2012,Semi Finals
14,12,Sharrod Wellingham,FWD,10,9,4,3,52.6,9,0,2012,Semi Finals
15,12,Matthew Wright,FWD,10,8,2,3,55.6,8,3,2012,Semi Finals
16,17,Chris Mayne,FWD,9,5,1,4,64.3,3,3,2012,Semi Finals
17,17,Scott Thompson,MID,9,18,2,2,33.3,8,1,2012,Semi Finals
18,17,Matt de Boer,FWD,9,5,1,2,64.3,6,3,2012,Semi Finals
19,20,Andrew Embley,MID,8,13,4,9,38.1,6,0,2012,Semi Finals
20,20,Darren Glass,KEYD,8,5,9,0,61.5,2,0,2012,Semi Finals
21,20,Tyson Goldsack,FWD,8,5,3,2,61.5,5,1,2012,Semi Finals
22,20,Ben Johnson,MID,8,14,6,5,36.4,8,1,2012,Semi Finals
23,20,Adam McPhee,DEF,8,13,7,4,38.1,6,0,2012,Semi Finals
24,20,Nic Naitanui,RUC,8,5,4,1,61.5,6,2,2012,Semi Finals
25,20,Luke Shuey,MID,8,17,2,7,32,7,1,2012,Semi Finals
26,20,Rory Sloane,MID,8,14,3,2,36.4,5,0,2012,Semi Finals
27,28,Jack Darling,KEYF,7,2,1,1,77.8,3,0,2012,Semi Finals
28,28,Paul Duffield,DEF,7,11,8,3,38.9,5,0,2012,Semi Finals
29,28,Josh Hill,FWD,7,8,4,2,46.7,5,2,2012,Semi Finals
30,28,Jason Porplyzia,FWD,7,17,1,3,29.2,4,2,2012,Semi Finals
31,28,Ben Reid,KEYD,7,9,10,2,43.8,2,0,2012,Semi Finals
32,28,Brent Reilly,DEF,7,18,6,2,28,5,0,2012,Semi Finals
33,34,Hayden Ballantyne,FWD,6,4,1,3,60,3,0,2012,Semi Finals
34,34,Alex Fasolo,FWD,6,4,1,3,60,5,3,2012,Semi Finals
35,34,Josh J. Kennedy,KEYF,6,4,0,3,60,5,2,2012,Semi Finals
36,34,Andrew Krakouer,FWD,6,5,0,3,54.5,6,3,2012,Semi Finals
37,34,Tendai Mzungu,MID,6,8,3,3,42.9,5,0,2012,Semi Finals
38,34,Aaron Sandilands,RUC,6,1,0,0,85.7,2,1,2012,Semi Finals
39,34,Taylor Walker,KEYF,6,7,0,0,46.2,1,1,2012,Semi Finals
40,34,Michael Walters,FWD,6,9,3,3,40,4,0,2012,Semi Finals
41,42,Alan Didak,FWD,5,11,1,3,31.3,4,1,2012,Semi Finals
42,42,Andrew Gaff,MID,5,22,2,7,18.5,5,0,2012,Semi Finals
43,42,Ricky Henderson,DEF,5,15,6,4,25,3,0,2012,Semi Finals
44,42,Garrick Ibbotson,DEF,5,8,4,1,38.5,4,1,2012,Semi Finals
45,42,Chris Masten,MID,5,14,0,2,26.3,3,1,2012,Semi Finals
46,42,Matthew Pavlich,KEYF,5,5,0,3,50,4,2,2012,Semi Finals
47,42,Lee Spurr,DEF,5,1,4,1,83.3,5,0,2012,Semi Finals
48,42,Chris Tarrant,KEYF,5,6,4,2,45.5,3,0,2012,Semi Finals
49,42,Luke Thompson,DEF,5,11,6,0,31.3,2,0,2012,Semi Finals
50,42,Alan Toovey,DEF,5,7,5,1,41.7,5,0,2012,Semi Finals
51,42,Bernie Vince,MID,5,18,5,6,21.7,3,0,2012,Semi Finals
52,53,Michael Barlow,MID,4,16,3,3,20,3,0,2012,Semi Finals
53,53,Jarryd Blair,FWD,4,9,2,2,30.8,3,0,2012,Semi Finals
54,53,Jacob Brennan,DEF,4,2,3,0,66.7,3,0,2012,Semi Finals
55,53,Zac Clarke,RUC,4,4,0,3,50,2,0,2012,Semi Finals
56,53,Travis Cloke,KEYF,4,6,0,3,40,1,0,2012,Semi Finals
