,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Dustin Martin,MID,22,8,4,4,73.3,17,5,2017,Grand Final
1,2,Brad Crouch,MID,17,11,6,6,60.7,10,0,2017,Grand Final
2,3,Charles Cameron,FWD,13,7,2,3,65,11,4,2017,Grand Final
3,3,Shane Edwards,FWD,13,11,3,3,54.2,12,2,2017,Grand Final
4,5,Trent Cotchin,MID,12,9,2,7,57.1,9,2,2017,Grand Final
5,5,Matt Crouch,MID,12,23,4,8,34.3,9,0,2017,Grand Final
6,5,Dion Prestia,MID,12,14,4,2,46.2,11,2,2017,Grand Final
7,5,Rory Sloane,MID,12,9,5,6,57.1,4,1,2017,Grand Final
8,9,Toby Nankervis,RUC,11,7,5,4,61.1,9,0,2017,Grand Final
9,10,Jack Graham,MID,9,8,1,4,52.9,8,1,2017,Grand Final
10,10,Shaun Grigg,MID,9,8,3,7,52.9,6,2,2017,Grand Final
11,10,Jake Kelly,DEF,9,11,7,6,45,7,0,2017,Grand Final
12,10,Jack Riewoldt,KEYF,9,6,2,4,60,4,2,2017,Grand Final
13,14,Nathan Broad,DEF,8,3,7,2,72.7,8,0,2017,Grand Final
14,14,Josh Caddy,FWD,8,5,2,2,61.5,3,3,2017,Grand Final
15,14,Hugh Greenwood,MID,8,4,3,5,66.7,6,1,2017,Grand Final
16,14,Kane Lambert,FWD,8,11,4,5,42.1,5,0,2017,Grand Final
17,14,Alex Rance,KEYD,8,5,10,2,61.5,1,0,2017,Grand Final
18,19,Dan Butler,FWD,7,3,1,4,70,6,3,2017,Grand Final
19,19,Sam Jacobs,RUC,7,9,5,2,43.8,2,0,2017,Grand Final
20,19,Taylor Walker,KEYF,7,5,1,3,58.3,3,0,2017,Grand Final
21,22,Richard Douglas,MID,6,13,1,6,31.6,3,0,2017,Grand Final
22,22,Kyle Hartigan,KEYD,6,9,7,5,40,4,0,2017,Grand Final
23,22,Bachar Houli,DEF,6,16,7,7,27.3,5,1,2017,Grand Final
24,22,Rory Laird,DEF,6,22,7,3,21.4,6,0,2017,Grand Final
25,22,Jake Lever,KEYD,6,10,8,1,37.5,4,0,2017,Grand Final
26,22,Nick Vlastuin,DEF,6,10,9,4,37.5,5,0,2017,Grand Final
27,28,Rory Atkins,MID,5,11,4,6,31.3,5,1,2017,Grand Final
28,28,Eddie Betts,FWD,5,2,1,1,71.4,3,2,2017,Grand Final
29,28,Daniel Rioli,FWD,5,4,1,2,55.6,2,1,2017,Grand Final
30,31,Riley Knight,FWD,4,6,0,1,40,2,0,2017,Grand Final
31,31,Tom Lynch,FWD,4,12,1,2,25,4,3,2017,Grand Final
32,31,Paul Seedsman,MID,4,13,1,3,23.5,2,0,2017,Grand Final
33,31,Jacob Townsend,FWD,4,4,1,3,50,1,1,2017,Grand Final
34,35,David Astbury,KEYD,3,3,5,2,50,3,0,2017,Grand Final
35,35,Luke Brown,DEF,3,9,4,4,25,1,0,2017,Grand Final
36,35,Jason Castagna,FWD,3,6,0,2,33.3,3,0,2017,Grand Final
37,35,Josh Jenkins,KEYF,3,4,0,1,42.9,0,0,2017,Grand Final
38,35,Kamdyn McIntosh,MID,3,6,4,0,33.3,3,0,2017,Grand Final
39,40,Brandon Ellis,DEF,2,11,3,2,15.4,1,0,2017,Grand Final
40,40,Dylan Grimes,DEF,2,4,2,0,33.3,2,0,2017,Grand Final
41,40,David Mackay,MID,2,12,3,3,14.3,2,0,2017,Grand Final
42,43,Andy Otten,KEYF,1,4,0,3,20,1,0,2017,Grand Final
43,44,Daniel Talia,KEYD,0,3,2,0,0,0,0,2017,Grand Final
