,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Lachie Neale,MID,25,19,5,8,56.8,23,2,2021,Finals Week 1
1,2,Jack Macrae,MID,19,17,4,4,52.8,16,0,2021,Finals Week 1
2,3,Clayton Oliver,MID,18,15,1,4,54.5,13,2,2021,Finals Week 1
3,3,Darcy Parish,MID,18,19,3,5,48.6,10,2,2021,Finals Week 1
4,5,Tom Liberatore,MID,17,18,4,8,48.6,13,2,2021,Finals Week 1
5,6,Travis Boak,MID,16,17,1,6,48.5,10,2,2021,Finals Week 1
6,6,Patrick Dangerfield,MID,16,8,2,9,66.7,8,0,2021,Finals Week 1
7,6,Luke Parker,MID,16,16,1,2,50,10,2,2021,Finals Week 1
8,6,Ollie Wines,MID,16,16,5,1,50,11,4,2021,Finals Week 1
9,10,Oscar McInerney,RUC,15,3,1,5,83.3,7,3,2021,Finals Week 1
10,11,Jarryd Lyons,MID,14,12,2,6,53.8,7,1,2021,Finals Week 1
11,11,Adam Treloar,FWD,14,14,6,5,50,14,2,2021,Finals Week 1
12,13,Josh Kelly,MID,13,18,4,8,41.9,8,0,2021,Finals Week 1
13,13,Zach Merrett,MID,13,18,6,6,41.9,11,0,2021,Finals Week 1
14,13,Harry Perryman,DEF,13,17,6,8,43.3,8,0,2021,Finals Week 1
15,16,Sam Draper,RUC,12,6,4,1,66.7,7,2,2021,Finals Week 1
16,16,Max Gawn,RUC,12,4,6,5,75,4,0,2021,Finals Week 1
17,16,George Hewett,DEF,12,7,1,3,63.2,8,1,2021,Finals Week 1
18,16,Brandan Parfitt,MID,12,8,3,7,60,8,2,2021,Finals Week 1
19,16,Christian Petracca,MID,12,17,0,4,41.4,11,2,2021,Finals Week 1
20,21,James Harmes,MID,11,9,3,3,55,10,0,2021,Finals Week 1
21,21,Jake Lever,KEYD,11,7,15,5,61.1,8,0,2021,Finals Week 1
22,21,Hugh McCluggage,MID,11,16,3,7,40.7,9,2,2021,Finals Week 1
23,21,Mason Redman,DEF,11,7,9,5,61.1,9,0,2021,Finals Week 1
24,21,Christian Salem,DEF,11,10,9,4,52.4,9,0,2021,Finals Week 1
25,21,Cody Weightman,FWD,11,2,0,0,84.6,6,5,2021,Finals Week 1
26,27,Marcus Bontempelli,MID,10,16,4,5,38.5,5,0,2021,Finals Week 1
27,27,Tim English,RUC,10,6,5,1,62.5,6,2,2021,Finals Week 1
28,27,Cameron Guthrie,MID,10,6,2,2,62.5,7,0,2021,Finals Week 1
29,27,Isaac Heeney,FWD,10,10,2,4,50,8,6,2021,Finals Week 1
30,27,Lachie Hunter,MID,10,14,2,5,41.7,8,1,2021,Finals Week 1
31,27,Shane Mumford,RUC,10,4,3,0,71.4,5,0,2021,Finals Week 1
32,27,Callan Ward,MID,10,10,0,2,50,8,0,2021,Finals Week 1
33,34,Aliir Aliir,KEYD,9,6,11,2,60,2,0,2021,Finals Week 1
34,34,Jake Bowey,DEF,9,6,6,4,60,8,0,2021,Finals Week 1
35,34,Keidean Coleman,FWD,9,10,7,4,47.4,6,0,2021,Finals Week 1
36,34,Oliver Florent,MID,9,8,4,1,52.9,5,2,2021,Finals Week 1
37,34,Jacob Hopper,MID,9,14,1,1,39.1,8,2,2021,Finals Week 1
38,34,Andrew McGrath,MID,9,5,7,4,64.3,8,2,2021,Finals Week 1
39,34,Joel Selwood,MID,9,8,1,3,52.9,8,1,2021,Finals Week 1
40,34,Tom Sparrow,FWD,9,11,2,5,45,8,2,2021,Finals Week 1
41,34,Tim Taranto,FWD,9,14,3,7,39.1,7,2,2021,Finals Week 1
42,34,Jack Viney,MID,9,15,2,6,37.5,4,0,2021,Finals Week 1
43,44,Angus Brayshaw,MID,8,17,5,6,32,7,2,2021,Finals Week 1
44,44,Caleb Daniel,DEF,8,5,6,6,61.5,7,0,2021,Finals Week 1
