,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Dangerfield,MID,24,9,5,5,72.7,14,4,2021,Round 22
1,2,Taylor Adams,MID,22,8,5,4,73.3,12,0,2021,Round 22
2,3,Ollie Wines,MID,17,15,3,6,53.1,7,0,2021,Round 22
3,4,Jack Crisp,DEF,16,15,10,10,51.6,13,0,2021,Round 22
4,4,Ben Keays,MID,16,14,4,5,53.3,14,0,2021,Round 22
5,4,Tom Liberatore,MID,16,11,2,7,59.3,13,0,2021,Round 22
6,4,David Mundy,MID,16,14,4,4,53.3,13,1,2021,Round 22
7,8,Travis Boak,MID,15,16,3,6,48.4,10,5,2021,Round 22
8,8,Trent Cotchin,MID,15,17,5,7,46.9,11,0,2021,Round 22
9,8,Clayton Oliver,MID,15,14,3,6,51.7,10,2,2021,Round 22
10,8,Rory Sloane,MID,15,10,5,5,60,10,1,2021,Round 22
11,12,Jonathon Ceglar,RUC,14,3,2,2,82.4,2,0,2021,Round 22
12,12,Max Gawn,RUC,14,5,1,2,73.7,6,1,2021,Round 22
13,12,Sam Walsh,MID,14,15,2,3,48.3,10,0,2021,Round 22
14,15,Luke Dunstan,MID,13,9,4,6,59.1,10,0,2021,Round 22
15,15,Andrew Gaff,MID,13,19,4,7,40.6,10,1,2021,Round 22
16,15,Nic Naitanui,RUC,13,4,1,4,76.5,4,0,2021,Round 22
17,15,Jake Stringer,FWD,13,9,1,3,59.1,4,2,2021,Round 22
18,15,Chad Wingard,FWD,13,12,1,2,52,8,2,2021,Round 22
19,15,Elliot Yeo,MID,13,11,3,5,54.2,6,0,2021,Round 22
20,21,Daniel Howe,MID,12,22,4,6,35.3,9,2,2021,Round 22
21,21,Matthew Kennedy,MID,12,17,9,5,41.4,8,1,2021,Round 22
22,21,Peter Ladhams,RUC,12,5,4,0,70.6,6,2,2021,Round 22
23,21,Oscar McInerney,RUC,12,5,3,4,70.6,7,0,2021,Round 22
24,21,Dion Prestia,MID,12,11,2,4,52.2,6,2,2021,Round 22
25,21,Jack Steele,MID,12,16,4,6,42.9,6,0,2021,Round 22
26,21,Adam Treloar,FWD,12,3,4,4,80,12,3,2021,Round 22
27,28,Luke Dahlhaus,FWD,11,7,2,2,61.1,9,3,2021,Round 22
28,28,Sean Darcy,RUC,11,4,4,4,73.3,6,0,2021,Round 22
29,28,Willem Drew,MID,11,5,2,0,68.8,8,1,2021,Round 22
30,28,Jamie Elliott,FWD,11,9,0,7,55,9,4,2021,Round 22
31,28,Dyson Heppell,DEF,11,9,5,2,55,8,0,2021,Round 22
32,28,Josh Kelly,MID,11,20,4,5,35.5,8,2,2021,Round 22
33,28,Josh P. Kennedy,MID,11,13,1,3,45.8,8,1,2021,Round 22
34,28,Hugh McCluggage,MID,11,19,2,5,36.7,10,3,2021,Round 22
35,28,Touk Miller,MID,11,19,1,8,36.7,9,0,2021,Round 22
36,28,Tim O'Brien,KEYF,11,13,14,2,45.8,7,0,2021,Round 22
37,28,Darcy Parish,MID,11,22,3,2,33.3,10,1,2021,Round 22
38,28,Luke Parker,MID,11,13,2,3,45.8,3,1,2021,Round 22
39,28,Jack Redden,MID,11,14,6,3,44,6,0,2021,Round 22
40,28,Dayne Zorko,MID,11,14,6,5,44,8,1,2021,Round 22
41,42,Tom De Koning,RUC,10,9,3,5,52.6,3,0,2021,Round 22
42,42,Brayden Fiorini,MID,10,19,3,4,34.5,7,3,2021,Round 22
43,42,Jacob Hopper,MID,10,15,1,3,40,8,0,2021,Round 22
44,42,Jack Macrae,MID,10,22,3,3,31.3,9,2,2021,Round 22
45,42,Lincoln McCarthy,FWD,10,3,2,2,76.9,7,3,2021,Round 22
46,42,Hayden McLean,KEYF,10,5,0,3,66.7,2,1,2021,Round 22
47,42,Zach Merrett,MID,10,21,3,1,32.3,7,0,2021,Round 22
48,42,Tom Mitchell,MID,10,17,2,5,37,8,1,2021,Round 22
49,42,Matt Rowell,MID,10,4,3,1,71.4,9,2,2021,Round 22
50,42,Joel Selwood,MID,10,17,1,5,37,2,0,2021,Round 22
51,42,Caleb Serong,MID,10,20,4,4,33.3,6,1,2021,Round 22
52,42,Jy Simpkin,MID,10,13,1,3,43.5,9,1,2021,Round 22
53,42,Nick Vlastuin,DEF,10,8,11,4,55.6,5,0,2021,Round 22
54,55,Callum Ah Chee,DEF,9,8,4,4,52.9,6,2,2021,Round 22
55,55,Aliir Aliir,KEYD,9,9,14,1,50,4,0,2021,Round 22
56,55,Jed Anderson,MID,9,11,5,4,45,7,0,2021,Round 22
57,55,Liam Baker,DEF,9,14,3,5,39.1,6,0,2021,Round 22
58,55,Shai Bolton,MID,9,9,0,2,50,7,3,2021,Round 22
59,55,Marcus Bontempelli,MID,9,25,3,5,26.5,7,1,2021,Round 22
60,55,Brad Crouch,MID,9,11,2,7,45,6,2,2021,Round 22
61,55,Caleb Daniel,DEF,9,15,5,4,37.5,8,1,2021,Round 22
62,55,Luke Davies-Uniacke,MID,9,15,2,7,37.5,5,1,2021,Round 22
63,55,Jordan De Goey,FWD,9,19,0,1,32.1,5,2,2021,Round 22
64,55,George Hewett,DEF,9,19,3,3,32.1,7,0,2021,Round 22
65,55,Nick Hind,DEF,9,20,12,5,31,6,1,2021,Round 22
66,55,Dougal Howard,KEYD,9,5,8,3,64.3,6,0,2021,Round 22
67,55,Tom Lynch,FWD,9,20,4,7,31,7,1,2021,Round 22
68,55,Marc Murphy,FWD,9,15,4,6,37.5,8,0,2021,Round 22
69,55,Christian Petracca,MID,9,13,1,2,40.9,5,1,2021,Round 22
