,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Ollie Wines,MID,15,9,1,3,62.5,11,1,2020,Finals Week 1
1,2,Joel Selwood,MID,14,5,3,0,73.7,9,3,2020,Finals Week 1
2,3,Taylor Adams,MID,12,13,3,2,48,9,0,2020,Finals Week 1
3,3,Caleb Daniel,DEF,12,12,6,6,50,10,3,2020,Finals Week 1
4,3,Tom Rockliff,MID,12,9,5,2,57.1,9,0,2020,Finals Week 1
5,3,Adam Treloar,MID,12,13,1,4,48,10,2,2020,Finals Week 1
6,7,Trent Cotchin,MID,11,8,1,4,57.9,7,1,2020,Finals Week 1
7,7,Kane Lambert,FWD,11,9,2,2,55,9,1,2020,Finals Week 1
8,7,Jarryd Lyons,MID,11,12,3,5,47.8,9,1,2020,Finals Week 1
9,7,Dustin Martin,FWD,11,9,1,6,55,9,2,2020,Finals Week 1
10,7,Lachie Neale,MID,11,8,6,4,57.9,8,0,2020,Finals Week 1
11,12,Shai Bolton,MID,10,9,0,2,52.6,6,1,2020,Finals Week 1
12,12,Patrick Dangerfield,MID,10,11,1,4,47.6,5,1,2020,Finals Week 1
13,12,Brodie Grundy,RUC,10,2,2,0,83.3,6,0,2020,Finals Week 1
14,12,Stefan Martin,RUC,10,3,2,3,76.9,3,1,2020,Finals Week 1
15,12,Hugh McCluggage,MID,10,11,6,3,47.6,10,2,2020,Finals Week 1
16,12,Jeremy McGovern,KEYD,10,6,11,1,62.5,6,0,2020,Finals Week 1
17,12,Nic Naitanui,RUC,10,6,4,5,62.5,3,0,2020,Finals Week 1
18,12,Bailey Smith,MID,10,13,5,5,43.5,9,0,2020,Finals Week 1
19,20,Travis Boak,MID,9,13,1,3,40.9,8,2,2020,Finals Week 1
20,20,Cameron Guthrie,MID,9,6,2,2,60,9,1,2020,Finals Week 1
21,20,Tom Liberatore,MID,9,7,2,0,56.3,8,2,2020,Finals Week 1
22,20,Scott Pendlebury,MID,9,8,3,4,52.9,6,1,2020,Finals Week 1
23,20,Sam Powell-Pepper,FWD,9,6,1,2,60,5,1,2020,Finals Week 1
24,20,Liam Ryan,FWD,9,7,4,2,56.3,6,2,2020,Finals Week 1
25,20,Nick Vlastuin,DEF,9,6,8,2,60,7,0,2020,Finals Week 1
26,27,Jake Carlisle,KEYD,8,5,9,2,61.5,4,0,2020,Finals Week 1
27,27,Brad Ebert,FWD,8,8,0,6,50,7,3,2020,Finals Week 1
28,27,Jarryn Geary,DEF,8,5,1,3,61.5,3,1,2020,Finals Week 1
29,27,Robbie Gray,FWD,8,9,4,4,47.1,7,1,2020,Finals Week 1
30,27,Tom Hawkins,KEYF,8,5,0,2,61.5,4,2,2020,Finals Week 1
31,27,Tim Kelly,MID,8,5,0,1,61.5,7,0,2020,Finals Week 1
32,27,Brandan Parfitt,MID,8,7,2,4,53.3,8,1,2020,Finals Week 1
33,27,Marlion Pickett,MID,8,6,5,5,57.1,8,1,2020,Finals Week 1
34,27,Jack Steele,MID,8,8,1,5,50,5,0,2020,Finals Week 1
35,27,Dayne Zorko,MID,8,10,2,4,44.4,6,1,2020,Finals Week 1
36,37,Oscar Allen,KEYF,7,7,2,2,50,4,0,2020,Finals Week 1
37,37,Tom Atkins,FWD,7,6,2,0,53.8,7,2,2020,Finals Week 1
38,37,Mark Blicavs,KEYD,7,4,3,1,63.6,5,0,2020,Finals Week 1
39,37,Darcy Byrne-Jones,DEF,7,8,3,5,46.7,6,1,2020,Finals Week 1
40,37,Jack Darling,KEYF,7,7,1,3,50,3,1,2020,Finals Week 1
41,37,Josh Dunkley,FWD,7,6,0,5,53.8,5,1,2020,Finals Week 1
42,37,Andrew Gaff,MID,7,17,1,4,29.2,6,0,2020,Finals Week 1
43,37,Levi Greenwood,MID,7,6,3,4,53.8,6,1,2020,Finals Week 1
44,37,Zak Jones,MID,7,9,0,3,43.8,4,0,2020,Finals Week 1
45,37,Scott Lycett,RUC,7,3,1,0,70,3,0,2020,Finals Week 1
46,37,Jack Macrae,MID,7,12,5,6,36.8,7,1,2020,Finals Week 1
47,37,Rowan Marshall,RUC,7,4,1,1,63.6,2,0,2020,Finals Week 1
48,37,Oscar McInerney,RUC,7,4,2,2,63.6,3,0,2020,Finals Week 1
49,37,Toby Nankervis,RUC,7,8,2,3,46.7,1,0,2020,Finals Week 1
50,37,Dion Prestia,MID,7,13,1,3,35,6,1,2020,Finals Week 1
51,37,Paddy Ryder,RUC,7,2,2,3,77.8,3,0,2020,Finals Week 1
52,37,Luke Shuey,MID,7,9,1,7,43.8,3,0,2020,Finals Week 1
53,37,Jack Sinclair,MID,7,9,4,2,43.8,7,0,2020,Finals Week 1
54,37,Rhys Stanley,RUC,7,2,0,3,77.8,2,0,2020,Finals Week 1
55,37,Brandon Starcevich,DEF,7,4,5,1,63.6,5,0,2020,Finals Week 1
56,37,Bailey Williams,DEF,7,9,5,5,43.8,5,0,2020,Finals Week 1
57,58,Brendon Ah Chee,FWD,6,2,1,3,75,5,2,2020,Finals Week 1
58,58,Zac Bailey,FWD,6,5,1,3,54.5,3,2,2020,Finals Week 1
59,58,Jack Billings,MID,6,9,2,1,40,3,2,2020,Finals Week 1
60,58,Josh Bruce,KEYF,6,0,1,2,100,4,0,2020,Finals Week 1
61,58,Darcy Cameron,KEYF,6,2,4,2,75,1,0,2020,Finals Week 1
62,58,Jamie Cripps,FWD,6,11,2,2,35.3,5,3,2020,Finals Week 1
63,58,Jack Crisp,DEF,6,10,8,4,37.5,5,0,2020,Finals Week 1
64,58,Luke Dahlhaus,FWD,6,9,1,4,40,5,2,2020,Finals Week 1
65,58,Shane Edwards,MID,6,9,1,2,40,4,0,2020,Finals Week 1
66,58,Darcy Gardiner,KEYD,6,4,2,1,60,6,0,2020,Finals Week 1
67,58,Dan Hannebery,MID,6,13,2,4,31.6,3,0,2020,Finals Week 1
68,58,Dougal Howard,KEYD,6,7,8,6,46.2,2,0,2020,Finals Week 1
69,58,Ben Long,DEF,6,7,6,4,46.2,3,0,2020,Finals Week 1
70,58,Sam Menegola,MID,6,12,3,4,33.3,6,1,2020,Finals Week 1
71,58,Steven Motlop,FWD,6,6,1,2,50,4,1,2020,Finals Week 1
72,58,Jack Riewoldt,KEYF,6,2,0,3,75,4,3,2020,Finals Week 1
73,58,Dom Sheed,MID,6,11,2,5,35.3,4,1,2020,Finals Week 1
