,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Dangerfield,MID,16,15,0,8,51.6,12,0,2021,Preliminary Finals
1,1,Jack Viney,MID,16,16,5,5,50,10,0,2021,Preliminary Finals
2,1,Ollie Wines,MID,16,21,5,9,43.2,13,3,2021,Preliminary Finals
3,4,Clayton Oliver,MID,15,12,5,2,55.6,13,0,2021,Preliminary Finals
4,5,Josh Dunkley,FWD,14,10,5,5,58.3,11,1,2021,Preliminary Finals
5,5,Jack Macrae,MID,14,23,8,9,37.8,14,1,2021,Preliminary Finals
6,5,Christian Petracca,MID,14,14,3,2,50,13,1,2021,Preliminary Finals
7,8,Max Gawn,RUC,12,6,2,5,66.7,4,0,2021,Preliminary Finals
8,8,Tom Liberatore,MID,12,8,6,1,60,9,1,2021,Preliminary Finals
9,10,Brad Close,FWD,11,5,6,1,68.8,9,2,2021,Preliminary Finals
10,10,Tom McDonald,KEYF,11,6,2,6,64.7,8,4,2021,Preliminary Finals
11,10,Connor Rozee,FWD,11,9,3,4,55,7,4,2021,Preliminary Finals
12,10,Bailey Smith,MID,11,11,5,3,50,9,1,2021,Preliminary Finals
13,10,Adam Treloar,FWD,11,12,4,3,47.8,8,2,2021,Preliminary Finals
14,15,Dan Houston,DEF,10,10,10,8,50,7,0,2021,Preliminary Finals
15,15,Scott Lycett,RUC,10,5,4,1,66.7,4,1,2021,Preliminary Finals
16,15,Sam Menegola,MID,10,10,4,6,50,8,0,2021,Preliminary Finals
17,15,Alex Neal-Bullen,FWD,10,6,2,2,62.5,9,1,2021,Preliminary Finals
18,19,Travis Boak,MID,9,16,1,5,36,5,2,2021,Preliminary Finals
19,19,Marcus Bontempelli,MID,9,11,0,4,45,7,1,2021,Preliminary Finals
20,19,Angus Brayshaw,MID,9,9,4,1,50,8,1,2021,Preliminary Finals
21,19,Caleb Daniel,DEF,9,10,8,7,47.4,8,0,2021,Preliminary Finals
22,19,James Harmes,MID,9,7,2,2,56.3,7,2,2021,Preliminary Finals
23,19,Joel Selwood,MID,9,14,0,5,39.1,8,1,2021,Preliminary Finals
24,25,Miles Bergman,MID,8,10,4,6,44.4,5,1,2021,Preliminary Finals
25,25,Mitch Duncan,FWD,8,15,1,2,34.8,5,1,2021,Preliminary Finals
26,25,Zach Guthrie,DEF,8,10,8,5,44.4,5,0,2021,Preliminary Finals
27,25,Luke Jackson,RUC,8,4,2,1,66.7,5,1,2021,Preliminary Finals
28,25,Roarke Smith,MID,8,6,6,6,57.1,7,3,2021,Preliminary Finals
29,30,Aliir Aliir,KEYD,7,9,11,6,43.8,3,0,2021,Preliminary Finals
30,30,Zak Butters,FWD,7,9,2,0,43.8,6,2,2021,Preliminary Finals
31,30,Tim English,RUC,7,6,1,2,53.8,3,1,2021,Preliminary Finals
32,30,Robbie Gray,FWD,7,12,4,4,36.8,4,2,2021,Preliminary Finals
33,30,Mitch Hannan,FWD,7,6,0,3,53.8,5,1,2021,Preliminary Finals
34,30,Lachie Hunter,MID,7,15,5,4,31.8,5,1,2021,Preliminary Finals
35,30,Ed Langdon,MID,7,15,4,2,31.8,6,0,2021,Preliminary Finals
36,30,Stefan Martin,RUC,7,3,3,1,70,5,0,2021,Preliminary Finals
37,30,Aaron Naughton,KEYF,7,4,0,0,63.6,1,0,2021,Preliminary Finals
38,30,Kysaiah Pickett,FWD,7,4,2,3,63.6,6,3,2021,Preliminary Finals
39,30,Christian Salem,DEF,7,19,7,4,26.9,6,0,2021,Preliminary Finals
40,30,Bailey Williams,DEF,7,14,10,5,33.3,4,0,2021,Preliminary Finals
41,42,Mark Blicavs,KEYD,6,9,7,3,40,4,0,2021,Preliminary Finals
42,42,Jake Bowey,DEF,6,14,5,5,30,6,0,2021,Preliminary Finals
43,42,Ben Brown,KEYF,6,3,0,0,66.7,1,1,2021,Preliminary Finals
44,42,Tom Hawkins,KEYF,6,8,0,4,42.9,3,3,2021,Preliminary Finals
45,42,Jack Henry,KEYD,6,6,6,1,50,5,0,2021,Preliminary Finals
46,42,Max Holmes,FWD,6,4,1,5,60,5,0,2021,Preliminary Finals
