,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Brad Sewell,MID,19,14,3,5,57.6,16,1,2012,Grand Final
1,2,Dan Hannebery,MID,15,14,7,4,51.7,13,3,2012,Grand Final
2,2,Josh P. Kennedy,MID,15,10,2,5,60,13,3,2012,Grand Final
3,4,Jordan Lewis,FWD,14,7,6,5,66.7,9,4,2012,Grand Final
4,4,Sam Mitchell,MID,14,10,2,1,58.3,10,3,2012,Grand Final
5,6,Shaun Burgoyne,DEF,13,8,3,3,61.9,8,0,2012,Grand Final
6,6,Lance Franklin,KEYF,13,12,0,4,52,6,1,2012,Grand Final
7,8,Jarrad McVeigh,MID,12,10,5,5,54.5,8,1,2012,Grand Final
8,8,Ryan O'Keefe,MID,12,15,4,7,44.4,11,1,2012,Grand Final
9,10,Luke Breust,FWD,10,7,3,3,58.8,6,3,2012,Grand Final
10,10,Luke Hodge,MID,10,8,5,8,55.6,5,1,2012,Grand Final
11,12,David Hale,RUC,9,5,3,0,64.3,4,1,2012,Grand Final
12,12,Isaac Smith,MID,9,6,5,6,60,9,3,2012,Grand Final
13,14,Adam Goodes,FWD,8,6,1,2,57.1,8,3,2012,Grand Final
14,14,Cyril Rioli,FWD,8,6,1,4,57.1,5,2,2012,Grand Final
15,14,Ryan Schoenmakers,KEYD,8,4,6,0,66.7,7,0,2012,Grand Final
16,17,Craig Bird,FWD,7,12,1,6,36.8,7,3,2012,Grand Final
17,17,Mike Pyke,RUC,7,9,2,1,43.8,1,0,2012,Grand Final
18,17,Lewis Roberts-Thomson,KEYF,7,8,5,4,46.7,3,1,2012,Grand Final
19,17,Liam Shiels,MID,7,13,4,5,35,4,0,2012,Grand Final
20,21,Jude Bolton,FWD,6,7,1,1,46.2,6,1,2012,Grand Final
21,21,Kieren Jack,MID,6,8,0,5,42.9,4,2,2012,Grand Final
22,21,Alex Johnson,DEF,6,8,10,5,42.9,5,0,2012,Grand Final
23,21,Nick Malceski,DEF,6,9,6,4,40,6,1,2012,Grand Final
24,21,Jarryd Roughead,KEYF,6,6,4,2,50,5,1,2012,Grand Final
25,26,Xavier Ellis,MID,5,6,2,3,45.5,3,1,2012,Grand Final
26,26,Lewis Jetta,FWD,5,9,1,0,35.7,3,0,2012,Grand Final
27,26,Sam Reid,KEYF,5,8,1,3,38.5,3,0,2012,Grand Final
28,29,Grant Birchall,DEF,4,9,3,4,30.8,3,0,2012,Grand Final
29,29,Josh Gibson,KEYD,4,7,5,1,36.4,4,0,2012,Grand Final
30,29,Heath Grundy,KEYD,4,9,4,1,30.8,4,0,2012,Grand Final
31,29,Jack Gunston,FWD,4,5,1,1,44.4,2,1,2012,Grand Final
32,29,Shane Mumford,RUC,4,2,1,2,66.7,2,1,2012,Grand Final
33,29,Rhyce Shaw,DEF,4,8,6,3,33.3,4,0,2012,Grand Final
34,35,Marty Mattner,DEF,3,7,2,2,30,3,1,2012,Grand Final
35,35,Mitch Morton,FWD,3,8,0,4,27.3,3,1,2012,Grand Final
36,35,Luke Parker,MID,3,0,0,0,100,1,0,2012,Grand Final
37,35,Paul Puopolo,FWD,3,2,0,1,60,2,1,2012,Grand Final
38,35,Ted Richards,KEYD,3,6,6,1,33.3,2,0,2012,Grand Final
39,35,Nick Smith,DEF,3,8,4,1,27.3,2,0,2012,Grand Final
40,35,Ben Stratton,KEYD,3,6,4,3,33.3,3,0,2012,Grand Final
41,35,Clinton Young,MID,3,14,2,3,17.6,2,0,2012,Grand Final
42,43,Shane Savage,FWD,2,2,1,1,50,1,0,2012,Grand Final
43,43,Matthew Suckling,DEF,2,14,3,6,12.5,1,0,2012,Grand Final
