,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Michael Barlow,MID,21,16,3,5,56.8,19,1,2012,Round 14
1,2,Dane Swan,MID,19,24,3,8,44.2,10,1,2012,Round 14
2,3,Brad Sewell,MID,18,9,5,3,66.7,15,1,2012,Round 14
3,3,Shane Tuck,MID,18,13,3,10,58.1,15,3,2012,Round 14
4,5,Toby Greene,MID,17,15,3,8,53.1,12,1,2012,Round 14
5,6,Leigh Adams,FWD,16,13,5,3,55.2,15,4,2012,Round 14
6,6,Patrick Dangerfield,MID,16,7,4,9,69.6,12,1,2012,Round 14
7,6,Brett Deledio,MID,16,11,4,5,59.3,10,3,2012,Round 14
8,6,Josh P. Kennedy,MID,16,12,2,4,57.1,11,2,2012,Round 14
9,6,Jarrad McVeigh,MID,16,18,10,7,47.1,14,6,2012,Round 14
10,6,Scott Selwood,MID,16,14,2,1,53.3,8,0,2012,Round 14
11,12,Jarryd Blair,FWD,15,17,0,3,46.9,10,0,2012,Round 14
12,12,Tom Logan,DEF,15,7,8,3,68.2,10,0,2012,Round 14
13,12,Matthew Priddis,MID,15,16,4,1,48.4,8,1,2012,Round 14
14,12,Jack Redden,MID,15,19,1,1,44.1,8,0,2012,Round 14
15,12,Joel Selwood,MID,15,15,3,5,50,7,2,2012,Round 14
16,12,Callan Ward,MID,15,11,6,1,57.7,8,1,2012,Round 14
17,18,Jude Bolton,FWD,14,13,0,5,51.9,9,2,2012,Round 14
18,18,Jonathan Giles,RUC,14,4,4,5,77.8,6,1,2012,Round 14
19,18,James Kelly,MID,14,10,6,6,58.3,14,1,2012,Round 14
20,18,Sam Mitchell,MID,14,17,3,5,45.2,10,3,2012,Round 14
21,18,Ryan O'Keefe,MID,14,21,6,4,40,8,1,2012,Round 14
22,18,Jason Porplyzia,FWD,14,7,2,5,66.7,7,0,2012,Round 14
23,24,Jimmy Bartel,MID,13,8,3,3,61.9,10,2,2012,Round 14
24,24,Dayne Beams,MID,13,19,5,4,40.6,11,1,2012,Round 14
25,24,Simon Black,MID,13,13,1,5,50,10,2,2012,Round 14
26,24,Matthew Boyd,MID,13,20,3,5,39.4,9,3,2012,Round 14
