,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jack Graham,MID,10,8,5,3,55.6,8,3,2020,Grand Final
1,1,Dustin Martin,FWD,10,9,2,4,52.6,8,3,2020,Grand Final
2,1,Zach Tuohy,MID,10,4,5,2,71.4,10,2,2020,Grand Final
3,4,Shai Bolton,MID,9,5,4,2,64.3,7,1,2020,Grand Final
4,4,Trent Cotchin,MID,9,7,3,5,56.3,5,0,2020,Grand Final
5,4,Joel Selwood,MID,9,11,4,5,45,6,1,2020,Grand Final
6,4,Jayden Short,DEF,9,11,8,5,45,8,0,2020,Grand Final
7,4,Sam Simpson,FWD,9,4,2,1,69.2,8,1,2020,Grand Final
8,9,Luke Dahlhaus,FWD,8,4,2,5,66.7,6,3,2020,Grand Final
9,9,Patrick Dangerfield,MID,8,6,3,4,57.1,5,1,2020,Grand Final
10,9,Shane Edwards,MID,8,11,1,9,42.1,7,0,2020,Grand Final
11,9,Jack Henry,DEF,8,7,7,4,53.3,7,0,2020,Grand Final
12,13,Toby Nankervis,RUC,7,1,2,0,87.5,4,0,2020,Grand Final
13,13,Dion Prestia,MID,7,8,3,4,46.7,4,0,2020,Grand Final
14,15,Liam Baker,DEF,6,7,7,3,46.2,4,0,2020,Grand Final
15,15,Cameron Guthrie,MID,6,7,1,3,46.2,1,0,2020,Grand Final
16,15,Sam Menegola,MID,6,9,4,3,40,4,0,2020,Grand Final
17,15,Harry Taylor,KEYD,6,2,7,2,75,4,0,2020,Grand Final
18,19,Mark Blicavs,KEYD,5,10,1,5,33.3,4,0,2020,Grand Final
19,19,Mitch Duncan,MID,5,17,3,5,22.7,4,1,2020,Grand Final
20,19,Bachar Houli,DEF,5,5,5,1,50,4,0,2020,Grand Final
21,19,Tom J. Lynch,KEYF,5,5,0,4,50,2,1,2020,Grand Final
22,19,Kamdyn McIntosh,MID,5,7,5,3,41.7,4,0,2020,Grand Final
23,19,Mark O'Connor,DEF,5,3,5,3,62.5,5,0,2020,Grand Final
24,19,Marlion Pickett,MID,5,9,4,5,35.7,4,0,2020,Grand Final
25,19,Jack Riewoldt,KEYF,5,4,0,3,55.6,1,1,2020,Grand Final
26,19,Rhys Stanley,RUC,5,8,3,4,38.5,4,1,2020,Grand Final
27,19,Tom Stewart,DEF,5,10,10,6,33.3,4,0,2020,Grand Final
28,29,Gary Ablett,FWD,4,7,0,3,36.4,4,2,2020,Grand Final
29,29,Noah Balta,KEYD,4,6,6,3,40,2,0,2020,Grand Final
30,29,Jed Bews,DEF,4,5,2,2,44.4,3,0,2020,Grand Final
31,29,Jason Castagna,FWD,4,5,0,1,44.4,3,1,2020,Grand Final
32,29,Tom Hawkins,KEYF,4,6,0,3,40,2,1,2020,Grand Final
33,29,Kane Lambert,FWD,4,9,3,3,30.8,4,1,2020,Grand Final
34,29,Gryan Miers,FWD,4,11,1,3,26.7,2,0,2020,Grand Final
35,29,Brandan Parfitt,MID,4,4,1,3,50,3,1,2020,Grand Final
36,29,Daniel Rioli,FWD,4,3,2,2,57.1,4,1,2020,Grand Final
37,29,Gary Rohan,FWD,4,2,3,2,66.7,2,0,2020,Grand Final
38,39,Nathan Broad,DEF,3,4,3,4,42.9,3,0,2020,Grand Final
39,39,Lachie Henderson,KEYD,3,2,4,3,60,3,1,2020,Grand Final
40,41,David Astbury,KEYD,2,2,5,5,50,1,0,2020,Grand Final
41,41,Dylan Grimes,KEYD,2,2,3,1,50,0,0,2020,Grand Final
42,41,Jake Kolodjashnij,DEF,2,6,2,1,25,2,0,2020,Grand Final
43,44,Nick Vlastuin,DEF,1,0,1,0,100,1,0,2020,Grand Final
