,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Dan Hannebery,MID,15,19,4,6,44.1,14,2,2013,Semi Finals
1,1,Joel Selwood,MID,15,14,7,3,51.7,9,3,2013,Semi Finals
2,3,Josh P. Kennedy,MID,14,10,0,3,58.3,12,4,2013,Semi Finals
3,4,Jarrad McVeigh,DEF,13,28,9,3,31.7,10,0,2013,Semi Finals
4,4,Ryan O'Keefe,MID,13,18,3,4,41.9,11,1,2013,Semi Finals
5,6,Heath Grundy,KEYD,12,20,14,5,37.5,11,0,2013,Semi Finals
6,6,Shane Mumford,RUC,12,6,3,2,66.7,8,0,2013,Semi Finals
7,6,Mitch Robinson,FWD,12,12,4,8,50,10,1,2013,Semi Finals
8,6,Ollie Wines,MID,12,3,2,2,80,10,1,2013,Semi Finals
9,10,Joel Corey,MID,11,12,5,6,47.8,5,1,2013,Semi Finals
10,10,Kieren Jack,MID,11,20,4,4,35.5,7,0,2013,Semi Finals
11,10,Mathew Stokes,MID,11,17,4,3,39.3,10,1,2013,Semi Finals
12,10,Andrew Walker,DEF,11,15,9,6,42.3,7,0,2013,Semi Finals
13,14,Jimmy Bartel,DEF,10,11,2,4,47.6,6,1,2013,Semi Finals
14,14,Travis Boak,MID,10,16,5,2,38.5,6,0,2013,Semi Finals
15,14,Bryce Gibbs,MID,10,11,3,5,47.6,6,1,2013,Semi Finals
16,14,Lachie Henderson,KEYD,10,13,10,6,43.5,9,0,2013,Semi Finals
17,14,Steve Johnson,MID,10,16,4,7,38.5,6,2,2013,Semi Finals
18,14,Brock McLean,MID,10,10,2,10,50,5,1,2013,Semi Finals
19,14,Marc Murphy,MID,10,14,3,6,41.7,5,0,2013,Semi Finals
20,21,Tom Bell,MID,9,6,3,4,60,8,0,2013,Semi Finals
21,21,Tom Lonergan,KEYD,9,7,9,2,56.3,4,0,2013,Semi Finals
22,21,Cameron O'Shea,DEF,9,10,7,4,47.4,8,0,2013,Semi Finals
23,21,Ted Richards,KEYD,9,13,12,2,40.9,6,0,2013,Semi Finals
24,21,Kade Simpson,DEF,9,19,8,4,32.1,8,0,2013,Semi Finals
25,21,Justin Westhoff,KEYF,9,9,3,3,50,6,0,2013,Semi Finals
26,27,Craig Bird,FWD,8,15,3,7,34.8,7,1,2013,Semi Finals
27,27,Allen Christensen,FWD,8,16,1,3,33.3,5,3,2013,Semi Finals
