,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Stefan Martin,RUC,19,2,2,3,90.5,4,0,2019,Semi Finals
1,2,Jarrod Berry,MID,14,7,3,3,66.7,9,1,2019,Semi Finals
2,2,Patrick Dangerfield,MID,14,6,2,3,70,8,1,2019,Semi Finals
3,2,Toby Greene,FWD,14,14,2,7,50,10,3,2019,Semi Finals
4,2,Jack Redden,MID,14,6,4,2,70,7,0,2019,Semi Finals
5,6,Jacob Hopper,MID,13,13,2,7,50,10,0,2019,Semi Finals
6,6,Elliot Yeo,MID,13,11,6,7,54.2,10,0,2019,Semi Finals
7,8,Cameron Guthrie,MID,12,20,1,4,37.5,7,1,2019,Semi Finals
8,8,Josh Kelly,MID,12,15,4,5,44.4,11,2,2019,Semi Finals
9,8,Dayne Zorko,MID,12,14,3,6,46.2,8,1,2019,Semi Finals
10,11,Mark Blicavs,KEYD,11,3,5,1,78.6,10,1,2019,Semi Finals
11,11,Jarryd Lyons,MID,11,14,5,3,44,5,0,2019,Semi Finals
12,11,Esava Ratugolea,KEYF,11,2,1,2,84.6,6,3,2019,Semi Finals
13,11,Matt de Boer,MID,11,9,5,0,55,3,0,2019,Semi Finals
14,15,Nic Naitanui,RUC,10,3,2,3,76.9,6,1,2019,Semi Finals
15,15,Dom Sheed,MID,10,8,2,1,55.6,5,0,2019,Semi Finals
16,17,Zac Bailey,DEF,9,4,4,1,69.2,5,0,2019,Semi Finals
17,17,Lincoln McCarthy,FWD,9,4,2,2,69.2,6,2,2019,Semi Finals
18,19,Tom Hickey,RUC,8,2,3,3,80,5,1,2019,Semi Finals
19,19,Shane Mumford,RUC,8,1,2,0,88.9,1,0,2019,Semi Finals
20,19,Luke Shuey,MID,8,16,4,8,33.3,5,0,2019,Semi Finals
21,19,Tim Taranto,MID,8,11,2,5,42.1,7,0,2019,Semi Finals
22,19,Sam Taylor,KEYD,8,3,8,3,72.7,5,0,2019,Semi Finals
23,19,Zach Tuohy,DEF,8,18,6,3,30.8,7,1,2019,Semi Finals
24,25,Gary Ablett,FWD,7,10,3,7,41.2,5,2,2019,Semi Finals
25,25,Charles Cameron,FWD,7,4,2,0,63.6,5,4,2019,Semi Finals
26,25,Darcy Gardiner,DEF,7,6,6,3,53.8,5,0,2019,Semi Finals
27,25,Tim Kelly,MID,7,12,1,3,36.8,6,2,2019,Semi Finals
28,25,Chris Masten,MID,7,7,4,3,50,6,1,2019,Semi Finals
