,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Noah Anderson,MID,18,10,4,3,64.3,13,4,2023,Round 12
1,2,Christian Petracca,MID,17,15,9,9,53.1,15,4,2023,Round 12
2,2,James Worpel,MID,17,20,1,2,45.9,10,1,2023,Round 12
3,4,Elliot Yeo,DEF,16,10,2,3,61.5,11,2,2023,Round 12
4,5,Darcy Cameron,RUC,15,8,3,2,65.2,6,0,2023,Round 12
5,5,Tom Green,MID,15,20,4,10,42.9,8,0,2023,Round 12
6,5,Tom Mitchell,MID,15,15,6,6,50,10,1,2023,Round 12
7,8,Tim English,RUC,14,15,6,4,48.3,5,1,2023,Round 12
8,8,Tim Kelly,MID,14,12,1,2,53.8,8,2,2023,Round 12
9,8,Rory Laird,MID,14,8,4,3,63.6,13,1,2023,Round 12
10,8,Tom Liberatore,MID,14,16,4,4,46.7,9,0,2023,Round 12
11,8,Will Phillips,MID,14,13,1,1,51.9,11,0,2023,Round 12
12,8,Dom Sheed,MID,14,29,1,7,32.6,12,1,2023,Round 12
13,14,Patrick Cripps,MID,13,12,0,3,52,6,1,2023,Round 12
14,14,Bailey Humphrey,FWD,13,5,2,5,72.2,11,4,2023,Round 12
15,14,Matt Rowell,MID,13,2,1,3,86.7,3,0,2023,Round 12
16,17,Toby Bedford,FWD,12,8,4,1,60,8,4,2023,Round 12
17,17,Mark Blicavs,RUC,12,6,1,6,66.7,6,1,2023,Round 12
18,17,Alex Davies,FWD,12,4,4,5,75,9,2,2023,Round 12
19,17,Zach Merrett,MID,12,21,3,3,36.4,6,1,2023,Round 12
20,17,Tim Taranto,MID,12,23,2,11,34.3,8,0,2023,Round 12
21,17,Adam Treloar,MID,12,21,4,1,36.4,11,3,2023,Round 12
22,17,Sam Walsh,MID,12,14,3,4,46.2,8,1,2023,Round 12
23,17,George Wardlaw,MID,12,7,3,3,63.2,8,1,2023,Round 12
24,25,Marcus Bontempelli,MID,11,13,5,4,45.8,9,1,2023,Round 12
25,25,Nick Holman,FWD,11,6,1,4,64.7,11,4,2023,Round 12
26,25,Callum Jamieson,KEYF,11,6,2,3,64.7,8,5,2023,Round 12
27,25,Jack Macrae,FWD,11,18,2,3,37.9,7,0,2023,Round 12
28,25,Jack Viney,MID,11,9,0,3,55,7,1,2023,Round 12
29,25,Bailey J. Williams,RUC,11,7,1,4,61.1,7,1,2023,Round 12
30,31,Tom Atkins,MID,10,8,3,2,55.6,7,0,2023,Round 12
31,31,Adam Cerra,MID,10,21,3,6,32.3,7,0,2023,Round 12
32,31,Mason Cox,RUC,10,5,2,3,66.7,3,2,2023,Round 12
33,31,Caleb Daniel,FWD,10,26,6,4,27.8,7,0,2023,Round 12
34,31,Ben Keays,FWD,10,10,1,6,50,9,1,2023,Round 12
35,31,Daniel Lloyd,FWD,10,9,3,4,52.6,8,1,2023,Round 12
36,31,Jack Lukosius,KEYF,10,7,2,2,58.8,6,4,2023,Round 12
37,31,Connor Macdonald,FWD,10,11,2,2,47.6,9,2,2023,Round 12
38,31,Nic Martin,MID,10,11,2,0,47.6,7,1,2023,Round 12
39,31,Toby Nankervis,RUC,10,5,5,2,66.7,4,0,2023,Round 12
40,31,Jai Newcombe,MID,10,9,2,3,52.6,6,0,2023,Round 12
41,31,Harry Perryman,DEF,10,10,9,3,50,9,0,2023,Round 12
42,31,Sam Powell-Pepper,FWD,10,9,3,5,52.6,7,2,2023,Round 12
43,31,Dion Prestia,MID,10,13,3,5,43.5,4,0,2023,Round 12
