,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Michael Barlow,FWD,19,16,2,6,54.3,13,3,2015,Round 23
1,1,Matthew Priddis,MID,19,16,4,4,54.3,13,0,2015,Round 23
2,3,Stefan Martin,RUC,18,15,3,2,54.5,10,2,2015,Round 23
3,3,Bernie Vince,MID,18,20,4,6,47.4,12,3,2015,Round 23
4,5,Trent Cotchin,MID,17,13,3,5,56.7,12,3,2015,Round 23
5,6,Dan Hannebery,MID,16,16,5,6,50,13,1,2015,Round 23
6,6,Dyson Heppell,MID,16,12,6,3,57.1,13,0,2015,Round 23
7,6,Callan Ward,MID,16,17,2,5,48.5,11,0,2015,Round 23
8,9,Brendon Ah Chee,MID,15,7,6,2,68.2,14,4,2015,Round 23
9,9,Marcus Bontempelli,MID,15,13,1,3,53.6,10,5,2015,Round 23
10,9,Ed Curnow,MID,15,17,4,5,46.9,11,0,2015,Round 23
11,9,Luke Dahlhaus,FWD,15,9,4,5,62.5,12,3,2015,Round 23
12,9,Robbie Gray,MID,15,7,3,3,68.2,10,3,2015,Round 23
13,9,Mark Hutchings,MID,15,14,1,3,51.7,9,4,2015,Round 23
14,9,Anthony Miles,MID,15,11,2,3,57.7,8,1,2015,Round 23
15,9,Tom Mitchell,MID,15,20,4,7,42.9,9,4,2015,Round 23
16,9,Mitch Robinson,FWD,15,13,4,4,53.6,10,1,2015,Round 23
17,9,Tom Rockliff,MID,15,27,2,5,35.7,9,3,2015,Round 23
18,9,Jack Viney,MID,15,15,1,5,50,7,1,2015,Round 23
19,20,Andrew Carrazzo,MID,14,18,3,2,43.8,6,0,2015,Round 23
20,20,Patrick Dangerfield,MID,14,11,2,6,56,10,0,2015,Round 23
21,20,Pearce Hanley,MID,14,19,4,6,42.4,8,2,2015,Round 23
22,20,Nathan Jones,MID,14,22,2,6,38.9,8,0,2015,Round 23
23,20,Joel Selwood,MID,14,20,5,5,41.2,8,1,2015,Round 23
24,20,Mitch Wallis,MID,14,11,2,3,56,12,0,2015,Round 23
25,26,Taylor Adams,MID,13,20,3,8,39.4,5,0,2015,Round 23
26,26,Matt Crouch,MID,13,12,4,3,52,10,2,2015,Round 23
27,26,Shaun McKernan,RUC,13,13,0,7,50,7,1,2015,Round 23
28,26,Dayne Zorko,FWD,13,17,6,7,43.3,10,1,2015,Round 23
29,30,David Armitage,MID,12,16,1,6,42.9,9,1,2015,Round 23
30,30,Travis Boak,MID,12,15,6,5,44.4,11,5,2015,Round 23
31,30,Charlie Dixon,KEYF,12,3,1,8,80,8,4,2015,Round 23
32,30,Brad Ebert,MID,12,16,11,4,42.9,10,0,2015,Round 23
33,30,Sam Gray,FWD,12,21,2,3,36.4,9,3,2015,Round 23
34,30,Shaun Grigg,MID,12,10,0,0,54.5,7,0,2015,Round 23
35,30,Josh P. Kennedy,MID,12,19,5,5,38.7,6,3,2015,Round 23
36,30,Kade Kolodjashnij,DEF,12,10,11,8,54.5,10,0,2015,Round 23
37,30,Scott Thompson,MID,12,10,1,3,54.5,6,1,2015,Round 23
38,30,Matt de Boer,FWD,12,9,3,0,57.1,8,0,2015,Round 23
39,40,Jimmy Bartel,MID,11,17,2,3,39.3,7,1,2015,Round 23
40,40,Richard Douglas,MID,11,13,3,0,45.8,9,0,2015,Round 23
41,40,Trent Dumont,MID,11,5,2,4,68.8,10,0,2015,Round 23
42,40,Toby Greene,FWD,11,9,3,3,55,8,0,2015,Round 23
43,40,Steve Johnson,FWD,11,11,0,4,50,6,6,2015,Round 23
44,40,Andrew Mackie,DEF,11,23,9,3,32.4,9,1,2015,Round 23
45,40,Dustin Martin,FWD,11,10,3,5,52.4,7,3,2015,Round 23
46,40,Lachie Neale,MID,11,12,5,3,47.8,7,0,2015,Round 23
47,40,Michael Rischitelli,MID,11,9,5,7,55,7,2,2015,Round 23
48,40,Sebastian Ross,MID,11,14,4,2,44,9,1,2015,Round 23
49,40,Rory Sloane,MID,11,7,5,5,61.1,5,0,2015,Round 23
50,40,Kurt Tippett,KEYF,11,7,0,0,61.1,5,0,2015,Round 23
51,40,Jacob Townsend,MID,11,10,2,5,52.4,11,1,2015,Round 23
52,40,Easton Wood,DEF,11,9,12,4,55,5,0,2015,Round 23
53,54,Patrick Cripps,MID,10,16,2,2,38.5,6,2,2015,Round 23
54,54,Corey Enright,DEF,10,21,11,4,32.3,9,0,2015,Round 23
55,54,Andrew Gaff,MID,10,26,2,3,27.8,6,0,2015,Round 23
56,54,Cameron Guthrie,MID,10,23,2,5,30.3,8,1,2015,Round 23
57,54,Aaron Hall,FWD,10,20,5,7,33.3,9,0,2015,Round 23
58,54,Josh J. Kennedy,KEYF,10,7,3,3,58.8,6,2,2015,Round 23
59,54,Will Langford,MID,10,12,2,5,45.5,8,1,2015,Round 23
