,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Lachie Neale,MID,18,11,4,3,62.1,14,1,2022,Semi Finals
1,1,Clayton Oliver,MID,18,3,3,3,85.7,12,1,2022,Semi Finals
2,3,Caleb Serong,MID,16,19,3,7,45.7,8,0,2022,Semi Finals
3,4,Scott Pendlebury,MID,15,9,8,2,62.5,13,0,2022,Semi Finals
4,5,Jack Viney,MID,14,5,4,7,73.7,7,2,2022,Semi Finals
5,6,Jordan De Goey,MID,13,13,2,6,50,7,1,2022,Semi Finals
6,7,Will Brodie,MID,12,5,1,1,70.6,9,1,2022,Semi Finals
7,7,Christian Petracca,MID,12,14,2,6,46.2,9,3,2022,Semi Finals
8,7,Harrison Petty,KEYD,12,6,11,4,66.7,8,2,2022,Semi Finals
9,10,Jye Amiss,KEYF,10,2,1,1,83.3,5,0,2022,Semi Finals
10,10,Andrew Brayshaw,MID,10,20,4,9,33.3,6,0,2022,Semi Finals
11,10,Max Gawn,RUC,10,5,4,4,66.7,3,0,2022,Semi Finals
12,10,Ed Langdon,MID,10,13,1,4,43.5,7,3,2022,Semi Finals
13,14,Zac Bailey,FWD,9,6,0,3,60,5,2,2022,Semi Finals
14,14,Jarrod Berry,MID,9,16,3,4,36,8,0,2022,Semi Finals
15,14,Angus Brayshaw,DEF,9,8,1,5,52.9,7,2,2022,Semi Finals
16,14,Mason Cox,RUC,9,3,2,3,75,4,2,2022,Semi Finals
17,14,Jack Crisp,MID,9,15,2,7,37.5,6,1,2022,Semi Finals
18,14,James Harmes,FWD,9,10,3,1,47.4,6,2,2022,Semi Finals
19,14,Jeremy Howe,KEYD,9,8,13,1,52.9,4,0,2022,Semi Finals
20,14,Patrick Lipinski,FWD,9,13,1,6,40.9,9,2,2022,Semi Finals
21,14,Daniel Rich,DEF,9,15,5,8,37.5,8,0,2022,Semi Finals
22,23,Blake Acres,MID,8,19,7,5,29.6,4,1,2022,Semi Finals
23,23,Jordan Clark,DEF,8,10,8,5,44.4,6,0,2022,Semi Finals
24,23,Sean Darcy,RUC,8,6,2,3,57.1,4,1,2022,Semi Finals
25,23,Jamie Elliott,FWD,8,8,2,4,50,6,5,2022,Semi Finals
26,23,Rory Lobb,KEYF,8,5,0,4,61.5,3,3,2022,Semi Finals
27,23,Steven May,KEYD,8,6,9,1,57.1,5,0,2022,Semi Finals
28,23,Hugh McCluggage,MID,8,17,1,2,32,6,2,2022,Semi Finals
29,23,Daniel McStay,KEYF,8,6,3,3,57.1,2,0,2022,Semi Finals
30,23,David Mundy,MID,8,11,4,3,42.1,6,0,2022,Semi Finals
31,23,Lachie Schultz,FWD,8,8,2,3,50,5,2,2022,Semi Finals
32,23,Michael Walters,FWD,8,4,1,1,66.7,4,3,2022,Semi Finals
33,23,Darcy Wilmot,DEF,8,7,7,3,53.3,6,0,2022,Semi Finals
34,35,James Aish,MID,7,8,1,4,46.7,6,1,2022,Semi Finals
35,35,Trent Bianco,FWD,7,9,4,3,43.8,6,1,2022,Semi Finals
36,35,Darcy Cameron,RUC,7,2,3,1,77.8,4,1,2022,Semi Finals
37,35,Darcy Fort,RUC,7,4,1,4,63.6,1,0,2022,Semi Finals
38,35,Darcy Moore,KEYD,7,5,8,4,58.3,6,0,2022,Semi Finals
39,35,John Noble,DEF,7,16,5,5,30.4,7,0,2022,Semi Finals
40,35,Tom Sparrow,FWD,7,12,1,5,36.8,5,1,2022,Semi Finals
41,35,Dayne Zorko,FWD,7,16,3,8,30.4,5,0,2022,Semi Finals
42,43,Ben Brown,KEYF,6,5,0,2,54.5,3,2,2022,Semi Finals
43,43,Keidean Coleman,DEF,6,11,10,5,35.3,2,0,2022,Semi Finals
44,43,Josh Daicos,MID,6,9,1,4,40,6,2,2022,Semi Finals
45,43,Tom Fullarton,KEYF,6,5,2,2,54.5,3,0,2022,Semi Finals
46,43,Eric Hipwood,KEYF,6,8,1,7,42.9,4,1,2022,Semi Finals
47,43,Luke Jackson,RUC,6,2,1,0,75,4,0,2022,Semi Finals
48,43,Lincoln McCarthy,FWD,6,7,1,2,46.2,4,1,2022,Semi Finals
49,43,Cam Rayner,FWD,6,5,2,0,54.5,4,0,2022,Semi Finals
50,43,Sam Switkowski,FWD,6,4,2,1,60,3,1,2022,Semi Finals
51,43,Hayden Young,DEF,6,16,8,2,27.3,4,0,2022,Semi Finals
52,53,Brennan Cox,KEYD,5,7,6,4,41.7,2,0,2022,Semi Finals
53,53,Jake Lever,KEYD,5,5,8,3,50,2,0,2022,Semi Finals
54,53,Brayden Maynard,DEF,5,7,5,1,41.7,2,0,2022,Semi Finals
55,53,Nathan O'Driscoll,MID,5,7,2,3,41.7,3,0,2022,Semi Finals
56,53,Kysaiah Pickett,FWD,5,5,1,3,50,4,4,2022,Semi Finals
57,53,Luke Ryan,DEF,5,9,7,6,35.7,4,0,2022,Semi Finals
58,53,Charlie Spargo,FWD,5,6,1,3,45.5,4,3,2022,Semi Finals
59,53,Brandon Walker,DEF,5,12,3,5,29.4,4,0,2022,Semi Finals
60,61,Callum Ah Chee,MID,4,6,3,0,40,3,1,2022,Semi Finals
61,61,Noah Answerth,DEF,4,6,1,3,40,4,0,2022,Semi Finals
62,61,Nick Daicos,DEF,4,20,6,3,16.7,3,0,2022,Semi Finals
63,61,Darcy Gardiner,KEYD,4,8,5,2,33.3,3,0,2022,Semi Finals
64,61,Jack Ginnivan,FWD,4,7,1,3,36.4,2,1,2022,Semi Finals
65,61,Michael Hibberd,DEF,4,9,8,0,30.8,4,0,2022,Semi Finals
66,61,Will Hoskin-Elliott,FWD,4,7,2,1,36.4,3,2,2022,Semi Finals
67,61,Ash Johnson,KEYF,4,6,0,1,40,1,1,2022,Semi Finals
68,61,Beau McCreery,FWD,4,4,1,3,50,4,0,2022,Semi Finals
69,61,Jake Melksham,FWD,4,7,0,3,36.4,2,0,2022,Semi Finals
70,61,Brody Mihocek,KEYF,4,6,1,1,40,2,1,2022,Semi Finals
71,61,Deven Robertson,FWD,4,11,3,1,26.7,3,0,2022,Semi Finals
72,61,Brandon Starcevich,DEF,4,7,5,2,36.4,4,0,2022,Semi Finals
73,74,Charlie Cameron,FWD,3,3,1,1,50,2,1,2022,Semi Finals
74,74,Heath Chapman,DEF,3,13,2,3,18.8,1,0,2022,Semi Finals
75,74,Bayley Fritsch,FWD,3,5,2,2,37.5,1,0,2022,Semi Finals
76,74,Alex Neal-Bullen,FWD,3,11,0,3,21.4,3,1,2022,Semi Finals
77,74,Isaac Quaynor,DEF,3,7,3,3,30,3,0,2022,Semi Finals
78,74,Trent Rivers,DEF,3,6,1,2,33.3,3,0,2022,Semi Finals
79,80,Griffin Logue,KEYD,2,6,0,3,25,2,0,2022,Semi Finals
80,80,Nathan Murphy,KEYD,2,6,4,3,25,2,0,2022,Semi Finals
81,80,Alex Pearce,KEYD,2,8,2,1,20,1,0,2022,Semi Finals
82,80,Christian Salem,DEF,2,6,2,4,25,2,0,2022,Semi Finals
83,80,Steele Sidebottom,MID,2,17,2,2,10.5,2,0,2022,Semi Finals
84,85,Michael Frederick,FWD,1,7,1,2,12.5,1,0,2022,Semi Finals
85,85,Jayden Hunt,DEF,1,8,3,2,11.1,1,0,2022,Semi Finals
86,85,Jack Payne,KEYD,1,11,3,3,8.3,1,0,2022,Semi Finals
87,88,Harris Andrews,KEYD,0,8,4,0,0,0,0,2022,Semi Finals
88,88,Bailey Banfield,FWD,0,0,0,0,0,0,0,2022,Semi Finals
89,88,Josh Carmichael,FWD,0,0,0,0,0,0,0,2022,Semi Finals
90,88,Rhys Mathieson,FWD,0,0,0,0,0,0,0,2022,Semi Finals
91,88,Joel Smith,DEF,0,0,0,0,0,0,0,2022,Semi Finals
