,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,20,15,4,9,57.1,13,3,2015,Round 22
1,2,Patrick Cripps,MID,19,11,5,4,63.3,14,0,2015,Round 22
2,2,Dyson Heppell,MID,19,10,6,7,65.5,13,0,2015,Round 22
3,2,Tom Rockliff,MID,19,25,1,5,43.2,12,0,2015,Round 22
4,5,Taylor Adams,MID,18,19,0,7,48.6,13,3,2015,Round 22
5,5,Marcus Bontempelli,MID,18,6,4,2,75,13,2,2015,Round 22
6,7,Luke Dahlhaus,FWD,17,12,2,5,58.6,13,3,2015,Round 22
7,7,Jordan De Goey,FWD,17,7,2,4,70.8,10,0,2015,Round 22
8,7,Sam Gray,FWD,17,17,10,3,50,12,2,2015,Round 22
9,7,David Mundy,MID,17,19,4,3,47.2,12,2,2015,Round 22
10,7,Jack Steven,MID,17,17,2,8,50,13,2,2015,Round 22
11,12,Robbie Gray,MID,16,9,2,8,64,10,4,2015,Round 22
12,12,Liam Shiels,MID,16,20,4,4,44.4,12,0,2015,Round 22
13,14,Mark Blicavs,RUC,15,14,5,4,51.7,8,1,2015,Round 22
14,14,Patrick Dangerfield,MID,15,13,5,3,53.6,10,1,2015,Round 22
15,14,Hamish Hartlett,MID,15,17,1,3,46.9,12,2,2015,Round 22
16,14,Lachie Neale,MID,15,20,1,5,42.9,7,1,2015,Round 22
17,14,Andrew Swallow,MID,15,10,4,5,60,7,1,2015,Round 22
18,14,Jack Viney,MID,15,15,3,4,50,14,1,2015,Round 22
19,20,Shaun Burgoyne,DEF,14,16,9,4,46.7,10,1,2015,Round 22
20,20,Shane Edwards,FWD,14,7,2,2,66.7,12,3,2015,Round 22
21,20,Dan Hannebery,MID,14,24,3,4,36.8,10,0,2015,Round 22
22,20,Daniel Menzel,FWD,14,7,1,5,66.7,10,4,2015,Round 22
23,20,Mitch Wallis,MID,14,17,0,1,45.2,10,1,2015,Round 22
24,25,Brendon Goddard,MID,13,15,5,6,46.4,8,2,2015,Round 22
25,25,Jack Macrae,MID,13,18,5,5,41.9,10,0,2015,Round 22
26,25,Brandon Matera,FWD,13,15,6,8,46.4,6,1,2015,Round 22
27,25,Matthew Priddis,MID,13,9,0,5,59.1,8,1,2015,Round 22
28,25,Mitch Robinson,FWD,13,13,1,7,50,11,1,2015,Round 22
29,25,Dom Sheed,MID,13,15,2,8,46.4,11,0,2015,Round 22
30,31,Brendon Ah Chee,MID,12,7,3,6,63.2,8,3,2015,Round 22
31,31,Michael Barlow,FWD,12,18,3,4,40,7,2,2015,Round 22
32,31,Travis Boak,MID,12,7,3,5,63.2,11,2,2015,Round 22
33,31,Daniel Cross,DEF,12,27,10,6,30.8,8,0,2015,Round 22
34,31,Ed Curnow,MID,12,14,1,8,46.2,9,0,2015,Round 22
35,31,Richard Douglas,MID,12,13,5,4,48,9,0,2015,Round 22
36,31,Brodie Grundy,RUC,12,4,3,3,75,4,0,2015,Round 22
37,31,Cameron Guthrie,MID,12,10,3,5,54.5,10,0,2015,Round 22
38,31,Stephen Hill,MID,12,17,3,6,41.4,9,4,2015,Round 22
39,31,Touk Miller,FWD,12,7,5,6,63.2,10,1,2015,Round 22
40,31,Kade Simpson,DEF,12,15,9,6,44.4,9,0,2015,Round 22
41,31,Rory Sloane,MID,12,13,3,4,48,9,1,2015,Round 22
42,31,Matt Thomas,MID,12,9,4,2,57.1,9,2,2015,Round 22
43,31,Chad Wingard,FWD,12,6,3,4,66.7,9,7,2015,Round 22
44,45,Jack Crisp,MID,11,20,1,7,35.5,5,0,2015,Round 22
45,45,Heath Grundy,KEYD,11,15,12,3,42.3,7,0,2015,Round 22
46,45,Cale Hooker,KEYD,11,6,1,4,64.7,5,2,2015,Round 22
47,45,Nick Malceski,DEF,11,11,12,5,50,9,0,2015,Round 22
48,45,Stefan Martin,RUC,11,10,4,4,52.4,8,0,2015,Round 22
49,45,Alex Rance,KEYD,11,9,16,2,55,6,0,2015,Round 22
50,45,Devon Smith,FWD,11,14,6,4,44,9,1,2015,Round 22
51,45,Scott Thompson,MID,11,18,2,2,37.9,11,5,2015,Round 22
52,45,Kurt Tippett,KEYF,11,9,2,3,55,6,3,2015,Round 22
53,45,Callan Ward,MID,11,13,2,5,45.8,5,0,2015,Round 22
54,55,Harry Cunningham,FWD,10,6,3,0,62.5,8,4,2015,Round 22
55,55,Shaun Grigg,MID,10,10,1,4,50,6,2,2015,Round 22
56,55,Michael Hurley,KEYD,10,9,12,3,52.6,7,0,2015,Round 22
57,55,Kieren Jack,MID,10,20,3,6,33.3,8,0,2015,Round 22
58,55,Matthew Kreuzer,RUC,10,2,1,3,83.3,7,0,2015,Round 22
59,55,Jordan Lewis,MID,10,21,4,2,32.3,3,0,2015,Round 22
60,55,Jesse Lonergan,MID,10,12,0,7,45.5,9,1,2015,Round 22
61,55,Ivan Maric,RUC,10,5,5,1,66.7,5,0,2015,Round 22
62,55,Luke McGuane,KEYF,10,2,0,2,83.3,8,4,2015,Round 22
63,55,Nick O'Brien,MID,10,12,2,6,45.5,5,0,2015,Round 22
64,55,Clancee Pearce,DEF,10,20,6,4,33.3,8,1,2015,Round 22
65,55,Liam Picken,MID,10,11,5,3,47.6,7,1,2015,Round 22
66,55,Michael Rischitelli,MID,10,9,2,6,52.6,8,1,2015,Round 22
67,55,Aaron Sandilands,RUC,10,5,4,0,66.7,7,2,2015,Round 22
68,55,Steele Sidebottom,MID,10,16,3,1,38.5,10,4,2015,Round 22
69,55,Zac Smith,RUC,10,4,3,8,71.4,8,1,2015,Round 22
70,71,Karl Amon,FWD,9,8,1,1,52.9,8,5,2015,Round 22
71,71,Tom Bell,FWD,9,16,2,8,36,5,0,2015,Round 22
72,71,Jake Carlisle,KEYF,9,6,10,6,60,5,0,2015,Round 22
73,71,Brett Deledio,FWD,9,14,3,3,39.1,3,1,2015,Round 22
74,71,Sam Gilbert,DEF,9,8,1,2,52.9,8,1,2015,Round 22
75,71,Jack Gunston,KEYF,9,15,4,1,37.5,6,4,2015,Round 22
76,71,Sean Lemmens,DEF,9,11,9,5,45,7,0,2015,Round 22
77,71,Andrew Mackie,DEF,9,16,5,3,36,9,0,2015,Round 22
78,71,Chris Mayne,FWD,9,9,3,1,50,6,2,2015,Round 22
79,71,Ben McEvoy,RUC,9,7,2,0,56.3,3,0,2015,Round 22
80,71,Viv Michie,MID,9,12,1,5,42.9,6,1,2015,Round 22
81,71,Rhys Palmer,FWD,9,16,3,4,36,8,3,2015,Round 22
82,71,Cyril Rioli,FWD,9,10,2,0,47.4,6,2,2015,Round 22
83,71,Luke Shuey,MID,9,15,1,6,37.5,4,1,2015,Round 22
84,71,Justin Westhoff,KEYF,9,8,4,0,52.9,5,0,2015,Round 22
85,71,Marley Williams,DEF,9,14,8,5,39.1,7,1,2015,Round 22
86,87,David Armitage,MID,8,18,2,5,30.8,5,0,2015,Round 22
87,87,Ryan Bastinac,MID,8,8,4,2,50,7,2,2015,Round 22
88,87,Eddie Betts,FWD,8,8,2,2,50,7,6,2015,Round 22
89,87,Luke Breust,FWD,8,6,1,1,57.1,5,1,2015,Round 22
90,87,Tomas Bugg,DEF,8,14,1,2,36.4,7,1,2015,Round 22
91,87,Paul Chapman,FWD,8,10,1,1,44.4,8,4,2015,Round 22
92,87,Matthew Dick,DEF,8,11,8,4,42.1,5,0,2015,Round 22
93,87,Brad Ebert,MID,8,9,3,4,47.1,2,0,2015,Round 22
94,87,Corey Enright,DEF,8,12,7,2,40,6,0,2015,Round 22
95,87,Max Gawn,RUC,8,14,6,2,36.4,3,0,2015,Round 22
96,87,David Hale,RUC,8,8,2,3,50,4,1,2015,Round 22
97,87,Aaron Hall,FWD,8,14,1,5,36.4,6,2,2015,Round 22
98,87,Ben Howlett,FWD,8,9,2,3,47.1,4,1,2015,Round 22
99,87,Taylor Hunt,DEF,8,15,9,1,34.8,8,0,2015,Round 22
100,87,Lachie Hunter,MID,8,25,3,3,24.2,5,0,2015,Round 22
101,87,Josh Jenkins,KEYF,8,4,0,2,66.7,2,0,2015,Round 22
102,87,James Kelly,MID,8,17,7,6,32,6,0,2015,Round 22
103,87,Josh J. Kennedy,KEYF,8,2,1,5,80,6,3,2015,Round 22
104,87,Nathan Krakouer,DEF,8,11,10,7,42.1,8,0,2015,Round 22
105,87,Jeremy Laidler,DEF,8,11,7,1,42.1,8,0,2015,Round 22
106,87,Kane Lambert,FWD,8,11,3,6,42.1,6,1,2015,Round 22
107,87,Tom Langdon,DEF,8,12,10,6,40,4,0,2015,Round 22
108,87,Will Langford,MID,8,7,1,2,53.3,5,3,2015,Round 22
109,87,Ben Lennon,FWD,8,8,1,6,50,5,2,2015,Round 22
110,87,Tom J. Lynch,KEYF,8,6,0,7,57.1,3,1,2015,Round 22
111,87,Tom Lynch,FWD,8,15,4,2,34.8,6,1,2015,Round 22
112,87,Sam Mayes,DEF,8,9,3,2,47.1,7,1,2015,Round 22
113,87,Jeremy McGovern,KEYD,8,1,8,3,88.9,3,0,2015,Round 22
114,87,Shaun McKernan,RUC,8,8,2,9,50,5,1,2015,Round 22
115,87,Anthony Miles,MID,8,16,1,7,33.3,4,0,2015,Round 22
116,87,Jack Newnes,MID,8,13,6,3,38.1,6,0,2015,Round 22
117,87,Drew Petrie,KEYF,8,5,2,3,61.5,3,2,2015,Round 22
118,87,Lachie Plowman,KEYD,8,12,8,1,40,8,0,2015,Round 22
119,87,Jarryd Roughead,KEYF,8,20,0,3,28.6,4,2,2015,Round 22
120,87,Brad Sheppard,DEF,8,8,5,5,50,6,0,2015,Round 22
121,87,Brent Stanton,MID,8,22,5,7,26.7,8,0,2015,Round 22
122,87,Adam Tomlinson,KEYD,8,12,5,2,40,7,0,2015,Round 22
123,87,Adam Treloar,MID,8,18,1,1,30.8,6,0,2015,Round 22
124,87,Nick Vlastuin,DEF,8,8,8,4,50,6,0,2015,Round 22
125,87,Mark Whiley,MID,8,11,3,5,42.1,8,1,2015,Round 22
126,87,David Zaharakis,MID,8,14,2,3,36.4,5,1,2015,Round 22
127,87,Dayne Zorko,FWD,8,20,4,4,28.6,6,0,2015,Round 22
128,129,Tom Barrass,DEF,7,5,7,2,58.3,1,0,2015,Round 22
129,129,Jake Batchelor,DEF,7,6,9,3,53.8,7,0,2015,Round 22
130,129,Allen Christensen,FWD,7,15,1,3,31.8,3,2,2015,Round 22
131,129,Stewart Crameri,FWD,7,5,2,3,58.3,3,0,2015,Round 22
132,129,Jamie Cripps,FWD,7,6,0,3,53.8,7,0,2015,Round 22
133,129,Ben Cunnington,MID,7,7,1,1,50,2,1,2015,Round 22
134,129,Jack Darling,KEYF,7,8,1,2,46.7,4,2,2015,Round 22
