,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Cripps,MID,27,10,3,5,73,20,1,2022,Round 23
1,2,Clayton Oliver,MID,20,12,2,6,62.5,10,0,2022,Round 23
2,3,Zach Merrett,MID,19,17,12,7,52.8,14,1,2022,Round 23
3,4,David Swallow,MID,18,17,4,6,51.4,11,1,2022,Round 23
4,5,Josh Dunkley,FWD,17,15,2,4,53.1,9,2,2022,Round 23
5,5,Bailey J. Williams,RUC,17,10,5,3,63,10,1,2022,Round 23
6,5,Ollie Wines,MID,17,19,2,6,47.2,13,3,2022,Round 23
7,8,Luke Davies-Uniacke,MID,16,13,4,5,55.2,13,2,2022,Round 23
8,8,Lachie Neale,MID,16,13,5,8,55.2,14,5,2022,Round 23
9,8,Reilly O'Brien,RUC,16,2,2,4,88.9,5,1,2022,Round 23
10,11,Jonathon Ceglar,RUC,15,9,2,4,62.5,5,0,2022,Round 23
11,11,Isaac Heeney,FWD,15,10,6,6,60,10,5,2022,Round 23
12,11,James Rowbottom,MID,15,9,4,5,62.5,11,2,2022,Round 23
13,11,Caleb Serong,MID,15,17,0,6,46.9,8,2,2022,Round 23
14,15,Rory Laird,MID,14,13,6,4,51.9,9,0,2022,Round 23
15,15,Sebastian Ross,MID,14,18,1,10,43.8,11,1,2022,Round 23
16,17,Travis Boak,MID,13,12,0,2,52,11,3,2022,Round 23
17,17,Dan Hannebery,MID,13,17,4,6,43.3,8,0,2022,Round 23
18,17,Tim Kelly,MID,13,15,4,3,46.4,11,0,2022,Round 23
19,17,Touk Miller,MID,13,13,3,3,50,10,0,2022,Round 23
20,17,Tom Mitchell,MID,13,9,3,1,59.1,7,0,2022,Round 23
21,17,Jack Sinclair,DEF,13,8,10,6,61.9,10,0,2022,Round 23
22,23,Sam Berry,MID,12,7,2,6,63.2,8,0,2022,Round 23
23,23,Marcus Bontempelli,MID,12,11,2,3,52.2,5,2,2022,Round 23
24,23,Angus Brayshaw,DEF,12,17,1,7,41.4,8,1,2022,Round 23
25,23,Kieren Briggs,RUC,12,1,2,3,92.3,6,1,2022,Round 23
26,23,Zak Butters,FWD,12,13,2,4,48,9,1,2022,Round 23
27,23,Adam Cerra,MID,12,15,2,2,44.4,9,1,2022,Round 23
28,23,Trent Cotchin,MID,12,12,5,2,50,9,2,2022,Round 23
29,23,Tom J. Lynch,KEYF,12,8,1,5,60,3,3,2022,Round 23
30,23,Rhys Mathieson,FWD,12,11,2,3,52.2,8,1,2022,Round 23
31,23,David Mundy,MID,12,18,2,5,40,8,0,2022,Round 23
32,23,Jaeger O'Meara,MID,12,8,3,5,60,9,2,2022,Round 23
33,23,Brandan Parfitt,MID,12,12,2,4,50,8,1,2022,Round 23
34,23,Darcy Parish,MID,12,16,2,2,42.9,9,2,2022,Round 23
35,23,Harry Perryman,MID,12,11,7,7,52.2,11,1,2022,Round 23
36,23,Jack Steele,MID,12,16,3,5,42.9,6,3,2022,Round 23
37,38,Mark Blicavs,RUC,11,15,5,1,42.3,9,1,2022,Round 23
38,38,Mabior Chol,KEYF,11,8,1,4,57.9,6,2,2022,Round 23
39,38,Charlie Curnow,KEYF,11,6,0,5,64.7,6,1,2022,Round 23
