,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Christian Petracca,MID,24,17,8,7,58.5,16,3,2021,Grand Final
1,2,Tom Liberatore,MID,15,8,6,6,65.2,12,3,2021,Grand Final
2,3,Jack Viney,MID,14,10,3,5,58.3,6,1,2021,Grand Final
3,4,Marcus Bontempelli,MID,13,15,4,4,46.4,8,3,2021,Grand Final
4,4,Clayton Oliver,MID,13,21,4,4,38.2,10,2,2021,Grand Final
5,6,Max Gawn,RUC,12,8,4,6,60,4,1,2021,Grand Final
6,7,Angus Brayshaw,MID,11,17,8,8,39.3,6,1,2021,Grand Final
7,7,Josh Dunkley,FWD,11,13,1,4,45.8,9,3,2021,Grand Final
8,7,Jack Macrae,MID,11,16,1,4,40.7,9,1,2021,Grand Final
9,10,Caleb Daniel,DEF,10,22,10,8,31.3,7,0,2021,Grand Final
10,10,Roarke Smith,MID,10,8,5,4,55.6,7,2,2021,Grand Final
11,12,Stefan Martin,RUC,9,5,2,4,64.3,5,2,2021,Grand Final
12,13,Ben Brown,KEYF,8,2,1,2,80,3,1,2021,Grand Final
13,13,Ed Langdon,MID,8,9,4,4,47.1,8,1,2021,Grand Final
14,13,Alex Neal-Bullen,FWD,8,15,5,4,34.8,8,4,2021,Grand Final
15,13,Adam Treloar,FWD,8,19,3,2,29.6,7,4,2021,Grand Final
16,17,Tim English,RUC,7,6,0,1,53.8,4,2,2021,Grand Final
17,17,James Harmes,MID,7,9,4,3,43.8,5,0,2021,Grand Final
18,19,Taylor Duryea,DEF,6,9,5,1,40,4,1,2021,Grand Final
19,19,Luke Jackson,RUC,6,8,1,1,42.9,2,0,2021,Grand Final
20,19,Alex Keath,KEYD,6,7,6,3,46.2,5,0,2021,Grand Final
21,19,Trent Rivers,DEF,6,6,4,2,50,5,0,2021,Grand Final
22,23,Bayley Fritsch,FWD,5,9,0,3,35.7,4,3,2021,Grand Final
23,23,Mitch Hannan,FWD,5,3,0,1,62.5,3,2,2021,Grand Final
24,23,Jason Johannisen,FWD,5,7,1,4,41.7,4,1,2021,Grand Final
25,23,Aaron Naughton,KEYF,5,4,1,0,55.6,4,2,2021,Grand Final
26,23,Josh Schache,KEYD,5,7,1,3,41.7,4,2,2021,Grand Final
27,23,Bailey Smith,MID,5,21,2,2,19.2,5,1,2021,Grand Final
28,23,Bailey Williams,DEF,5,9,6,5,35.7,4,0,2021,Grand Final
29,30,Michael Hibberd,DEF,4,2,5,1,66.7,4,0,2021,Grand Final
30,30,Lachie Hunter,MID,4,14,1,5,22.2,2,0,2021,Grand Final
31,30,Jake Lever,KEYD,4,13,6,4,23.5,3,0,2021,Grand Final
32,30,Tom Sparrow,FWD,4,10,2,2,28.6,3,1,2021,Grand Final
33,34,Jake Bowey,DEF,3,14,3,1,17.6,3,0,2021,Grand Final
34,34,Bailey Dale,DEF,3,11,3,4,21.4,3,0,2021,Grand Final
35,34,Tom McDonald,KEYF,3,5,0,0,37.5,3,0,2021,Grand Final
36,34,Harrison Petty,KEYD,3,3,2,2,50,2,0,2021,Grand Final
37,34,Christian Salem,DEF,3,21,6,4,12.5,2,0,2021,Grand Final
38,39,Zaine Cordy,KEYD,2,11,5,3,15.4,0,0,2021,Grand Final
39,39,Steven May,KEYD,2,7,3,2,22.2,0,0,2021,Grand Final
40,39,Kysaiah Pickett,FWD,2,2,0,1,50,2,0,2021,Grand Final
41,39,Cody Weightman,FWD,2,6,0,2,25,1,1,2021,Grand Final
42,39,Easton Wood,DEF,2,6,4,3,25,2,0,2021,Grand Final
43,44,Charlie Spargo,FWD,1,6,0,1,14.3,0,0,2021,Grand Final
44,45,James Jordon,MID,0,0,0,0,0,0,0,2021,Grand Final
45,45,Laitham Vandermeer,FWD,0,0,0,0,0,0,0,2021,Grand Final
