,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Luke Parker,FWD,19,12,6,3,61.3,16,4,2014,Finals Week 1
1,2,Ben Cunnington,MID,17,13,3,5,56.7,10,2,2014,Finals Week 1
2,3,Travis Boak,MID,16,19,1,1,45.7,9,2,2014,Finals Week 1
3,3,Nat Fyfe,MID,16,13,1,5,55.2,9,2,2014,Finals Week 1
4,3,Lachie Neale,MID,16,16,2,5,50,10,0,2014,Finals Week 1
5,3,Joel Selwood,MID,16,16,5,5,50,11,1,2014,Finals Week 1
6,3,Jobe Watson,MID,16,11,6,4,59.3,12,1,2014,Finals Week 1
7,8,Levi Greenwood,MID,15,16,1,6,48.4,12,2,2014,Finals Week 1
8,8,David Mundy,MID,15,10,3,7,60,9,2,2014,Finals Week 1
9,10,Dan Hannebery,MID,14,13,4,4,51.9,12,2,2014,Finals Week 1
10,10,Dyson Heppell,MID,14,19,4,3,42.4,11,2,2014,Finals Week 1
11,10,Garrick Ibbotson,DEF,14,9,13,2,60.9,9,0,2014,Finals Week 1
12,10,Tendai Mzungu,MID,14,12,6,7,53.8,9,1,2014,Finals Week 1
13,14,Josh P. Kennedy,MID,13,9,1,5,59.1,10,1,2014,Finals Week 1
14,14,Sam Mitchell,MID,13,22,5,6,37.1,9,1,2014,Finals Week 1
15,16,Liam Shiels,MID,12,15,4,5,44.4,8,1,2014,Finals Week 1
16,16,Lee Spurr,DEF,12,11,10,4,52.2,11,0,2014,Finals Week 1
17,18,Mark Baguley,DEF,11,11,9,3,50,8,0,2014,Finals Week 1
18,18,Michael Barlow,MID,11,16,2,3,40.7,7,0,2014,Finals Week 1
19,18,Trent Cotchin,MID,11,5,0,3,68.8,9,0,2014,Finals Week 1
20,18,George Horlin-Smith,MID,11,8,1,6,57.9,8,3,2014,Finals Week 1
21,18,Will Langford,MID,11,7,0,4,61.1,8,2,2014,Finals Week 1
22,18,Scott D. Thompson,KEYD,11,13,14,3,45.8,7,0,2014,Finals Week 1
23,18,Kurt Tippett,KEYF,11,3,1,3,78.6,6,2,2014,Finals Week 1
24,25,Mark Blicavs,RUC,10,9,5,1,52.6,10,0,2014,Finals Week 1
25,25,Cameron Guthrie,MID,10,15,5,5,40,7,0,2014,Finals Week 1
26,25,Kieren Jack,MID,10,11,5,6,47.6,7,1,2014,Finals Week 1
27,25,Brian Lake,KEYD,10,4,10,3,71.4,7,0,2014,Finals Week 1
28,25,Ben McGlynn,MID,10,9,3,5,52.6,6,2,2014,Finals Week 1
29,25,Anthony Miles,MID,10,13,1,5,43.5,4,1,2014,Finals Week 1
30,25,Mike Pyke,RUC,10,4,5,3,71.4,7,1,2014,Finals Week 1
31,25,Daniel Wells,MID,10,17,5,1,37,8,1,2014,Finals Week 1
32,33,Jimmy Bartel,FWD,9,12,2,4,42.9,6,2,2014,Finals Week 1
33,33,Paul Chapman,FWD,9,13,0,3,40.9,7,2,2014,Finals Week 1
34,33,Ivan Maric,RUC,9,3,4,3,75,4,0,2014,Finals Week 1
35,33,Dustin Martin,FWD,9,21,3,6,30,6,2,2014,Finals Week 1
36,33,Paddy Ryder,RUC,9,7,1,4,56.3,6,0,2014,Finals Week 1
37,33,Nick Smith,DEF,9,16,8,1,36,6,0,2014,Finals Week 1
38,33,Harry Taylor,KEYD,9,6,4,3,60,5,0,2014,Finals Week 1
39,33,Michael Walters,FWD,9,6,2,2,60,6,1,2014,Finals Week 1
40,33,Justin Westhoff,KEYF,9,12,1,7,42.9,6,1,2014,Finals Week 1
41,33,Chad Wingard,FWD,9,13,4,6,40.9,6,1,2014,Finals Week 1
42,43,Luke Breust,FWD,8,5,1,3,61.5,7,3,2014,Finals Week 1
43,43,Nick Dal Santo,FWD,8,15,2,2,34.8,8,1,2014,Finals Week 1
44,43,Joe Daniher,KEYF,8,4,2,1,66.7,4,2,2014,Finals Week 1
45,43,Brett Deledio,FWD,8,19,2,2,29.6,5,0,2014,Finals Week 1
46,43,Shane Edwards,FWD,8,3,1,2,72.7,8,1,2014,Finals Week 1
47,43,Robbie Gray,FWD,8,17,2,1,32,4,1,2014,Finals Week 1
48,43,Bachar Houli,DEF,8,20,5,4,28.6,6,0,2014,Finals Week 1
49,43,Lewis Jetta,FWD,8,19,1,6,29.6,6,0,2014,Finals Week 1
50,43,Matthew Pavlich,KEYF,8,8,0,5,50,6,4,2014,Finals Week 1
51,43,Isaac Smith,FWD,8,20,4,6,28.6,5,0,2014,Finals Week 1
52,43,Andrew Swallow,MID,8,15,2,1,34.8,6,1,2014,Finals Week 1
53,43,Jack Ziebell,MID,8,4,1,1,66.7,4,1,2014,Finals Week 1
54,55,Shaun Burgoyne,DEF,7,9,5,1,43.8,5,0,2014,Finals Week 1
55,55,Mitch Duncan,MID,7,14,2,3,33.3,5,0,2014,Finals Week 1
56,55,Corey Enright,DEF,7,13,3,7,35,7,2,2014,Finals Week 1
57,55,Brendon Goddard,MID,7,15,2,4,31.8,4,0,2014,Finals Week 1
58,55,Todd Goldstein,RUC,7,4,1,1,63.6,6,1,2014,Finals Week 1
59,55,David Hale,RUC,7,8,1,0,46.7,4,1,2014,Finals Week 1
60,55,Heath Hocking,MID,7,10,2,2,41.2,3,0,2014,Finals Week 1
61,55,Ben Howlett,FWD,7,7,1,5,50,6,1,2014,Finals Week 1
62,55,Michael Hurley,KEYD,7,9,7,3,43.8,6,0,2014,Finals Week 1
63,55,Jamie Macmillan,DEF,7,12,7,1,36.8,6,0,2014,Finals Week 1
64,55,David Myers,MID,7,14,3,7,33.3,5,0,2014,Finals Week 1
65,55,Jared Rivers,KEYD,7,5,9,0,58.3,4,0,2014,Finals Week 1
66,55,Gary Rohan,DEF,7,7,7,3,50,5,0,2014,Finals Week 1
67,55,Jarryd Roughead,KEYF,7,7,0,1,50,5,2,2014,Finals Week 1
68,55,Aaron Sandilands,RUC,7,6,2,3,53.8,3,1,2014,Finals Week 1
69,55,Ollie Wines,MID,7,17,3,3,29.2,4,1,2014,Finals Week 1
70,71,Tom Bellchambers,RUC,6,6,0,3,50,2,1,2014,Finals Week 1
71,71,Grant Birchall,DEF,6,19,6,3,24,6,0,2014,Finals Week 1
72,71,Craig Bird,MID,6,7,0,3,46.2,6,2,2014,Finals Week 1
73,71,Harry Cunningham,FWD,6,7,1,1,46.2,5,0,2014,Finals Week 1
74,71,Zac Dawson,KEYD,6,5,7,1,54.5,4,0,2014,Finals Week 1
75,71,Lance Franklin,KEYF,6,13,0,8,31.6,2,1,2014,Finals Week 1
76,71,Josh Gibson,KEYD,6,16,7,2,27.3,6,0,2014,Finals Week 1
77,71,Nathan Gordon,FWD,6,9,4,1,40,5,0,2014,Finals Week 1
78,71,Hamish Hartlett,FWD,6,8,2,2,42.9,5,1,2014,Finals Week 1
79,71,Tom Hawkins,KEYF,6,1,0,1,85.7,4,0,2014,Finals Week 1
80,71,Bradley Hill,FWD,6,21,6,2,22.2,4,0,2014,Finals Week 1
81,71,Luke Hodge,MID,6,16,4,4,27.3,6,2,2014,Finals Week 1
82,71,Steve Johnson,MID,6,10,2,4,37.5,4,0,2014,Finals Week 1
83,71,Jordan Lewis,MID,6,15,2,6,28.6,3,0,2014,Finals Week 1
84,71,Jake Lloyd,FWD,6,18,3,4,25,5,0,2014,Finals Week 1
85,71,Zach Merrett,FWD,6,13,2,2,31.6,4,2,2014,Finals Week 1
86,71,Angus Monfries,FWD,6,11,3,2,35.3,4,1,2014,Finals Week 1
87,71,Cameron O'Shea,DEF,6,10,8,4,37.5,5,0,2014,Finals Week 1
88,71,Paul Puopolo,FWD,6,2,1,2,75,6,3,2014,Finals Week 1
89,71,Ariel Steinberg,KEYD,6,5,6,0,54.5,4,0,2014,Finals Week 1
90,71,Ben Stratton,KEYD,6,8,5,2,42.9,5,0,2014,Finals Week 1
91,71,Lindsay Thomas,FWD,6,3,2,4,66.7,2,1,2014,Finals Week 1
92,71,Josh Walker,KEYF,6,0,0,0,100,3,1,2014,Finals Week 1
93,71,David Zaharakis,FWD,6,12,2,2,33.3,5,0,2014,Finals Week 1
94,95,Jonathon Ceglar,RUC,5,4,0,1,55.6,4,0,2014,Finals Week 1
95,95,Zac Clarke,RUC,5,6,1,4,45.5,2,1,2014,Finals Week 1
96,95,Ryan Crowley,MID,5,10,1,3,33.3,3,0,2014,Finals Week 1
97,95,Brad Ebert,MID,5,14,2,4,26.3,1,0,2014,Finals Week 1
98,95,Brandon Ellis,MID,5,14,5,3,26.3,5,0,2014,Finals Week 1
99,95,Sam Gibson,MID,5,22,4,3,18.5,2,0,2014,Finals Week 1
100,95,Adam Goodes,FWD,5,5,3,0,50,4,2,2014,Finals Week 1
101,95,Shaun Grigg,MID,5,16,2,5,23.8,2,1,2014,Finals Week 1
102,95,Nathan Grima,KEYD,5,14,4,1,26.3,4,0,2014,Finals Week 1
103,95,Michael Hibberd,DEF,5,18,4,5,21.7,3,0,2014,Finals Week 1
104,95,Stephen Hill,MID,5,12,3,4,29.4,4,0,2014,Finals Week 1
105,95,Ben Jacobs,DEF,5,13,3,3,27.8,2,1,2014,Finals Week 1
106,95,Tom Lonergan,KEYD,5,5,4,1,50,2,0,2014,Finals Week 1
107,95,Chris Mayne,FWD,5,5,0,1,50,2,0,2014,Finals Week 1
