,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jarryd Lyons,MID,26,8,3,6,76.5,17,0,2018,Round 2
1,2,Tom Mitchell,MID,23,17,6,9,57.5,14,1,2018,Round 2
2,3,Clayton Oliver,MID,22,11,6,4,66.7,17,1,2018,Round 2
3,4,Patrick Cripps,MID,20,3,1,3,87,14,2,2018,Round 2
4,4,Bryce Gibbs,MID,20,9,4,8,69,10,5,2018,Round 2
5,4,Josh P. Kennedy,MID,20,14,4,6,58.8,11,1,2018,Round 2
6,7,Hugh Greenwood,MID,19,8,4,3,70.4,15,2,2018,Round 2
7,7,Ollie Wines,MID,19,17,4,8,52.8,15,0,2018,Round 2
8,9,Isaac Heeney,FWD,18,6,1,4,75,14,2,2018,Round 2
9,10,Nat Fyfe,MID,17,12,4,8,58.6,11,1,2018,Round 2
10,10,Luke Parker,MID,17,5,2,4,77.3,13,2,2018,Round 2
11,10,Joel Selwood,MID,17,16,2,4,51.5,10,0,2018,Round 2
12,13,Gary Ablett,MID,15,20,4,8,42.9,12,0,2018,Round 2
13,13,Patrick Dangerfield,FWD,15,18,1,4,45.5,8,0,2018,Round 2
14,13,Zach Merrett,MID,15,9,5,4,62.5,9,1,2018,Round 2
15,13,Toby Nankervis,RUC,15,5,7,4,75,8,0,2018,Round 2
16,13,Rory Sloane,MID,15,13,6,5,53.6,10,1,2018,Round 2
17,13,David Swallow,MID,15,11,3,3,57.7,12,2,2018,Round 2
18,19,Stephen Coniglio,MID,14,15,3,4,48.3,9,2,2018,Round 2
19,19,Ed Curnow,MID,14,23,5,6,37.8,12,2,2018,Round 2
20,19,Tom Doedee,DEF,14,11,11,3,56,10,0,2018,Round 2
21,19,Brodie Grundy,RUC,14,6,1,3,70,7,2,2018,Round 2
22,19,Dustin Martin,MID,14,13,2,5,51.9,8,2,2018,Round 2
23,19,Steele Sidebottom,MID,14,10,2,3,58.3,9,0,2018,Round 2
24,19,Callan Ward,MID,14,15,5,7,48.3,13,2,2018,Round 2
25,26,Travis Boak,FWD,13,12,4,5,52,10,3,2018,Round 2
26,26,Charlie Dixon,KEYF,13,7,3,3,65,9,4,2018,Round 2
27,26,Cameron Ellis-Yolmen,MID,13,14,3,3,48.1,10,0,2018,Round 2
28,26,Andrew Gaff,MID,13,14,6,5,48.1,8,2,2018,Round 2
29,26,Jarryn Geary,DEF,13,13,13,2,50,10,0,2018,Round 2
30,26,George Hewett,MID,13,8,4,4,61.9,12,5,2018,Round 2
31,26,Tim Kelly,FWD,13,17,5,7,43.3,7,0,2018,Round 2
32,26,Aaron Mullett,DEF,13,14,9,6,48.1,13,0,2018,Round 2
33,26,David Mundy,FWD,13,10,1,3,56.5,11,6,2018,Round 2
34,26,Christian Petracca,FWD,13,11,7,3,54.2,10,3,2018,Round 2
35,26,Tim Taranto,MID,13,11,5,7,54.2,10,2,2018,Round 2
36,37,Taylor Adams,MID,12,15,3,5,44.4,7,1,2018,Round 2
37,37,Jarrod Berry,MID,12,4,1,5,75,10,1,2018,Round 2
38,37,Charlie Curnow,KEYF,12,7,0,6,63.2,7,2,2018,Round 2
39,37,Jeff Garlett,FWD,12,7,3,3,63.2,8,3,2018,Round 2
40,37,Robbie Gray,FWD,12,13,5,4,48,10,0,2018,Round 2
