,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Scott Thompson,MID,16,14,3,5,53.3,6,2,2015,Semi Finals
1,2,Dan Hannebery,MID,15,6,4,3,71.4,8,2,2015,Semi Finals
2,2,Josh P. Kennedy,MID,15,13,6,5,53.6,13,1,2015,Semi Finals
3,4,Ben Cunnington,MID,14,15,5,4,48.3,8,2,2015,Semi Finals
4,4,Patrick Dangerfield,MID,14,15,2,9,48.3,10,2,2015,Semi Finals
5,4,Andrew Swallow,MID,14,9,0,4,60.9,7,2,2015,Semi Finals
6,7,Luke Hodge,MID,13,11,5,4,54.2,8,3,2015,Semi Finals
7,7,Jack Ziebell,MID,13,12,2,8,52,6,1,2015,Semi Finals
8,9,Shaun Higgins,FWD,12,15,1,4,44.4,10,1,2015,Semi Finals
9,9,Sam Mitchell,MID,12,19,6,3,38.7,10,1,2015,Semi Finals
10,11,Dane Rampe,DEF,11,19,5,6,36.7,8,0,2015,Semi Finals
11,11,Rory Sloane,MID,11,13,1,3,45.8,8,0,2015,Semi Finals
12,13,Luke Breust,FWD,10,8,1,2,55.6,6,2,2015,Semi Finals
13,13,Ben Jacobs,MID,10,3,5,0,76.9,8,1,2015,Semi Finals
14,15,Shaun Burgoyne,DEF,9,15,4,4,37.5,9,1,2015,Semi Finals
15,15,Rory Laird,DEF,9,20,6,3,31,7,0,2015,Semi Finals
16,15,Tom Mitchell,MID,9,11,4,3,45,9,1,2015,Semi Finals
17,15,Jarryd Roughead,KEYF,9,9,5,3,50,9,3,2015,Semi Finals
18,19,Adam Goodes,FWD,8,11,0,4,42.1,2,0,2015,Semi Finals
19,19,Sam Jacobs,RUC,8,9,4,4,47.1,6,1,2015,Semi Finals
20,19,Nick Smith,DEF,8,15,9,3,34.8,7,0,2015,Semi Finals
21,19,Kurt Tippett,KEYF,8,8,0,3,50,0,0,2015,Semi Finals
22,23,Eddie Betts,FWD,7,3,2,2,70,4,0,2015,Semi Finals
23,23,Luke Brown,DEF,7,11,6,2,38.9,7,0,2015,Semi Finals
24,23,Matt Crouch,MID,7,17,3,7,29.2,4,1,2015,Semi Finals
25,23,Nick Dal Santo,MID,7,21,3,4,25,6,0,2015,Semi Finals
26,23,Lachlan Hansen,KEYD,7,7,8,1,50,5,0,2015,Semi Finals
27,23,Brian Lake,KEYD,7,12,9,2,36.8,5,0,2015,Semi Finals
28,23,Jordan Lewis,MID,7,18,2,1,28,3,1,2015,Semi Finals
29,23,Ben McEvoy,RUC,7,5,3,4,58.3,5,1,2015,Semi Finals
30,23,Jarrad McVeigh,MID,7,15,3,5,31.8,6,0,2015,Semi Finals
31,23,Ryan Schoenmakers,KEYF,7,9,2,3,43.8,5,3,2015,Semi Finals
32,23,Liam Shiels,MID,7,17,2,2,29.2,5,1,2015,Semi Finals
33,23,Sam Wright,DEF,7,12,8,4,36.8,4,0,2015,Semi Finals
34,35,Ben Brown,KEYF,6,4,1,3,60,4,2,2015,Semi Finals
35,35,Taylor Duryea,DEF,6,15,8,6,28.6,5,0,2015,Semi Finals
36,35,Riley Knight,FWD,6,8,3,3,42.9,5,1,2015,Semi Finals
37,35,Drew Petrie,KEYF,6,9,0,2,40,1,1,2015,Semi Finals
38,35,Ted Richards,KEYD,6,5,8,1,54.5,4,0,2015,Semi Finals
39,35,Cyril Rioli,FWD,6,8,1,1,42.9,3,2,2015,Semi Finals
40,35,Dean Towers,FWD,6,6,1,2,50,4,0,2015,Semi Finals
41,35,Nathan Van Berlo,MID,6,12,8,3,33.3,6,0,2015,Semi Finals
42,43,Harry Cunningham,FWD,5,8,1,0,38.5,4,0,2015,Semi Finals
43,43,Richard Douglas,MID,5,11,1,3,31.3,0,0,2015,Semi Finals
44,43,Josh Gibson,KEYD,5,23,6,3,17.9,4,0,2015,Semi Finals
45,43,Todd Goldstein,RUC,5,6,2,1,45.5,2,1,2015,Semi Finals
46,43,Jeremy Laidler,DEF,5,13,5,1,27.8,5,0,2015,Semi Finals
47,43,Jarryd Lyons,FWD,5,3,2,3,62.5,2,0,2015,Semi Finals
48,43,Jamie Macmillan,DEF,5,14,7,3,26.3,3,1,2015,Semi Finals
49,43,Kayne Turner,FWD,5,2,1,1,71.4,2,1,2015,Semi Finals
50,43,Jarrad Waite,KEYF,5,9,0,2,35.7,2,2,2015,Semi Finals
51,43,Taylor Walker,KEYF,5,7,1,3,41.7,3,1,2015,Semi Finals
52,53,Charles Cameron,FWD,4,1,1,1,80,3,1,2015,Semi Finals
53,53,Michael Firrito,KEYD,4,9,5,6,30.8,1,0,2015,Semi Finals
54,53,Taylor Garner,FWD,4,11,2,3,26.7,3,2,2015,Semi Finals
55,53,Sam Gibson,MID,4,13,1,5,23.5,3,0,2015,Semi Finals
56,53,Heath Grundy,KEYD,4,12,6,0,25,2,0,2015,Semi Finals
57,53,Kyle Hartigan,KEYD,4,6,3,1,40,2,0,2015,Semi Finals
58,53,Isaac Heeney,FWD,4,9,1,4,30.8,3,2,2015,Semi Finals
59,53,Josh Jenkins,KEYF,4,6,1,1,40,0,0,2015,Semi Finals
60,53,Tom Lynch,FWD,4,13,0,4,23.5,3,2,2015,Semi Finals
61,53,Luke McDonald,DEF,4,10,6,2,28.6,3,0,2015,Semi Finals
62,53,Paul Puopolo,FWD,4,9,2,0,30.8,3,3,2015,Semi Finals
63,53,Gary Rohan,FWD,4,7,2,4,36.4,2,0,2015,Semi Finals
64,53,Brodie Smith,DEF,4,10,4,7,28.6,2,0,2015,Semi Finals
65,53,Matthew Suckling,DEF,4,15,5,5,21.1,4,0,2015,Semi Finals
66,53,Daniel Talia,KEYD,4,8,4,4,33.3,2,0,2015,Semi Finals
67,68,Shaun Atley,DEF,3,13,1,0,18.8,2,0,2015,Semi Finals
68,68,David Hale,RUC,3,1,0,1,75,0,0,2015,Semi Finals
69,68,Ben McGlynn,FWD,3,4,1,4,42.9,1,0,2015,Semi Finals
70,71,Grant Birchall,DEF,2,22,4,5,8.3,2,0,2015,Semi Finals
71,71,Kyle Cheney,KEYD,2,9,2,1,18.2,2,0,2015,Semi Finals
72,71,Brent Harvey,FWD,2,15,3,1,11.8,2,0,2015,Semi Finals
73,71,Ricky Henderson,MID,2,7,2,1,22.2,1,0,2015,Semi Finals
74,71,Bradley Hill,MID,2,18,1,0,10,1,0,2015,Semi Finals
75,71,Jake Lloyd,MID,2,13,2,2,13.3,2,0,2015,Semi Finals
76,71,David Mackay,MID,2,8,1,2,20,2,0,2015,Semi Finals
77,71,Mike Pyke,RUC,2,7,1,5,22.2,2,0,2015,Semi Finals
78,71,Isaac Smith,MID,2,19,1,6,9.5,1,0,2015,Semi Finals
79,71,Lindsay Thomas,FWD,2,1,0,1,66.7,1,1,2015,Semi Finals
80,81,James Frawley,KEYD,1,14,2,2,6.7,0,0,2015,Semi Finals
81,81,Billy Hartung,MID,1,7,1,1,12.5,1,0,2015,Semi Finals
82,81,Zak Jones,DEF,1,4,0,2,20,1,0,2015,Semi Finals
83,81,Scott D. Thompson,KEYD,1,3,2,2,25,0,0,2015,Semi Finals
84,85,Lewis Jetta,MID,0,7,1,0,0,0,0,2015,Semi Finals
85,85,James Rose,FWD,0,8,1,6,0,0,0,2015,Semi Finals
86,85,Rhyce Shaw,DEF,0,11,0,0,0,0,0,2015,Semi Finals
87,85,Ben Stratton,DEF,0,13,2,2,0,0,0,2015,Semi Finals
