,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Dustin Martin,FWD,13,10,2,2,56.5,12,0,2020,Semi Finals
1,2,Jack Steele,MID,12,14,4,3,46.2,6,0,2020,Semi Finals
2,3,Taylor Adams,MID,11,7,3,4,61.1,8,1,2020,Semi Finals
3,3,Sebastian Ross,MID,11,15,5,4,42.3,7,1,2020,Semi Finals
4,5,Shane Edwards,MID,10,9,0,5,52.6,7,4,2020,Semi Finals
5,5,Cameron Guthrie,MID,10,18,1,2,35.7,7,0,2020,Semi Finals
6,5,Tom J. Lynch,KEYF,10,7,0,2,58.8,2,1,2020,Semi Finals
7,8,Trent Cotchin,MID,9,14,6,8,39.1,7,1,2020,Semi Finals
8,8,Patrick Dangerfield,MID,9,10,2,2,47.4,5,2,2020,Semi Finals
9,8,Rowan Marshall,RUC,9,10,5,6,47.4,5,0,2020,Semi Finals
10,8,Toby Nankervis,RUC,9,5,4,2,64.3,4,0,2020,Semi Finals
11,8,Dion Prestia,MID,9,8,2,3,52.9,7,1,2020,Semi Finals
12,13,Liam Baker,DEF,8,13,6,4,38.1,6,0,2020,Semi Finals
13,13,Bachar Houli,DEF,8,25,6,7,24.2,6,0,2020,Semi Finals
14,13,Jonathon Marsh,KEYF,8,4,2,2,66.7,6,0,2020,Semi Finals
15,13,Joel Selwood,MID,8,10,2,2,44.4,5,0,2020,Semi Finals
16,13,Sam Simpson,FWD,8,8,3,1,50,5,1,2020,Semi Finals
17,18,Hunter Clark,DEF,7,12,3,6,36.8,5,0,2020,Semi Finals
18,18,Jack Crisp,DEF,7,7,7,4,50,4,0,2020,Semi Finals
19,18,Jarryn Geary,DEF,7,8,5,3,46.7,6,1,2020,Semi Finals
20,18,Brodie Grundy,RUC,7,4,2,1,63.6,6,0,2020,Semi Finals
21,18,Dan Hannebery,MID,7,13,2,6,35,4,1,2020,Semi Finals
22,18,Tom Hawkins,KEYF,7,10,0,2,41.2,3,2,2020,Semi Finals
23,18,Rhys Stanley,RUC,7,8,3,0,46.7,4,0,2020,Semi Finals
24,18,Adam Treloar,MID,7,11,1,4,38.9,6,3,2020,Semi Finals
25,26,Nick Coffield,DEF,6,10,9,4,37.5,3,0,2020,Semi Finals
26,26,Zak Jones,MID,6,8,2,3,42.9,4,1,2020,Semi Finals
27,26,Brandan Parfitt,MID,6,11,2,6,35.3,5,1,2020,Semi Finals
28,26,Scott Pendlebury,MID,6,10,1,2,37.5,2,1,2020,Semi Finals
29,26,Tom Stewart,DEF,6,18,8,1,25,5,0,2020,Semi Finals
30,31,Jamie Elliott,FWD,5,4,0,6,55.6,3,1,2020,Semi Finals
31,31,Lachie Henderson,KEYD,5,14,5,5,26.3,2,0,2020,Semi Finals
32,31,Dean Kent,FWD,5,5,0,4,50,4,1,2020,Semi Finals
33,31,Max King,KEYF,5,7,1,3,41.7,4,2,2020,Semi Finals
34,31,Sam Menegola,MID,5,19,2,4,20.8,4,0,2020,Semi Finals
35,31,Gary Rohan,FWD,5,8,1,3,38.5,1,1,2020,Semi Finals
36,31,Jack Sinclair,MID,5,6,1,1,45.5,5,3,2020,Semi Finals
37,31,Josh Thomas,FWD,5,8,1,3,38.5,3,0,2020,Semi Finals
38,39,Noah Balta,KEYD,4,3,1,2,57.1,3,0,2020,Semi Finals
39,39,Jed Bews,DEF,4,8,4,2,33.3,4,0,2020,Semi Finals
40,39,Darcy Cameron,KEYF,4,0,0,1,100,1,0,2020,Semi Finals
41,39,Josh Daicos,MID,4,6,2,2,40,1,1,2020,Semi Finals
42,39,Jordan De Goey,FWD,4,11,1,2,26.7,3,1,2020,Semi Finals
43,39,Dylan Grimes,KEYD,4,4,6,1,50,2,0,2020,Semi Finals
44,39,Jack Henry,DEF,4,9,5,0,30.8,3,0,2020,Semi Finals
45,39,Dougal Howard,KEYD,4,6,4,2,40,1,0,2020,Semi Finals
46,39,Kane Lambert,FWD,4,9,2,4,30.8,3,0,2020,Semi Finals
47,39,Kamdyn McIntosh,MID,4,16,5,4,20,4,0,2020,Semi Finals
48,39,Tim Membrey,KEYF,4,8,3,1,33.3,2,1,2020,Semi Finals
49,39,Darcy Moore,KEYD,4,3,3,4,57.1,1,0,2020,Semi Finals
50,39,Isaac Quaynor,DEF,4,3,4,3,57.1,3,0,2020,Semi Finals
51,39,Daniel Rioli,FWD,4,10,3,6,28.6,1,1,2020,Semi Finals
52,39,Nick Vlastuin,DEF,4,7,6,1,36.4,3,0,2020,Semi Finals
53,54,Gary Ablett,FWD,3,7,0,0,30,3,1,2020,Semi Finals
54,54,David Astbury,KEYD,3,10,2,1,23.1,1,0,2020,Semi Finals
55,54,Josh Battle,FWD,3,7,2,3,30,2,1,2020,Semi Finals
56,54,Jack Billings,MID,3,12,2,3,20,2,1,2020,Semi Finals
57,54,Mark Blicavs,KEYD,3,11,3,2,21.4,1,0,2020,Semi Finals
58,54,Shai Bolton,MID,3,8,1,2,27.3,3,3,2020,Semi Finals
59,54,Nathan Broad,DEF,3,9,6,2,25,3,0,2020,Semi Finals
60,54,Luke Dahlhaus,FWD,3,15,1,2,16.7,3,1,2020,Semi Finals
61,54,Mitch Duncan,MID,3,27,5,3,10,3,0,2020,Semi Finals
62,54,Jack Graham,MID,3,11,0,1,21.4,1,0,2020,Semi Finals
63,54,Chris Mayne,MID,3,3,3,1,50,3,0,2020,Semi Finals
64,54,Brody Mihocek,KEYF,3,3,0,1,50,2,1,2020,Semi Finals
65,54,Mark O'Connor,DEF,3,6,3,0,33.3,2,1,2020,Semi Finals
66,54,Ben Paton,DEF,3,4,3,1,42.9,2,0,2020,Semi Finals
67,54,Marlion Pickett,MID,3,6,0,1,33.3,3,0,2020,Semi Finals
68,54,Jack Riewoldt,KEYF,3,2,0,2,60,1,1,2020,Semi Finals
69,54,Shane Savage,DEF,3,11,3,2,21.4,3,0,2020,Semi Finals
70,54,Jayden Short,DEF,3,10,4,5,23.1,2,0,2020,Semi Finals
71,54,Zach Tuohy,MID,3,8,1,3,27.3,2,2,2020,Semi Finals
72,54,Callum Wilkie,DEF,3,6,5,1,33.3,2,0,2020,Semi Finals
73,74,Dan Butler,FWD,2,9,2,1,18.2,1,0,2020,Semi Finals
74,74,Jason Castagna,FWD,2,7,0,2,22.2,2,1,2020,Semi Finals
75,74,Levi Greenwood,MID,2,3,2,0,40,2,0,2020,Semi Finals
76,74,Bradley Hill,MID,2,7,3,3,22.2,2,0,2020,Semi Finals
77,74,Jack Lonie,FWD,2,4,1,0,33.3,2,0,2020,Semi Finals
78,74,Brayden Maynard,DEF,2,4,2,4,33.3,2,0,2020,Semi Finals
79,74,Gryan Miers,FWD,2,9,1,1,18.2,2,0,2020,Semi Finals
80,74,John Noble,DEF,2,4,1,3,33.3,2,0,2020,Semi Finals
81,74,Harry Taylor,KEYD,2,6,1,0,25,2,0,2020,Semi Finals
82,83,Mason Cox,KEYF,1,2,1,1,33.3,0,0,2020,Semi Finals
83,83,Will Hoskin-Elliott,FWD,1,3,1,2,25,0,0,2020,Semi Finals
84,83,Jake Kolodjashnij,DEF,1,12,1,3,7.7,1,0,2020,Semi Finals
85,83,Jack Madgen,KEYD,1,8,4,4,11.1,0,0,2020,Semi Finals
86,83,Jordan Roughead,KEYD,1,4,4,0,20,1,0,2020,Semi Finals
87,83,Jaidyn Stephenson,FWD,1,2,1,1,33.3,1,1,2020,Semi Finals
