,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,17,18,2,4,48.6,13,2,2016,Grand Final
1,2,Tom Liberatore,MID,15,7,0,4,68.2,10,3,2016,Grand Final
2,3,Jack Macrae,FWD,14,19,5,6,42.4,11,2,2016,Grand Final
3,4,Kieren Jack,MID,12,10,2,1,54.5,8,2,2016,Grand Final
4,5,Marcus Bontempelli,MID,11,11,3,2,50,8,1,2016,Grand Final
5,5,Matthew Boyd,DEF,11,12,9,6,47.8,8,0,2016,Grand Final
6,5,Luke Dahlhaus,FWD,11,14,1,4,44,8,1,2016,Grand Final
7,8,Dan Hannebery,MID,10,13,2,1,43.5,8,1,2016,Grand Final
8,8,Tom Mitchell,MID,10,14,4,8,41.7,6,1,2016,Grand Final
9,8,Dale Morris,KEYD,10,6,10,1,62.5,6,0,2016,Grand Final
10,8,Liam Picken,MID,10,14,2,7,41.7,7,3,2016,Grand Final
11,12,Tom Boyd,KEYF,9,6,4,4,60,2,1,2016,Grand Final
12,12,Lachie Hunter,MID,9,12,5,4,42.9,6,0,2016,Grand Final
13,12,Jason Johannisen,DEF,9,21,7,9,30,7,0,2016,Grand Final
14,12,Toby McLean,FWD,9,9,0,2,50,5,2,2016,Grand Final
15,12,Tom Papley,FWD,9,7,3,3,56.3,8,2,2016,Grand Final
16,12,Luke Parker,MID,9,10,1,4,47.4,7,0,2016,Grand Final
17,18,Lance Franklin,KEYF,8,12,0,7,40,3,2,2016,Grand Final
18,18,Heath Grundy,KEYD,8,12,12,5,40,4,0,2016,Grand Final
19,18,Zak Jones,DEF,8,14,2,4,36.4,8,1,2016,Grand Final
20,18,Jordan Roughead,RUC,8,4,5,3,66.7,5,1,2016,Grand Final
21,18,Clay Smith,FWD,8,5,4,2,61.5,4,1,2016,Grand Final
22,23,Shane Biggs,DEF,7,9,6,3,43.8,7,0,2016,Grand Final
23,23,Josh Dunkley,FWD,7,9,3,4,43.8,4,3,2016,Grand Final
24,23,Isaac Heeney,FWD,7,15,6,6,31.8,5,1,2016,Grand Final
25,23,Sam Naismith,RUC,7,7,2,3,50,5,0,2016,Grand Final
26,23,Kurt Tippett,RUC,7,4,1,1,63.6,4,1,2016,Grand Final
27,28,Jake Lloyd,MID,6,17,6,5,26.1,6,0,2016,Grand Final
28,29,Jeremy Laidler,DEF,5,5,5,4,50,3,0,2016,Grand Final
29,29,Callum Mills,DEF,5,11,6,3,31.3,5,0,2016,Grand Final
30,29,Jake Stringer,FWD,5,8,0,4,38.5,4,2,2016,Grand Final
31,32,Caleb Daniel,FWD,4,11,2,1,26.7,3,1,2016,Grand Final
32,32,Joel Hamling,KEYD,4,7,7,1,36.4,1,0,2016,Grand Final
33,32,Jarrad McVeigh,DEF,4,8,5,3,33.3,4,0,2016,Grand Final
34,32,Dane Rampe,KEYD,4,19,9,5,17.4,3,0,2016,Grand Final
35,32,Nick Smith,DEF,4,9,5,3,30.8,2,0,2016,Grand Final
36,32,Easton Wood,DEF,4,10,4,2,28.6,3,0,2016,Grand Final
37,38,Zaine Cordy,KEYF,3,7,1,3,30,2,1,2016,Grand Final
38,38,George Hewett,FWD,3,8,0,2,27.3,2,2,2016,Grand Final
39,38,Gary Rohan,FWD,3,3,0,3,50,2,0,2016,Grand Final
40,41,Tory Dickson,FWD,2,9,0,2,18.2,2,1,2016,Grand Final
41,41,Xavier Richards,KEYF,2,8,2,3,20,2,0,2016,Grand Final
42,41,Fletcher Roberts,KEYD,2,3,2,0,40,1,0,2016,Grand Final
43,44,Ben McGlynn,FWD,1,8,0,1,11.1,1,0,2016,Grand Final
