,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Lachie Neale,MID,14,10,1,3,58.3,11,0,2020,Preliminary Finals
1,2,Trent Cotchin,MID,13,4,7,5,76.5,10,0,2020,Preliminary Finals
2,3,Travis Boak,MID,12,8,3,8,60,10,0,2020,Preliminary Finals
3,3,Tom Jonas,KEYD,12,5,11,3,70.6,8,0,2020,Preliminary Finals
4,3,Dustin Martin,FWD,12,4,0,4,75,9,4,2020,Preliminary Finals
5,6,Dion Prestia,MID,11,6,3,7,64.7,8,0,2020,Preliminary Finals
6,6,Tom Rockliff,MID,11,9,4,5,55,9,2,2020,Preliminary Finals
7,8,Lincoln McCarthy,FWD,10,4,1,3,71.4,8,0,2020,Preliminary Finals
8,8,Sam Powell-Pepper,FWD,10,6,3,4,62.5,7,0,2020,Preliminary Finals
9,10,Dan Houston,DEF,9,5,9,10,64.3,6,0,2020,Preliminary Finals
10,10,Marlion Pickett,MID,9,6,4,2,60,8,2,2020,Preliminary Finals
11,10,Sam Simpson,FWD,9,6,1,2,60,8,0,2020,Preliminary Finals
12,13,Liam Baker,DEF,8,2,8,5,80,6,0,2020,Preliminary Finals
13,13,Cameron Ellis-Yolmen,FWD,8,5,1,3,61.5,7,0,2020,Preliminary Finals
14,13,Robbie Gray,FWD,8,10,1,4,44.4,4,2,2020,Preliminary Finals
15,13,Hamish Hartlett,DEF,8,6,8,4,57.1,3,0,2020,Preliminary Finals
16,13,Tom Hawkins,KEYF,8,5,0,1,61.5,2,2,2020,Preliminary Finals
17,13,Joel Selwood,MID,8,8,1,1,50,3,0,2020,Preliminary Finals
18,13,Ollie Wines,MID,8,12,4,6,40,6,1,2020,Preliminary Finals
19,20,Mark Blicavs,KEYD,7,4,3,2,63.6,6,1,2020,Preliminary Finals
20,20,Charlie Dixon,KEYF,7,3,0,4,70,2,2,2020,Preliminary Finals
21,20,Mitch Duncan,MID,7,15,3,0,31.8,5,0,2020,Preliminary Finals
22,20,Xavier Duursma,MID,7,13,6,7,35,6,0,2020,Preliminary Finals
23,20,Jarryd Lyons,MID,7,6,2,5,53.8,5,1,2020,Preliminary Finals
24,20,Kamdyn McIntosh,MID,7,5,4,2,58.3,6,0,2020,Preliminary Finals
25,20,Toby Nankervis,RUC,7,5,6,2,58.3,3,0,2020,Preliminary Finals
26,20,Brandan Parfitt,MID,7,8,2,4,46.7,6,2,2020,Preliminary Finals
27,28,Gary Ablett,FWD,6,9,1,2,40,4,2,2020,Preliminary Finals
28,28,Karl Amon,MID,6,10,4,1,37.5,3,0,2020,Preliminary Finals
29,28,Noah Balta,KEYD,6,6,6,3,50,3,0,2020,Preliminary Finals
30,28,Shai Bolton,MID,6,11,1,4,35.3,4,1,2020,Preliminary Finals
31,28,Patrick Dangerfield,MID,6,11,1,5,35.3,4,0,2020,Preliminary Finals
32,28,Jack Graham,MID,6,6,1,6,50,5,2,2020,Preliminary Finals
33,28,Cameron Guthrie,MID,6,11,2,2,35.3,4,0,2020,Preliminary Finals
34,28,Peter Ladhams,RUC,6,0,3,4,100,2,0,2020,Preliminary Finals
35,28,Hugh McCluggage,MID,6,11,1,5,35.3,6,0,2020,Preliminary Finals
36,28,Jack Payne,KEYD,6,3,4,2,66.7,1,0,2020,Preliminary Finals
37,28,Zach Tuohy,MID,6,9,3,2,40,5,0,2020,Preliminary Finals
38,39,David Astbury,KEYD,5,0,4,3,100,3,0,2020,Preliminary Finals
39,39,Luke Dahlhaus,FWD,5,4,1,0,55.6,5,1,2020,Preliminary Finals
40,39,Jack Henry,DEF,5,5,2,2,50,2,0,2020,Preliminary Finals
41,39,Ryan Lester,DEF,5,8,7,3,38.5,4,0,2020,Preliminary Finals
42,39,Scott Lycett,RUC,5,6,2,2,45.5,5,0,2020,Preliminary Finals
43,39,Tom J. Lynch,KEYF,5,5,1,5,50,3,2,2020,Preliminary Finals
44,39,Steven Motlop,FWD,5,3,2,4,62.5,4,1,2020,Preliminary Finals
