,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Dangerfield,MID,21,14,2,4,60,16,1,2017,Round 13
1,2,Mitch Duncan,MID,16,17,5,8,48.5,12,0,2017,Round 13
2,2,Luke Shuey,MID,16,15,3,4,51.6,11,3,2017,Round 13
3,2,Mitch Wallis,FWD,16,10,4,4,61.5,12,5,2017,Round 13
4,5,Patrick Cripps,MID,15,11,3,5,57.7,11,1,2017,Round 13
5,5,Luke Dahlhaus,FWD,15,12,7,3,55.6,14,5,2017,Round 13
6,5,Matthew Priddis,MID,15,9,2,5,62.5,10,3,2017,Round 13
7,5,Joel Selwood,MID,15,7,3,8,68.2,7,0,2017,Round 13
8,9,Ben Cunnington,MID,14,18,5,3,43.8,10,0,2017,Round 13
9,9,Bryce Gibbs,MID,14,28,3,9,33.3,8,1,2017,Round 13
10,9,Isaac Heeney,MID,14,11,3,4,56,12,1,2017,Round 13
11,9,Luke Parker,MID,14,7,3,7,66.7,8,4,2017,Round 13
12,9,Jack Ziebell,MID,14,14,7,11,50,7,0,2017,Round 13
13,14,Ed Curnow,MID,13,7,6,2,65,12,0,2017,Round 13
14,14,Andrew Gaff,MID,13,20,5,3,39.4,13,2,2017,Round 13
15,14,Zak Jones,MID,13,14,4,7,48.1,11,3,2017,Round 13
16,14,Tom Liberatore,MID,13,16,1,2,44.8,10,1,2017,Round 13
17,14,Sam Mitchell,MID,13,18,7,3,41.9,10,1,2017,Round 13
18,14,Clayton Oliver,MID,13,15,5,3,46.4,11,2,2017,Round 13
19,14,Cameron Pedersen,KEYF,13,12,5,1,52,9,4,2017,Round 13
20,14,Christian Petracca,FWD,13,8,2,1,61.9,9,2,2017,Round 13
21,14,Jackson Trengove,KEYF,13,3,1,8,81.3,10,3,2017,Round 13
22,14,Dayne Zorko,MID,13,21,2,5,38.2,11,2,2017,Round 13
23,24,Gary Ablett,MID,12,10,4,6,54.5,11,1,2017,Round 13
24,24,Darcy Byrne-Jones,DEF,12,13,7,8,48,8,1,2017,Round 13
25,24,Caleb Daniel,FWD,12,15,3,1,44.4,10,0,2017,Round 13
26,24,Josh P. Kennedy,MID,12,13,1,4,48,5,1,2017,Round 13
27,24,Liam Picken,FWD,12,13,2,4,48,7,2,2017,Round 13
28,24,Sam Powell-Pepper,MID,12,5,3,3,70.6,9,1,2017,Round 13
29,30,Ryan Bastinac,MID,11,11,7,2,50,7,0,2017,Round 13
30,30,Marcus Bontempelli,MID,11,14,0,6,44,8,2,2017,Round 13
31,30,Brad Ebert,MID,11,13,4,4,45.8,7,1,2017,Round 13
32,30,Todd Goldstein,RUC,11,6,1,3,64.7,8,2,2017,Round 13
33,30,Jade Gresham,FWD,11,9,4,5,55,8,2,2017,Round 13
34,30,Cameron Guthrie,MID,11,14,1,3,44,11,2,2017,Round 13
