,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Tom Green,MID,17,12,1,6,58.6,12,1,2023,Semi Finals
1,2,Patrick Cripps,MID,16,11,0,4,59.3,10,1,2023,Semi Finals
2,3,Clayton Oliver,MID,15,9,8,5,62.5,10,0,2023,Semi Finals
3,3,Christian Petracca,MID,15,9,1,8,62.5,13,3,2023,Semi Finals
4,3,Jack Viney,MID,15,14,7,7,51.7,13,0,2023,Semi Finals
5,6,Stephen Coniglio,MID,13,17,5,2,43.3,8,2,2023,Semi Finals
6,7,Tom De Koning,RUC,12,4,5,5,75,7,2,2023,Semi Finals
7,7,Dan Houston,DEF,12,12,4,2,50,5,0,2023,Semi Finals
8,9,Travis Boak,MID,11,8,8,4,57.9,10,0,2023,Semi Finals
9,9,Kieren Briggs,RUC,11,2,2,5,84.6,5,1,2023,Semi Finals
10,9,Adam Cerra,MID,11,9,5,8,55,8,0,2023,Semi Finals
11,9,Willem Drew,MID,11,7,3,2,61.1,10,1,2023,Semi Finals
12,9,Max Gawn,RUC,11,6,5,2,64.7,4,0,2023,Semi Finals
13,9,Sam Walsh,MID,11,24,4,10,31.4,9,1,2023,Semi Finals
14,9,Callan Ward,MID,11,15,2,5,42.3,8,1,2023,Semi Finals
15,16,Trent Rivers,DEF,10,6,9,5,62.5,9,0,2023,Semi Finals
16,17,Jack Buckley,KEYD,9,9,10,5,50,5,0,2023,Semi Finals
17,17,Brent Daniels,FWD,9,9,1,2,50,4,1,2023,Semi Finals
18,17,Jason Horne-Francis,MID,9,10,4,3,47.4,8,0,2023,Semi Finals
19,17,Lachie Hunter,MID,9,16,4,4,36,9,2,2023,Semi Finals
20,17,Kysaiah Pickett,FWD,9,6,1,2,60,8,6,2023,Semi Finals
21,22,Miles Bergman,DEF,8,7,7,5,53.3,6,0,2023,Semi Finals
22,22,George Hewett,MID,8,9,2,4,47.1,5,0,2023,Semi Finals
23,22,Ed Langdon,MID,8,12,5,6,40,8,1,2023,Semi Finals
24,22,Alex Neal-Bullen,FWD,8,11,1,3,42.1,6,2,2023,Semi Finals
25,22,Adam Saad,DEF,8,10,5,6,44.4,6,0,2023,Semi Finals
26,27,Finn Callaghan,MID,7,8,2,1,46.7,6,1,2023,Semi Finals
27,27,Steven May,KEYD,7,9,10,4,43.8,4,0,2023,Semi Finals
28,27,Willie Rioli,FWD,7,6,3,4,53.8,4,2,2023,Semi Finals
29,27,Lachie Whitfield,DEF,7,20,9,5,25.9,6,0,2023,Semi Finals
30,31,Toby Bedford,FWD,6,9,2,3,40,4,3,2023,Semi Finals
31,31,Jesse Hogan,KEYF,6,11,1,2,35.3,1,1,2023,Semi Finals
