,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jack Macrae,MID,19,23,3,7,45.2,13,1,2021,Semi Finals
1,2,Jarryd Lyons,MID,15,11,6,3,57.7,10,2,2021,Semi Finals
2,3,Josh Kelly,MID,14,14,4,3,50,10,2,2021,Semi Finals
3,3,Oscar McInerney,RUC,14,4,2,5,77.8,1,0,2021,Semi Finals
4,3,Matt de Boer,FWD,14,9,3,2,60.9,8,1,2021,Semi Finals
5,6,Josh Dunkley,FWD,13,9,4,2,59.1,8,1,2021,Semi Finals
6,6,Lachie Neale,MID,13,17,5,6,43.3,7,2,2021,Semi Finals
7,6,Callan Ward,MID,13,11,3,2,54.2,8,1,2021,Semi Finals
8,9,Patrick Dangerfield,MID,12,9,3,6,57.1,10,1,2021,Semi Finals
9,9,Jacob Hopper,MID,12,16,0,6,42.9,10,0,2021,Semi Finals
10,9,Tom Liberatore,MID,12,9,4,2,57.1,7,2,2021,Semi Finals
11,12,Harris Andrews,KEYD,11,7,13,1,61.1,7,1,2021,Semi Finals
12,12,Marcus Bontempelli,MID,11,18,4,7,37.9,10,1,2021,Semi Finals
13,12,Caleb Daniel,DEF,11,10,7,5,52.4,9,0,2021,Semi Finals
14,12,Tom Hawkins,KEYF,11,9,2,2,55,2,1,2021,Semi Finals
15,12,Lachie Whitfield,MID,11,17,10,5,39.3,10,0,2021,Semi Finals
16,17,Keidean Coleman,FWD,10,9,8,2,52.6,5,0,2021,Semi Finals
17,17,Cameron Guthrie,MID,10,15,2,3,40,7,0,2021,Semi Finals
18,17,Max Holmes,FWD,10,2,1,3,83.3,8,4,2021,Semi Finals
19,17,Lincoln McCarthy,FWD,10,6,3,2,62.5,7,3,2021,Semi Finals
20,17,Hugh McCluggage,MID,10,18,2,4,35.7,6,2,2021,Semi Finals
21,17,Sam Menegola,MID,10,20,2,4,33.3,8,2,2021,Semi Finals
22,17,Shane Mumford,RUC,10,3,0,6,76.9,5,2,2021,Semi Finals
23,17,Dayne Zorko,MID,10,15,5,4,40,7,1,2021,Semi Finals
24,25,Brad Close,FWD,9,6,2,2,60,8,4,2021,Semi Finals
25,26,Tim English,RUC,8,5,1,2,61.5,4,2,2021,Semi Finals
26,26,Harry Himmelberg,KEYF,8,2,2,3,80,4,3,2021,Semi Finals
27,26,Aaron Naughton,KEYF,8,2,1,1,80,3,1,2021,Semi Finals
28,26,Mitch Robinson,MID,8,17,3,3,32,7,0,2021,Semi Finals
29,26,Isaac Smith,MID,8,11,4,4,42.1,6,1,2021,Semi Finals
