,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Will Langford,MID,19,10,5,5,65.5,14,2,2014,Preliminary Finals
1,2,Travis Boak,MID,17,17,2,4,50,10,2,2014,Preliminary Finals
2,2,Robbie Gray,FWD,17,10,2,2,63,11,1,2014,Preliminary Finals
3,2,Josh P. Kennedy,MID,17,10,2,3,63,10,2,2014,Preliminary Finals
4,5,Ben Cunnington,MID,14,13,1,6,51.9,12,4,2014,Preliminary Finals
5,5,Luke Parker,FWD,14,12,2,1,53.8,9,1,2014,Preliminary Finals
6,7,Levi Greenwood,MID,12,9,1,6,57.1,7,0,2014,Preliminary Finals
7,8,Alipate Carlile,KEYD,11,11,12,5,50,10,0,2014,Preliminary Finals
8,8,David Hale,RUC,11,4,1,1,73.3,8,1,2014,Preliminary Finals
9,8,Kieren Jack,MID,11,12,1,3,47.8,8,2,2014,Preliminary Finals
10,8,Jordan Lewis,MID,11,12,2,1,47.8,8,1,2014,Preliminary Finals
11,8,Sam Mitchell,MID,11,17,1,7,39.3,5,0,2014,Preliminary Finals
12,8,Jack Ziebell,MID,11,6,3,3,64.7,7,1,2014,Preliminary Finals
13,14,Luke Breust,FWD,10,6,4,3,62.5,9,3,2014,Preliminary Finals
14,14,Brad Ebert,MID,10,17,5,5,37,7,1,2014,Preliminary Finals
15,14,Lance Franklin,KEYF,10,14,2,1,41.7,2,1,2014,Preliminary Finals
16,14,Tom Jonas,KEYD,10,4,10,3,71.4,6,0,2014,Preliminary Finals
17,14,Jared Polec,MID,10,10,7,3,50,6,2,2014,Preliminary Finals
18,14,Gary Rohan,DEF,10,13,12,3,43.5,9,0,2014,Preliminary Finals
19,14,Liam Shiels,MID,10,9,4,5,52.6,7,2,2014,Preliminary Finals
20,21,Todd Goldstein,RUC,9,3,2,1,75,6,0,2014,Preliminary Finals
21,21,Justin Westhoff,KEYF,9,7,1,3,56.3,4,0,2014,Preliminary Finals
22,21,Ollie Wines,MID,9,11,2,6,45,6,0,2014,Preliminary Finals
23,24,Nick Dal Santo,FWD,8,15,1,4,34.8,5,0,2014,Preliminary Finals
24,24,Sam Gibson,MID,8,12,3,2,40,5,0,2014,Preliminary Finals
25,24,Paul Puopolo,FWD,8,12,0,2,40,5,0,2014,Preliminary Finals
26,24,Andrew Swallow,MID,8,9,1,2,47.1,7,0,2014,Preliminary Finals
27,28,Matthew Broadbent,DEF,7,8,5,5,46.7,7,0,2014,Preliminary Finals
28,28,Jonathon Ceglar,RUC,7,4,1,3,63.6,4,1,2014,Preliminary Finals
29,28,Kane Cornes,MID,7,13,2,2,35,6,0,2014,Preliminary Finals
30,28,Dan Hannebery,MID,7,15,2,1,31.8,7,0,2014,Preliminary Finals
31,28,Hamish Hartlett,FWD,7,10,4,4,41.2,5,1,2014,Preliminary Finals
32,28,Jarryd Roughead,KEYF,7,9,3,3,43.8,4,2,2014,Preliminary Finals
33,28,Chad Wingard,FWD,7,6,1,2,53.8,5,1,2014,Preliminary Finals
34,35,Shaun Atley,DEF,6,14,5,4,30,5,0,2014,Preliminary Finals
35,35,Jack Gunston,FWD,6,10,1,2,37.5,5,3,2014,Preliminary Finals
36,35,Luke Hodge,MID,6,21,3,6,22.2,0,0,2014,Preliminary Finals
37,35,Ben Jacobs,DEF,6,5,6,2,54.5,4,0,2014,Preliminary Finals
38,35,Ben McGlynn,MID,6,14,2,4,30,4,1,2014,Preliminary Finals
39,35,Drew Petrie,KEYF,6,9,1,5,40,2,2,2014,Preliminary Finals
40,35,Nick Smith,DEF,6,7,6,2,46.2,5,0,2014,Preliminary Finals
41,42,Michael Firrito,DEF,5,16,6,5,23.8,3,0,2014,Preliminary Finals
42,42,Adam Goodes,FWD,5,15,2,2,25,3,2,2014,Preliminary Finals
43,42,Jack Hombsch,KEYD,5,8,5,1,38.5,4,0,2014,Preliminary Finals
44,42,Andrew Moore,MID,5,4,3,1,55.6,4,0,2014,Preliminary Finals
45,42,Mike Pyke,RUC,5,4,2,1,55.6,2,0,2014,Preliminary Finals
46,42,Jay Schulz,KEYF,5,15,1,3,25,2,0,2014,Preliminary Finals
47,42,Lindsay Thomas,FWD,5,10,0,2,33.3,4,2,2014,Preliminary Finals
48,49,Grant Birchall,DEF,4,9,5,4,30.8,3,1,2014,Preliminary Finals
49,49,Ben Brown,KEYF,4,5,0,0,44.4,2,0,2014,Preliminary Finals
50,49,Brian Lake,KEYD,4,5,6,1,44.4,2,0,2014,Preliminary Finals
51,49,Jake Lloyd,FWD,4,10,3,0,28.6,4,1,2014,Preliminary Finals
52,49,Nick Malceski,DEF,4,12,6,4,25,2,0,2014,Preliminary Finals
53,49,Luke McDonald,DEF,4,10,1,3,28.6,3,0,2014,Preliminary Finals
54,49,Jarrad McVeigh,MID,4,11,2,4,26.7,3,0,2014,Preliminary Finals
55,49,Dane Rampe,DEF,4,6,7,0,40,4,0,2014,Preliminary Finals
56,49,Rhyce Shaw,DEF,4,13,4,2,23.5,3,0,2014,Preliminary Finals
57,49,Matt Spangher,KEYD,4,8,1,4,33.3,3,2,2014,Preliminary Finals
58,49,Ben Stratton,KEYD,4,5,4,1,44.4,4,0,2014,Preliminary Finals
59,49,Scott D. Thompson,KEYD,4,5,6,1,44.4,3,0,2014,Preliminary Finals
60,49,Kurt Tippett,KEYF,4,11,0,2,26.7,1,0,2014,Preliminary Finals
61,49,Daniel Wells,MID,4,11,0,3,26.7,3,0,2014,Preliminary Finals
62,63,Craig Bird,MID,3,6,1,3,33.3,2,0,2014,Preliminary Finals
63,63,Harry Cunningham,FWD,3,11,1,2,21.4,2,1,2014,Preliminary Finals
64,63,Brent Harvey,FWD,3,14,1,3,17.6,3,1,2014,Preliminary Finals
65,63,Bradley Hill,FWD,3,20,1,5,13,3,0,2014,Preliminary Finals
66,63,Lewis Jetta,FWD,3,9,1,2,25,2,0,2014,Preliminary Finals
67,63,Angus Monfries,FWD,3,7,0,0,30,1,0,2014,Preliminary Finals
68,63,Jake Neade,FWD,3,4,2,0,42.9,3,1,2014,Preliminary Finals
69,63,Jasper Pittard,DEF,3,16,5,3,15.8,2,0,2014,Preliminary Finals
70,63,Sam Reid,KEYF,3,6,1,0,33.3,0,0,2014,Preliminary Finals
71,63,Jonathan Simpkin,FWD,3,5,2,2,37.5,3,1,2014,Preliminary Finals
72,63,Isaac Smith,FWD,3,15,2,3,16.7,3,1,2014,Preliminary Finals
73,63,Matthew White,FWD,3,9,0,0,25,2,0,2014,Preliminary Finals
74,63,Sam Wright,DEF,3,17,5,7,15,3,0,2014,Preliminary Finals
75,76,Shaun Burgoyne,DEF,2,11,1,2,15.4,1,0,2014,Preliminary Finals
76,76,Taylor Duryea,DEF,2,10,3,2,16.7,1,0,2014,Preliminary Finals
77,76,Josh Gibson,KEYD,2,10,4,3,16.7,1,0,2014,Preliminary Finals
78,76,Matthew Lobbe,RUC,2,3,0,2,40,1,0,2014,Preliminary Finals
79,76,Ted Richards,KEYD,2,6,4,3,25,1,0,2014,Preliminary Finals
80,76,Matthew Suckling,DEF,2,18,2,7,10,2,0,2014,Preliminary Finals
81,76,Jackson Trengove,KEYD,2,4,2,1,33.3,1,0,2014,Preliminary Finals
82,83,Ryan Bastinac,MID,1,4,1,0,20,1,0,2014,Preliminary Finals
83,83,Aaron Black,KEYF,1,1,0,1,50,1,1,2014,Preliminary Finals
84,83,Nathan Grima,KEYD,1,10,2,1,9.1,1,0,2014,Preliminary Finals
85,83,Cameron O'Shea,DEF,1,12,1,1,7.7,1,0,2014,Preliminary Finals
86,83,Kayne Turner,FWD,1,6,1,4,14.3,1,0,2014,Preliminary Finals
87,88,Heath Grundy,KEYD,0,8,2,3,0,0,0,2014,Preliminary Finals
