,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Brodie Grundy,RUC,20,8,4,4,71.4,10,1,2019,Preliminary Finals
1,2,Patrick Dangerfield,MID,16,10,3,3,61.5,11,2,2019,Preliminary Finals
2,2,Zac Williams,DEF,16,11,3,5,59.3,12,1,2019,Preliminary Finals
3,4,Jacob Hopper,MID,15,8,1,3,65.2,13,3,2019,Preliminary Finals
4,5,Joel Selwood,MID,14,18,4,7,43.8,9,1,2019,Preliminary Finals
5,6,Josh Kelly,MID,13,14,5,11,48.1,11,2,2019,Preliminary Finals
6,6,Brandan Parfitt,FWD,13,6,4,6,68.4,9,2,2019,Preliminary Finals
7,6,Harry Perryman,MID,13,10,3,3,56.5,12,1,2019,Preliminary Finals
8,6,Dion Prestia,MID,13,15,4,6,46.4,10,0,2019,Preliminary Finals
9,10,Shane Edwards,DEF,12,6,4,1,66.7,12,0,2019,Preliminary Finals
10,10,Darcy Moore,KEYD,12,2,14,2,85.7,7,0,2019,Preliminary Finals
11,10,Adam Treloar,MID,12,10,2,4,54.5,7,1,2019,Preliminary Finals
12,13,Brayden Maynard,DEF,11,11,9,5,50,10,0,2019,Preliminary Finals
13,13,Tim Taranto,MID,11,12,2,8,47.8,6,0,2019,Preliminary Finals
14,15,Jack Crisp,DEF,10,18,7,8,35.7,8,3,2019,Preliminary Finals
15,15,Nick Haynes,DEF,10,19,10,5,34.5,9,0,2019,Preliminary Finals
16,15,Tom J. Lynch,KEYF,10,10,0,1,50,5,5,2019,Preliminary Finals
17,18,Gary Ablett,FWD,9,12,0,3,42.9,7,5,2019,Preliminary Finals
18,18,Trent Cotchin,MID,9,6,1,2,60,5,0,2019,Preliminary Finals
19,18,Bachar Houli,DEF,9,19,14,10,32.1,6,0,2019,Preliminary Finals
20,18,Tim Kelly,MID,9,22,4,8,29,4,1,2019,Preliminary Finals
21,18,Daniel Lloyd,FWD,9,10,5,4,47.4,6,0,2019,Preliminary Finals
22,18,Gryan Miers,FWD,9,14,3,7,39.1,7,2,2019,Preliminary Finals
23,24,Brent Daniels,FWD,8,8,3,2,50,5,0,2019,Preliminary Finals
24,24,Jeremy Finlayson,KEYF,8,5,0,5,61.5,5,4,2019,Preliminary Finals
25,24,Scott Pendlebury,MID,8,11,2,3,42.1,4,1,2019,Preliminary Finals
26,24,Tom Phillips,MID,8,10,3,3,44.4,5,1,2019,Preliminary Finals
27,24,Rhys Stanley,RUC,8,11,1,5,42.1,4,0,2019,Preliminary Finals
28,24,Josh Thomas,FWD,8,7,0,1,53.3,7,6,2019,Preliminary Finals
29,30,Luke Dahlhaus,FWD,7,6,0,3,53.8,6,2,2019,Preliminary Finals
30,30,Brandon Ellis,MID,7,10,6,3,41.2,7,0,2019,Preliminary Finals
31,30,Harry Himmelberg,KEYF,7,3,2,2,70,5,1,2019,Preliminary Finals
32,30,Jeremy Howe,KEYD,7,14,11,8,33.3,5,0,2019,Preliminary Finals
33,30,Harry Taylor,KEYD,7,8,9,1,46.7,5,0,2019,Preliminary Finals
34,30,Rupert Wills,MID,7,9,1,3,43.8,3,0,2019,Preliminary Finals
35,30,Matt de Boer,MID,7,4,4,3,63.6,4,1,2019,Preliminary Finals
36,37,Taylor Adams,MID,6,12,3,9,33.3,3,0,2019,Preliminary Finals
37,37,Tom Atkins,FWD,6,5,4,2,54.5,5,0,2019,Preliminary Finals
38,37,Liam Baker,DEF,6,13,9,3,31.6,5,0,2019,Preliminary Finals
39,37,Adam Kennedy,DEF,6,8,5,5,42.9,3,0,2019,Preliminary Finals
40,37,Dustin Martin,FWD,6,16,0,6,27.3,3,0,2019,Preliminary Finals
41,37,Chris Mayne,MID,6,3,4,0,66.7,4,1,2019,Preliminary Finals
42,37,Sam Menegola,MID,6,12,4,1,33.3,6,1,2019,Preliminary Finals
43,37,Toby Nankervis,RUC,6,0,2,0,100,4,0,2019,Preliminary Finals
44,37,Ben Reid,KEYF,6,0,0,3,100,1,0,2019,Preliminary Finals
45,37,Heath Shaw,DEF,6,9,6,5,40,6,0,2019,Preliminary Finals
46,37,Sam Taylor,KEYD,6,8,8,0,42.9,4,0,2019,Preliminary Finals
47,37,Adam Tomlinson,MID,6,8,3,5,42.9,4,1,2019,Preliminary Finals
48,37,Zach Tuohy,DEF,6,15,7,5,28.6,6,0,2019,Preliminary Finals
49,50,Mark Blicavs,KEYD,5,6,2,1,45.5,2,0,2019,Preliminary Finals
50,50,Josh Caddy,FWD,5,6,4,4,45.5,3,0,2019,Preliminary Finals
51,50,Cameron Guthrie,MID,5,8,2,2,38.5,3,1,2019,Preliminary Finals
52,50,Kane Lambert,FWD,5,15,1,8,25,5,0,2019,Preliminary Finals
53,50,Shane Mumford,RUC,5,5,0,0,50,2,0,2019,Preliminary Finals
54,50,Quinton Narkle,MID,5,8,1,4,38.5,4,1,2019,Preliminary Finals
55,50,Jack Riewoldt,KEYF,5,4,0,3,55.6,2,2,2019,Preliminary Finals
56,50,Steele Sidebottom,MID,5,10,2,4,33.3,3,2,2019,Preliminary Finals
57,50,Ivan Soldo,RUC,5,4,4,3,55.6,3,0,2019,Preliminary Finals
58,59,David Astbury,KEYD,4,10,6,3,28.6,1,0,2019,Preliminary Finals
59,59,Jeremy Cameron,KEYF,4,10,2,2,28.6,3,2,2019,Preliminary Finals
60,59,Jamie Elliott,FWD,4,9,2,3,30.8,2,2,2019,Preliminary Finals
