,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Lachie Neale,MID,26,16,5,6,61.9,20,4,2019,Round 3
1,2,Ben Cunnington,MID,23,10,5,2,69.7,12,2,2019,Round 3
2,3,Patrick Cripps,MID,22,7,6,7,75.9,15,1,2019,Round 3
3,3,Tom Liberatore,MID,22,7,3,6,75.9,18,3,2019,Round 3
4,5,Clayton Oliver,MID,17,14,5,5,54.8,12,1,2019,Round 3
5,6,Marcus Bontempelli,MID,16,19,5,7,45.7,12,2,2019,Round 3
6,6,Patrick Dangerfield,MID,16,17,2,8,48.5,10,0,2019,Round 3
7,6,David Mundy,MID,16,10,4,3,61.5,13,1,2019,Round 3
8,6,David Zaharakis,MID,16,15,4,5,51.6,9,2,2019,Round 3
9,10,Travis Boak,MID,15,19,3,4,44.1,14,3,2019,Round 3
10,10,Mitch Robinson,MID,15,13,4,3,53.6,9,1,2019,Round 3
11,12,Zac Fisher,FWD,14,7,3,5,66.7,12,6,2019,Round 3
12,12,Isaac Heeney,FWD,14,11,3,2,56,7,1,2019,Round 3
13,12,Dyson Heppell,MID,14,15,4,7,48.3,12,2,2019,Round 3
14,12,Jacob Hopper,MID,14,15,0,4,48.3,11,3,2019,Round 3
15,12,Zak Jones,MID,14,16,2,4,46.7,11,2,2019,Round 3
16,12,Jack Macrae,MID,14,19,4,4,42.4,11,1,2019,Round 3
17,12,Zach Merrett,MID,14,15,7,5,48.3,8,0,2019,Round 3
18,12,Touk Miller,MID,14,10,3,3,58.3,6,0,2019,Round 3
19,12,Darcy Parish,FWD,14,10,3,5,58.3,12,1,2019,Round 3
20,12,Michael Walters,FWD,14,14,4,4,50,8,0,2019,Round 3
21,22,Jack Bowes,MID,13,12,5,3,52,9,2,2019,Round 3
22,22,Andrew Gaff,MID,13,23,0,6,36.1,11,3,2019,Round 3
23,22,Robbie Gray,FWD,13,8,0,3,61.9,8,4,2019,Round 3
24,22,Brodie Grundy,RUC,13,9,1,3,59.1,6,1,2019,Round 3
25,22,Tim Kelly,MID,13,13,2,6,50,8,2,2019,Round 3
26,22,Josh P. Kennedy,MID,13,18,3,5,41.9,11,0,2019,Round 3
27,22,Kane Lambert,FWD,13,21,2,3,38.2,11,4,2019,Round 3
28,22,Dylan Shiel,MID,13,17,2,6,43.3,10,2,2019,Round 3
29,22,Bailey Smith,FWD,13,9,2,5,59.1,11,4,2019,Round 3
30,22,Tim Taranto,MID,13,14,3,5,48.1,11,3,2019,Round 3
31,22,Sam Walsh,MID,13,15,3,4,46.4,12,3,2019,Round 3
32,22,James Worpel,MID,13,14,1,1,48.1,11,1,2019,Round 3
33,34,Angus Brayshaw,MID,12,24,0,5,33.3,3,0,2019,Round 3
34,34,Luke Dunstan,MID,12,9,4,8,57.1,9,0,2019,Round 3
35,34,Sam Menegola,MID,12,14,3,1,46.2,10,2,2019,Round 3
36,34,Jaeger O'Meara,MID,12,20,1,8,37.5,5,1,2019,Round 3
37,34,Sam Powell-Pepper,FWD,12,19,3,5,38.7,9,0,2019,Round 3
38,34,Sebastian Ross,MID,12,12,2,5,50,6,1,2019,Round 3
39,34,Jack Viney,MID,12,9,2,4,57.1,11,0,2019,Round 3
40,34,Jack Ziebell,FWD,12,12,0,3,50,4,2,2019,Round 3
