,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,23,6,5,8,79.3,19,1,2014,Round 4
1,2,Gary Ablett,MID,20,14,5,9,58.8,15,1,2014,Round 4
2,2,Ben Cunnington,MID,20,10,6,10,66.7,13,2,2014,Round 4
3,4,Matthew Boyd,MID,19,20,7,10,48.7,17,2,2014,Round 4
4,4,Daniel Jackson,MID,19,10,2,11,65.5,14,3,2014,Round 4
5,6,Travis Boak,MID,16,23,1,2,41,12,2,2014,Round 4
6,7,Jimmy Bartel,FWD,15,13,4,7,53.6,10,2,2014,Round 4
7,7,Dayne Beams,MID,15,15,4,6,50,11,3,2014,Round 4
8,7,Ollie Wines,MID,15,14,4,6,51.7,12,3,2014,Round 4
9,10,Leigh Adams,FWD,14,12,3,5,53.8,11,4,2014,Round 4
10,10,Matthew Suckling,DEF,14,15,13,2,48.3,13,0,2014,Round 4
11,12,Luke Ball,FWD,13,10,3,6,56.5,9,1,2014,Round 4
12,12,Ed Curnow,MID,13,21,3,4,38.2,11,0,2014,Round 4
13,12,Brad Ebert,MID,13,21,1,4,38.2,8,0,2014,Round 4
14,12,Dustin Martin,FWD,13,14,2,11,48.1,11,1,2014,Round 4
15,12,Sam Mitchell,MID,13,24,5,3,35.1,8,1,2014,Round 4
16,12,Heath Shaw,DEF,13,13,14,5,50,11,0,2014,Round 4
17,12,Rory Sloane,MID,13,17,4,2,43.3,8,1,2014,Round 4
18,12,David Swallow,MID,13,13,3,13,50,9,3,2014,Round 4
19,12,Adam Treloar,MID,13,11,5,4,54.2,11,0,2014,Round 4
20,21,Jonathon Ceglar,RUC,12,5,1,0,70.6,9,0,2014,Round 4
21,21,Nick Dal Santo,FWD,12,18,6,3,40,9,0,2014,Round 4
22,21,Bryce Gibbs,MID,12,14,3,1,46.2,7,1,2014,Round 4
23,21,Toby Greene,MID,12,10,5,6,54.5,10,1,2014,Round 4
24,21,Levi Greenwood,MID,12,8,6,7,60,9,2,2014,Round 4
25,21,George Horlin-Smith,MID,12,11,3,5,52.2,11,3,2014,Round 4
26,21,Lachie Neale,MID,12,7,2,4,63.2,8,2,2014,Round 4
27,21,Scott Pendlebury,MID,12,11,5,5,52.2,10,1,2014,Round 4
28,21,Dion Prestia,MID,12,16,4,8,42.9,6,0,2014,Round 4
29,21,Tom Rockliff,MID,12,18,2,5,40,7,0,2014,Round 4
30,21,Scott Thompson,MID,12,20,1,2,37.5,7,0,2014,Round 4
31,21,Jobe Watson,MID,12,12,3,2,50,11,3,2014,Round 4
32,21,Sharrod Wellingham,FWD,12,9,3,6,57.1,11,1,2014,Round 4
33,21,Matt de Boer,FWD,12,11,4,1,52.2,9,0,2014,Round 4
34,35,Luke Breust,FWD,11,9,3,1,55,11,5,2014,Round 4
35,35,Reece Conca,MID,11,13,2,1,45.8,8,2,2014,Round 4
36,35,Lenny Hayes,MID,11,14,1,1,44,7,1,2014,Round 4
37,35,Dyson Heppell,MID,11,25,3,5,30.6,11,0,2014,Round 4
38,35,Stephen Hill,MID,11,13,2,4,45.8,4,0,2014,Round 4
39,35,Steve Johnson,MID,11,26,1,6,29.7,5,2,2014,Round 4
40,35,Nathan Jones,MID,11,17,4,2,39.3,7,0,2014,Round 4
41,35,Ben McGlynn,MID,11,5,6,7,68.8,8,0,2014,Round 4
42,35,Luke Parker,FWD,11,14,4,7,44,7,2,2014,Round 4
43,35,Jarryd Roughead,KEYF,11,6,1,4,64.7,9,7,2014,Round 4
44,35,Tom Scully,MID,11,10,3,6,52.4,9,2,2014,Round 4
45,35,Scott Selwood,MID,11,11,5,2,50,11,0,2014,Round 4
46,35,Scott D. Thompson,KEYD,11,11,11,5,50,7,0,2014,Round 4
47,35,Daniel Wells,MID,11,11,4,4,50,9,1,2014,Round 4
48,49,David Armitage,MID,10,11,2,5,47.6,8,1,2014,Round 4
49,49,Aaron Black,KEYF,10,2,1,2,83.3,7,3,2014,Round 4
50,49,Shaun Burgoyne,DEF,10,15,6,4,40,9,1,2014,Round 4
51,49,Shane Edwards,FWD,10,5,1,4,66.7,7,3,2014,Round 4
52,49,Alex Fasolo,FWD,10,10,9,3,50,10,0,2014,Round 4
53,49,Jonathan Giles,RUC,10,1,2,4,90.9,4,2,2014,Round 4
54,49,Robbie Gray,FWD,10,19,4,4,34.5,4,0,2014,Round 4
55,49,Ryan Griffen,MID,10,11,3,6,47.6,8,3,2014,Round 4
56,49,Dan Hannebery,MID,10,7,2,4,58.8,7,1,2014,Round 4
57,49,Jarrod Harbrow,DEF,10,10,9,5,50,8,0,2014,Round 4
58,49,Cale Hooker,KEYD,10,16,11,4,38.5,8,0,2014,Round 4
59,49,Kieren Jack,MID,10,7,2,3,58.8,5,1,2014,Round 4
60,49,Will Langford,MID,10,8,3,5,55.6,10,2,2014,Round 4
61,49,Sam Mayes,MID,10,11,1,3,47.6,8,1,2014,Round 4
62,49,Jarrad McVeigh,MID,10,17,3,6,37,9,0,2014,Round 4
63,49,Will Minson,RUC,10,4,3,1,71.4,8,2,2014,Round 4
64,49,Brent Moloney,MID,10,14,1,4,41.7,8,0,2014,Round 4
65,49,Tom Nicholls,RUC,10,4,3,2,71.4,5,0,2014,Round 4
66,49,Jaeger O'Meara,MID,10,11,4,1,47.6,7,2,2014,Round 4
67,49,Josh Saunders,FWD,10,10,1,3,50,10,1,2014,Round 4
68,49,Liam Shiels,MID,10,19,2,2,34.5,5,0,2014,Round 4
69,49,Isaac Smith,FWD,10,14,4,5,41.7,9,3,2014,Round 4
70,49,Matt Thomas,MID,10,12,3,5,45.5,9,0,2014,Round 4
71,72,Jason Ashby,DEF,9,13,3,5,40.9,8,0,2014,Round 4
72,72,Hayden Ballantyne,FWD,9,11,1,6,45,8,5,2014,Round 4
73,72,Andrew Carrazzo,MID,9,11,2,0,45,3,0,2014,Round 4
74,72,Kane Cornes,MID,9,28,6,4,24.3,8,0,2014,Round 4
75,72,Michael Firrito,DEF,9,8,10,7,52.9,8,0,2014,Round 4
76,72,Sam Gibson,MID,9,16,5,4,36,7,1,2014,Round 4
77,72,Michael Hurley,KEYD,9,8,10,4,52.9,8,0,2014,Round 4
78,72,Josh Kelly,FWD,9,8,4,4,52.9,8,3,2014,Round 4
79,72,Sam Lloyd,FWD,9,13,4,2,40.9,5,3,2014,Round 4
80,72,Hamish McIntosh,RUC,9,7,3,2,56.3,8,2,2014,Round 4
81,72,Leigh Montagna,MID,9,5,1,3,64.3,8,2,2014,Round 4
82,72,Matthew Pavlich,KEYF,9,12,1,4,42.9,5,2,2014,Round 4
83,72,Drew Petrie,KEYF,9,8,3,3,52.9,7,2,2014,Round 4
84,72,Matthew Priddis,MID,9,11,3,4,45,9,0,2014,Round 4
85,72,Jack Redden,MID,9,12,1,4,42.9,6,0,2014,Round 4
86,72,Dom Sheed,MID,9,8,3,7,52.9,8,0,2014,Round 4
87,72,Kade Simpson,DEF,9,19,6,1,32.1,5,0,2014,Round 4
88,72,Jack Steven,MID,9,10,1,2,47.4,7,1,2014,Round 4
89,72,Jack Viney,MID,9,12,5,5,42.9,9,0,2014,Round 4
90,72,Robert Warnock,RUC,9,6,1,5,60,5,0,2014,Round 4
91,72,Easton Wood,DEF,9,13,11,5,40.9,7,0,2014,Round 4
92,93,Jamie Bennell,DEF,8,6,9,1,57.1,5,0,2014,Round 4
93,93,Mitchell Brown,KEYD,8,8,7,3,50,4,0,2014,Round 4
94,93,Trent Cotchin,MID,8,3,4,3,72.7,3,1,2014,Round 4
95,93,Patrick Cripps,FWD,8,10,1,4,44.4,6,1,2014,Round 4
96,93,Daniel Cross,MID,8,15,4,1,34.8,7,0,2014,Round 4
97,93,Matt Crouch,MID,8,15,1,0,34.8,5,0,2014,Round 4
98,93,Patrick Dangerfield,MID,8,12,3,4,40,6,1,2014,Round 4
99,93,Cameron Guthrie,MID,8,14,5,1,36.4,7,1,2014,Round 4
100,93,Hamish Hartlett,FWD,8,8,4,0,50,6,1,2014,Round 4
101,93,Ben Howlett,FWD,8,13,3,5,38.1,6,1,2014,Round 4
