,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jack Crisp,MID,20,9,3,8,69,12,1,2022,Preliminary Finals
1,2,Patrick Dangerfield,MID,16,13,1,5,55.2,6,1,2022,Preliminary Finals
2,3,James Rowbottom,MID,13,7,4,6,65,9,1,2022,Preliminary Finals
3,4,Scott Pendlebury,MID,12,14,4,4,46.2,11,2,2022,Preliminary Finals
4,4,Chad Warner,MID,12,9,5,4,57.1,9,3,2022,Preliminary Finals
5,6,Mark Blicavs,RUC,11,8,3,3,57.9,7,0,2022,Preliminary Finals
6,6,Tom Hickey,RUC,11,5,2,3,68.8,3,0,2022,Preliminary Finals
7,6,Lachie Neale,MID,11,9,4,2,55,7,0,2022,Preliminary Finals
8,6,Tom Papley,FWD,11,7,5,8,61.1,7,2,2022,Preliminary Finals
9,6,Luke Parker,MID,11,10,1,3,52.4,10,2,2022,Preliminary Finals
10,11,Darcy Cameron,RUC,10,4,4,3,71.4,7,0,2022,Preliminary Finals
11,11,Jordan De Goey,MID,10,6,1,3,62.5,5,1,2022,Preliminary Finals
12,11,Errol Gulden,FWD,10,10,2,1,50,7,2,2022,Preliminary Finals
13,11,Jake Kolodjashnij,KEYD,10,10,13,2,50,5,0,2022,Preliminary Finals
14,11,Rhys Mathieson,FWD,10,3,1,2,76.9,8,0,2022,Preliminary Finals
15,11,Callum Mills,MID,10,16,4,3,38.5,8,1,2022,Preliminary Finals
16,11,Darcy Moore,KEYD,10,8,10,2,55.6,7,0,2022,Preliminary Finals
17,11,Isaac Quaynor,DEF,10,10,10,4,50,7,0,2022,Preliminary Finals
18,19,Brad Close,FWD,9,12,1,4,42.9,8,2,2022,Preliminary Finals
19,19,Deven Robertson,FWD,9,9,6,5,50,5,0,2022,Preliminary Finals
20,19,Joel Selwood,MID,9,3,2,1,75,3,1,2022,Preliminary Finals
21,19,Darcy Wilmot,DEF,9,4,6,1,69.2,9,0,2022,Preliminary Finals
22,23,Daniel McStay,KEYF,8,2,1,0,80,7,2,2022,Preliminary Finals
23,24,Jarrod Berry,MID,7,14,5,4,33.3,3,0,2022,Preliminary Finals
24,24,Jeremy Cameron,KEYF,7,6,1,2,53.8,4,1,2022,Preliminary Finals
25,24,Isaac Heeney,FWD,7,8,2,6,46.7,3,0,2022,Preliminary Finals
26,24,Justin McInerney,MID,7,6,6,0,53.8,7,1,2022,Preliminary Finals
27,24,Oscar McInerney,RUC,7,4,1,5,63.6,3,1,2022,Preliminary Finals
28,24,Gryan Miers,FWD,7,16,2,4,30.4,6,1,2022,Preliminary Finals
29,30,Nick Daicos,DEF,6,11,4,3,35.3,4,1,2022,Preliminary Finals
30,30,Oliver Florent,DEF,6,12,3,6,33.3,4,0,2022,Preliminary Finals
31,30,Will Hayward,FWD,6,3,2,2,66.7,6,1,2022,Preliminary Finals
32,30,Patrick Lipinski,FWD,6,13,1,2,31.6,5,1,2022,Preliminary Finals
33,30,Jake Lloyd,DEF,6,7,3,1,46.2,6,0,2022,Preliminary Finals
34,30,Hugh McCluggage,MID,6,10,1,4,37.5,3,0,2022,Preliminary Finals
35,30,Brody Mihocek,KEYF,6,2,0,3,75,4,1,2022,Preliminary Finals
36,30,Jack Payne,KEYD,6,6,7,4,50,3,0,2022,Preliminary Finals
37,30,Steele Sidebottom,MID,6,9,3,4,40,4,2,2022,Preliminary Finals
38,30,Brandon Starcevich,DEF,6,7,2,2,46.2,2,0,2022,Preliminary Finals
39,40,Charlie Cameron,FWD,5,3,1,1,62.5,4,1,2022,Preliminary Finals
40,40,Josh Daicos,MID,5,11,1,7,31.3,4,2,2022,Preliminary Finals
41,40,Robbie Fox,DEF,5,8,6,2,38.5,4,0,2022,Preliminary Finals
42,40,Darcy Gardiner,KEYD,5,9,6,2,35.7,1,0,2022,Preliminary Finals
43,40,Jack Ginnivan,FWD,5,3,0,3,62.5,4,2,2022,Preliminary Finals
44,40,Cameron Guthrie,MID,5,16,1,1,23.8,5,0,2022,Preliminary Finals
45,40,Zach Guthrie,DEF,5,14,6,3,26.3,4,0,2022,Preliminary Finals
46,40,Tom Hawkins,KEYF,5,9,0,1,35.7,3,3,2022,Preliminary Finals
47,40,Max Holmes,MID,5,8,3,1,38.5,2,0,2022,Preliminary Finals
48,40,Logan McDonald,KEYF,5,2,2,2,71.4,2,0,2022,Preliminary Finals
49,40,John Noble,DEF,5,10,6,3,33.3,4,0,2022,Preliminary Finals
50,40,Rhys Stanley,RUC,5,4,2,1,55.6,5,0,2022,Preliminary Finals
51,40,Zach Tuohy,DEF,5,18,4,4,21.7,3,0,2022,Preliminary Finals
52,53,Tom Atkins,DEF,4,7,0,3,36.4,2,0,2022,Preliminary Finals
53,53,Jed Bews,DEF,4,5,5,2,44.4,4,1,2022,Preliminary Finals
54,53,Braeden Campbell,DEF,4,4,1,1,50,3,0,2022,Preliminary Finals
55,53,Eric Hipwood,KEYF,4,7,0,5,36.4,1,0,2022,Preliminary Finals
56,53,Lincoln McCarthy,FWD,4,8,0,6,33.3,1,0,2022,Preliminary Finals
57,53,Tom McCartin,KEYD,4,5,5,0,44.4,2,0,2022,Preliminary Finals
58,53,Sam Reid,KEYF,4,2,1,0,66.7,1,0,2022,Preliminary Finals
59,53,Isaac Smith,FWD,4,11,1,2,26.7,2,0,2022,Preliminary Finals
60,53,Dayne Zorko,FWD,4,6,3,3,40,3,1,2022,Preliminary Finals
61,62,Noah Answerth,DEF,3,7,1,3,30,3,0,2022,Preliminary Finals
62,62,Trent Bianco,FWD,3,5,0,0,37.5,1,1,2022,Preliminary Finals
63,62,Nick Blakey,DEF,3,12,9,5,20,3,0,2022,Preliminary Finals
64,62,Mason Cox,RUC,3,2,1,1,60,1,0,2022,Preliminary Finals
65,62,Jamie Elliott,FWD,3,5,0,2,37.5,2,2,2022,Preliminary Finals
66,62,Lance Franklin,KEYF,3,9,0,3,25,0,0,2022,Preliminary Finals
67,62,Will Hoskin-Elliott,FWD,3,7,1,1,30,3,3,2022,Preliminary Finals
68,62,Brayden Maynard,DEF,3,8,4,4,27.3,2,0,2022,Preliminary Finals
69,62,Cam Rayner,FWD,3,5,0,2,37.5,1,1,2022,Preliminary Finals
70,62,Daniel Rich,DEF,3,8,5,2,27.3,1,0,2022,Preliminary Finals
71,62,Gary Rohan,FWD,3,6,0,4,33.3,2,0,2022,Preliminary Finals
