,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,15,13,6,3,53.6,8,1,2014,Grand Final
1,2,Jordan Lewis,MID,14,23,0,5,37.8,10,2,2014,Grand Final
2,2,Kurt Tippett,KEYF,14,2,1,5,87.5,6,2,2014,Grand Final
3,4,Luke Parker,FWD,13,8,1,3,61.9,7,0,2014,Grand Final
4,5,Nick Malceski,DEF,12,16,10,7,42.9,8,0,2014,Grand Final
5,5,Sam Mitchell,MID,12,24,1,4,33.3,6,1,2014,Grand Final
6,7,Luke Breust,FWD,10,9,1,2,52.6,6,1,2014,Grand Final
7,7,Luke Hodge,MID,10,25,5,6,28.6,9,1,2014,Grand Final
8,7,Kieren Jack,MID,10,9,2,4,52.6,8,3,2014,Grand Final
9,7,Ben Stratton,KEYD,10,12,13,2,45.5,8,0,2014,Grand Final
10,11,Lance Franklin,KEYF,9,6,2,2,60,3,2,2014,Grand Final
11,11,Josh Gibson,KEYD,9,23,6,3,28.1,8,0,2014,Grand Final
12,11,Jack Gunston,FWD,9,9,3,2,50,6,3,2014,Grand Final
13,14,Shaun Burgoyne,DEF,8,17,4,3,32,5,0,2014,Grand Final
14,14,Brian Lake,KEYD,8,12,10,1,40,5,0,2014,Grand Final
15,14,Will Langford,MID,8,11,2,7,42.1,7,3,2014,Grand Final
16,14,Liam Shiels,MID,8,16,1,4,33.3,4,2,2014,Grand Final
17,18,Dan Hannebery,MID,7,12,3,7,36.8,7,1,2014,Grand Final
18,18,Ben McEvoy,RUC,7,8,5,0,46.7,6,4,2014,Grand Final
19,20,Mike Pyke,RUC,6,4,2,0,60,3,0,2014,Grand Final
20,20,Cyril Rioli,FWD,6,3,1,3,66.7,5,1,2014,Grand Final
21,20,Rhyce Shaw,DEF,6,17,5,9,26.1,5,0,2014,Grand Final
22,23,Bradley Hill,FWD,5,16,1,3,23.8,5,1,2014,Grand Final
23,23,Jake Lloyd,FWD,5,7,1,2,41.7,4,0,2014,Grand Final
24,23,Ben McGlynn,MID,5,6,1,1,45.5,3,1,2014,Grand Final
25,23,Isaac Smith,FWD,5,11,3,1,31.3,4,0,2014,Grand Final
26,23,Matt Spangher,KEYD,5,10,5,2,33.3,3,0,2014,Grand Final
27,28,Craig Bird,MID,4,4,1,3,50,3,0,2014,Grand Final
28,28,Adam Goodes,FWD,4,9,0,2,30.8,2,0,2014,Grand Final
29,28,Heath Grundy,KEYD,4,7,4,1,36.4,1,0,2014,Grand Final
30,28,Sam Reid,KEYF,4,4,1,1,50,3,1,2014,Grand Final
31,28,Ted Richards,KEYD,4,7,6,2,36.4,2,0,2014,Grand Final
32,28,Gary Rohan,DEF,4,3,3,2,57.1,2,1,2014,Grand Final
33,28,Nick Smith,DEF,4,5,4,1,44.4,2,0,2014,Grand Final
34,35,Grant Birchall,DEF,3,23,2,1,11.5,2,0,2014,Grand Final
35,35,Harry Cunningham,FWD,3,7,2,0,30,2,0,2014,Grand Final
36,35,David Hale,RUC,3,4,1,0,42.9,3,1,2014,Grand Final
37,35,Jarryd Roughead,KEYF,3,11,1,3,21.4,2,1,2014,Grand Final
38,39,Taylor Duryea,DEF,2,7,2,0,22.2,2,0,2014,Grand Final
39,39,Jarrad McVeigh,MID,2,9,3,6,18.2,2,0,2014,Grand Final
40,39,Paul Puopolo,FWD,2,9,0,2,18.2,2,1,2014,Grand Final
41,39,Dane Rampe,DEF,2,5,2,4,28.6,1,0,2014,Grand Final
42,43,Lewis Jetta,FWD,0,3,1,3,0,0,0,2014,Grand Final
43,43,Matthew Suckling,DEF,0,17,0,5,0,0,0,2014,Grand Final
