,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,21,23,2,7,47.7,14,1,2016,Semi Finals
1,2,Scott Thompson,MID,14,7,1,5,66.7,4,1,2016,Semi Finals
2,3,Marcus Bontempelli,MID,13,14,1,2,48.1,7,1,2016,Semi Finals
3,3,Jack Macrae,FWD,13,26,4,2,33.3,13,6,2016,Semi Finals
4,3,Liam Picken,MID,13,11,0,5,54.2,9,6,2016,Semi Finals
5,3,Rory Sloane,MID,13,9,3,3,59.1,9,0,2016,Semi Finals
6,7,Luke Dahlhaus,FWD,12,13,4,6,48,10,3,2016,Semi Finals
7,7,Tom Liberatore,MID,12,8,3,2,60,12,3,2016,Semi Finals
8,7,Tom Mitchell,MID,12,20,4,1,37.5,10,0,2016,Semi Finals
9,10,Charles Cameron,FWD,11,7,7,8,61.1,6,2,2016,Semi Finals
10,10,Matt Crouch,MID,11,21,6,8,34.4,10,2,2016,Semi Finals
11,10,Kieren Jack,MID,11,14,3,4,44,6,2,2016,Semi Finals
12,13,George Hewett,FWD,10,7,4,2,58.8,6,2,2016,Semi Finals
13,13,Jarryd Lyons,MID,10,8,2,3,55.6,8,2,2016,Semi Finals
14,15,Tom Boyd,KEYF,9,11,1,0,45,7,1,2016,Semi Finals
15,15,Shaun Burgoyne,DEF,9,13,1,2,40.9,7,1,2016,Semi Finals
16,15,Josh Dunkley,FWD,9,15,1,5,37.5,4,0,2016,Semi Finals
17,15,Toby McLean,FWD,9,11,1,3,45,7,3,2016,Semi Finals
18,15,Luke Parker,MID,9,14,1,3,39.1,6,0,2016,Semi Finals
19,15,Cyril Rioli,FWD,9,4,2,6,69.2,5,2,2016,Semi Finals
20,15,Clay Smith,FWD,9,7,2,4,56.3,5,1,2016,Semi Finals
21,22,Caleb Daniel,FWD,8,13,2,3,38.1,6,2,2016,Semi Finals
22,22,Dan Hannebery,MID,8,23,2,5,25.8,6,2,2016,Semi Finals
23,22,Isaac Heeney,FWD,8,24,5,2,25,6,0,2016,Semi Finals
24,22,Rory Laird,DEF,8,18,11,5,30.8,8,0,2016,Semi Finals
25,22,Paul Puopolo,FWD,8,8,2,4,50,5,1,2016,Semi Finals
26,22,Liam Shiels,MID,8,11,5,3,42.1,4,0,2016,Semi Finals
27,28,Rory Atkins,MID,7,15,3,9,31.8,6,0,2016,Semi Finals
28,28,Grant Birchall,DEF,7,8,7,3,46.7,5,0,2016,Semi Finals
29,28,Brad Crouch,MID,7,10,1,2,41.2,5,1,2016,Semi Finals
30,28,Lance Franklin,KEYF,7,8,1,3,46.7,3,2,2016,Semi Finals
31,28,Sam Jacobs,RUC,7,4,5,2,63.6,5,0,2016,Semi Finals
32,28,Jeremy Laidler,DEF,7,13,7,6,35,5,0,2016,Semi Finals
33,28,Jake Lloyd,MID,7,17,4,7,29.2,3,0,2016,Semi Finals
34,28,Harrison Marsh,DEF,7,5,6,3,58.3,7,1,2016,Semi Finals
35,28,Ben McEvoy,RUC,7,5,4,0,58.3,3,0,2016,Semi Finals
36,28,Ben McGlynn,FWD,7,12,3,4,36.8,5,1,2016,Semi Finals
37,28,Mitch McGovern,KEYF,7,6,4,3,53.8,4,2,2016,Semi Finals
38,28,Toby Nankervis,RUC,7,9,2,4,43.8,6,0,2016,Semi Finals
39,28,Tom Papley,FWD,7,7,0,3,50,5,4,2016,Semi Finals
40,28,Xavier Richards,KEYF,7,11,2,5,38.9,5,3,2016,Semi Finals
41,28,Brodie Smith,DEF,7,7,3,0,50,5,0,2016,Semi Finals
42,28,Nick Smith,DEF,7,18,8,4,28,6,0,2016,Semi Finals
43,28,Taylor Walker,KEYF,7,9,1,4,43.8,2,0,2016,Semi Finals
44,45,Aliir Aliir,KEYD,6,14,9,6,30,5,0,2016,Semi Finals
45,45,Joel Hamling,KEYD,6,5,6,1,54.5,2,0,2016,Semi Finals
46,45,Luke Hodge,DEF,6,13,4,3,31.6,4,0,2016,Semi Finals
47,45,Lachie Hunter,MID,6,15,2,0,28.6,4,2,2016,Semi Finals
48,45,Sam Mitchell,MID,6,16,2,5,27.3,3,0,2016,Semi Finals
49,50,Luke Brown,DEF,5,8,4,2,38.5,3,0,2016,Semi Finals
50,50,Richard Douglas,FWD,5,12,2,4,29.4,5,2,2016,Semi Finals
51,50,Taylor Duryea,DEF,5,10,7,2,33.3,4,0,2016,Semi Finals
52,50,Josh Gibson,KEYD,5,15,4,2,25,4,0,2016,Semi Finals
53,50,Bradley Hill,FWD,5,11,2,1,31.3,2,0,2016,Semi Finals
54,50,Josh Jenkins,KEYF,5,2,0,1,71.4,3,2,2016,Semi Finals
55,50,Jason Johannisen,DEF,5,12,3,1,29.4,4,1,2016,Semi Finals
56,50,David Mackay,MID,5,13,3,6,27.8,4,1,2016,Semi Finals
57,50,Dale Morris,KEYD,5,7,6,1,41.7,2,0,2016,Semi Finals
58,50,Sam Naismith,RUC,5,8,2,3,38.5,5,1,2016,Semi Finals
59,50,Jordan Roughead,RUC,5,7,0,0,41.7,2,0,2016,Semi Finals
60,50,Isaac Smith,FWD,5,16,2,3,23.8,5,0,2016,Semi Finals
61,50,Jake Stringer,FWD,5,8,0,5,38.5,4,2,2016,Semi Finals
62,63,Shane Biggs,DEF,4,11,4,7,26.7,3,0,2016,Semi Finals
63,63,Matthew Boyd,DEF,4,12,4,3,25,3,0,2016,Semi Finals
64,63,Luke Breust,FWD,4,6,0,2,40,2,1,2016,Semi Finals
65,63,Kyle Cheney,DEF,4,6,6,2,40,1,0,2016,Semi Finals
66,63,Zaine Cordy,KEYF,4,8,3,3,33.3,4,1,2016,Semi Finals
67,63,Jack Fitzpatrick,RUC,4,7,2,2,36.4,1,0,2016,Semi Finals
68,63,Jack Gunston,KEYF,4,11,1,1,26.7,2,1,2016,Semi Finals
69,63,Kyle Hartigan,KEYD,4,9,8,5,30.8,2,0,2016,Semi Finals
70,63,Dane Rampe,KEYD,4,12,6,0,25,4,0,2016,Semi Finals
71,63,Gary Rohan,FWD,4,2,1,0,66.7,4,1,2016,Semi Finals
72,63,Ben Stratton,DEF,4,7,5,3,36.4,3,0,2016,Semi Finals
73,63,Matthew Suckling,DEF,4,12,4,2,25,3,0,2016,Semi Finals
74,75,Tory Dickson,FWD,3,9,1,0,25,2,0,2016,Semi Finals
75,75,James Frawley,KEYD,3,6,2,1,33.3,3,0,2016,Semi Finals
76,75,Heath Grundy,KEYD,3,11,6,3,21.4,2,0,2016,Semi Finals
77,75,Billy Hartung,MID,3,14,1,1,17.6,3,1,2016,Semi Finals
78,75,Jake Lever,KEYD,3,3,3,1,50,0,0,2016,Semi Finals
79,75,Jordan Lewis,MID,3,8,0,3,27.3,2,0,2016,Semi Finals
80,75,Jarrad McVeigh,DEF,3,5,1,1,37.5,3,1,2016,Semi Finals
81,75,Brendan Whitecross,FWD,3,9,1,3,25,2,0,2016,Semi Finals
82,75,Easton Wood,DEF,3,8,3,3,27.3,3,0,2016,Semi Finals
83,84,Eddie Betts,FWD,2,6,0,2,25,1,1,2016,Semi Finals
84,84,Tom Lynch,FWD,2,15,1,3,11.8,2,0,2016,Semi Finals
85,84,James Sicily,FWD,2,10,2,3,16.7,2,0,2016,Semi Finals
86,84,Daniel Talia,KEYD,2,6,3,1,25,1,0,2016,Semi Finals
87,88,Ryan Schoenmakers,KEYF,1,4,1,2,20,1,0,2016,Semi Finals
