,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jaeger O'Meara,MID,24,7,2,9,77.4,17,2,2019,Round 15
1,2,Lachie Neale,MID,23,15,7,6,60.5,15,1,2019,Round 15
2,3,Travis Boak,MID,21,12,2,6,63.6,11,3,2019,Round 15
3,4,Ed Curnow,MID,20,12,5,8,62.5,14,0,2019,Round 15
4,4,Jacob Hopper,MID,20,8,2,6,71.4,18,3,2019,Round 15
5,4,Jack Macrae,MID,20,12,12,9,62.5,20,1,2019,Round 15
6,4,Luke Shuey,MID,20,17,6,8,54.1,12,2,2019,Round 15
7,8,Marcus Bontempelli,MID,18,8,7,9,69.2,14,1,2019,Round 15
8,9,Ben Cunnington,MID,17,20,3,3,45.9,11,0,2019,Round 15
9,9,Scott Lycett,RUC,17,7,7,3,70.8,11,2,2019,Round 15
10,9,Jy Simpkin,FWD,17,15,2,7,53.1,13,2,2019,Round 15
11,12,Stephen Coniglio,MID,16,18,4,4,47.1,12,3,2019,Round 15
12,12,Nat Fyfe,MID,16,16,5,3,50,9,1,2019,Round 15
13,12,Brodie Grundy,RUC,16,8,3,3,66.7,9,1,2019,Round 15
14,12,Luke Parker,MID,16,15,1,5,51.6,10,0,2019,Round 15
15,12,Rory Sloane,MID,16,14,3,6,53.3,14,1,2019,Round 15
16,12,Dayne Zorko,MID,16,15,6,5,51.6,14,4,2019,Round 15
17,18,Josh Dunkley,MID,15,15,5,5,50,11,5,2019,Round 15
18,18,Clayton Oliver,MID,15,21,4,4,41.7,11,0,2019,Round 15
19,18,Sam Petrevski-Seton,DEF,15,9,4,4,62.5,12,3,2019,Round 15
20,18,Jack Redden,MID,15,15,2,4,50,10,0,2019,Round 15
21,18,Adam Treloar,MID,15,21,2,5,41.7,10,1,2019,Round 15
22,23,Luke Breust,FWD,14,3,2,0,82.4,10,2,2019,Round 15
23,23,Jarryd Lyons,MID,14,18,3,5,43.8,10,3,2019,Round 15
24,23,Anthony Miles,MID,14,6,3,3,70,9,1,2019,Round 15
25,23,Marc Murphy,MID,14,19,3,5,42.4,8,3,2019,Round 15
26,23,Bailey Smith,FWD,14,7,3,3,66.7,13,3,2019,Round 15
27,23,Zac Williams,DEF,14,13,12,6,51.9,10,0,2019,Round 15
28,29,Darcy Byrne-Jones,DEF,13,12,12,9,52,11,0,2019,Round 15
29,29,Matt Crouch,MID,13,18,1,4,41.9,8,1,2019,Round 15
30,29,Patrick Dangerfield,MID,13,12,6,8,52,8,3,2019,Round 15
31,29,Robbie Gray,FWD,13,10,4,5,56.5,7,1,2019,Round 15
32,29,Tom Jonas,KEYD,13,5,14,6,72.2,12,0,2019,Round 15
33,29,Tim Kelly,MID,13,20,1,3,39.4,11,3,2019,Round 15
34,29,Dustin Martin,FWD,13,20,1,10,39.4,8,5,2019,Round 15
35,29,Scott Pendlebury,MID,13,21,4,8,38.2,7,1,2019,Round 15
