,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Tom Rockliff,MID,23,15,7,7,60.5,17,2,2019,Round 8
1,2,Josh Dunkley,MID,22,10,4,8,68.8,17,2,2019,Round 8
2,2,Clayton Oliver,MID,22,15,6,8,59.5,15,2,2019,Round 8
3,2,David Swallow,MID,22,13,5,10,62.9,11,2,2019,Round 8
4,5,Nat Fyfe,MID,21,11,9,4,65.6,13,2,2019,Round 8
5,5,Tim Kelly,MID,21,16,4,9,56.8,16,2,2019,Round 8
6,7,Patrick Cripps,MID,19,16,1,3,54.3,14,3,2019,Round 8
7,7,Hugh Greenwood,FWD,19,5,3,6,79.2,14,3,2019,Round 8
8,7,Jack Macrae,MID,19,11,6,3,63.3,13,3,2019,Round 8
9,10,Travis Boak,MID,18,10,4,12,64.3,14,1,2019,Round 8
10,11,Shaun Higgins,MID,17,17,5,10,50,13,1,2019,Round 8
11,11,David Mundy,MID,17,11,5,6,60.7,10,2,2019,Round 8
12,13,Dyson Heppell,MID,16,15,7,7,51.6,12,0,2019,Round 8
13,13,Jarryd Lyons,MID,16,10,5,4,61.5,13,0,2019,Round 8
14,13,Steele Sidebottom,MID,16,21,5,6,43.2,11,1,2019,Round 8
15,13,Adam Treloar,MID,16,15,5,4,51.6,12,2,2019,Round 8
16,17,Ben Cunnington,MID,15,15,1,4,50,11,1,2019,Round 8
17,17,Cameron Ellis-Yolmen,MID,15,10,4,5,60,12,2,2019,Round 8
18,17,Scott Lycett,RUC,15,1,5,4,93.8,9,2,2019,Round 8
19,17,Sam Powell-Pepper,FWD,15,7,2,4,68.2,8,1,2019,Round 8
20,21,Jordan De Goey,FWD,14,9,1,4,60.9,7,1,2019,Round 8
21,21,Alex Keath,KEYD,14,11,12,6,56,12,0,2019,Round 8
22,21,Josh Kelly,MID,14,12,3,5,53.8,12,2,2019,Round 8
23,21,Josh P. Kennedy,MID,14,11,6,7,56,11,2,2019,Round 8
24,21,Rory Laird,DEF,14,15,15,4,48.3,13,0,2019,Round 8
25,21,Darcy MacPherson,FWD,14,13,9,3,51.9,14,1,2019,Round 8
26,21,Hugh McCluggage,MID,14,13,4,6,51.9,11,2,2019,Round 8
27,21,Lachie Neale,MID,14,16,5,5,46.7,10,2,2019,Round 8
28,21,Callum Sinclair,RUC,14,3,1,2,82.4,7,0,2019,Round 8
29,30,Marcus Bontempelli,MID,13,14,2,6,48.1,10,3,2019,Round 8
30,30,Jamie Cripps,FWD,13,7,3,3,65,11,3,2019,Round 8
