,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Joel Selwood,MID,25,16,7,6,61,15,4,2016,Preliminary Finals
1,2,Patrick Dangerfield,MID,21,17,8,10,55.3,13,3,2016,Preliminary Finals
2,3,Tom Mitchell,MID,19,10,8,5,65.5,15,3,2016,Preliminary Finals
3,4,Josh P. Kennedy,MID,15,11,4,8,57.7,13,0,2016,Preliminary Finals
4,5,Luke Dahlhaus,FWD,14,19,2,2,42.4,9,2,2016,Preliminary Finals
5,6,Stephen Coniglio,MID,13,14,2,3,48.1,4,1,2016,Preliminary Finals
6,6,Isaac Heeney,FWD,13,11,8,6,54.2,8,1,2016,Preliminary Finals
7,8,Luke Parker,MID,12,7,1,6,63.2,10,2,2016,Preliminary Finals
8,9,Mark Blicavs,MID,11,6,5,4,64.7,7,4,2016,Preliminary Finals
9,9,Toby Greene,FWD,11,7,2,1,61.1,8,3,2016,Preliminary Finals
10,9,Kieren Jack,MID,11,11,3,9,50,7,0,2016,Preliminary Finals
11,9,Liam Picken,MID,11,10,4,8,52.4,6,1,2016,Preliminary Finals
12,9,Dylan Shiel,MID,11,16,2,3,40.7,7,0,2016,Preliminary Finals
13,14,Marcus Bontempelli,MID,10,16,3,6,38.5,6,1,2016,Preliminary Finals
14,14,Caleb Daniel,FWD,10,14,2,9,41.7,10,4,2016,Preliminary Finals
15,14,Tom Hawkins,KEYF,10,2,3,2,83.3,6,4,2016,Preliminary Finals
16,14,Zak Jones,DEF,10,11,5,6,47.6,8,0,2016,Preliminary Finals
17,14,Gary Rohan,FWD,10,7,4,3,58.8,7,3,2016,Preliminary Finals
18,14,Tom Scully,MID,10,19,4,6,34.5,10,2,2016,Preliminary Finals
19,14,Clay Smith,FWD,10,16,0,4,38.5,7,4,2016,Preliminary Finals
20,21,Tom Boyd,KEYF,9,6,1,4,60,7,2,2016,Preliminary Finals
21,21,Corey Enright,DEF,9,20,7,4,31,8,2,2016,Preliminary Finals
22,21,Dan Hannebery,MID,9,21,3,2,30,7,0,2016,Preliminary Finals
23,21,Josh Kelly,MID,9,23,4,7,28.1,7,0,2016,Preliminary Finals
24,21,Tom Liberatore,MID,9,6,0,0,60,8,2,2016,Preliminary Finals
25,21,Tom Lonergan,KEYD,9,5,14,2,64.3,5,1,2016,Preliminary Finals
26,21,Ben McGlynn,FWD,9,5,5,1,64.3,6,2,2016,Preliminary Finals
27,21,Toby McLean,FWD,9,11,2,3,45,6,1,2016,Preliminary Finals
28,21,Scott Selwood,MID,9,9,1,3,50,9,6,2016,Preliminary Finals
29,21,Kurt Tippett,RUC,9,5,1,7,64.3,4,1,2016,Preliminary Finals
30,21,Lachie Whitfield,MID,9,14,4,3,39.1,6,1,2016,Preliminary Finals
31,32,Jimmy Bartel,MID,8,15,3,7,34.8,7,2,2016,Preliminary Finals
32,32,Josh Dunkley,FWD,8,15,3,2,34.8,5,2,2016,Preliminary Finals
33,32,Nick Haynes,KEYD,8,10,10,5,44.4,4,0,2016,Preliminary Finals
34,32,Lachie Hunter,MID,8,12,1,5,40,3,2,2016,Preliminary Finals
35,32,Jack Macrae,FWD,8,17,1,2,32,6,1,2016,Preliminary Finals
36,32,Sam Menegola,MID,8,8,3,6,50,8,2,2016,Preliminary Finals
37,32,Zac Williams,DEF,8,7,7,1,53.3,8,0,2016,Preliminary Finals
38,39,Shane Biggs,DEF,7,12,8,6,36.8,7,0,2016,Preliminary Finals
39,39,Josh Cowan,MID,7,7,5,5,50,6,2,2016,Preliminary Finals
40,39,Phil Davis,KEYD,7,6,6,4,53.8,5,1,2016,Preliminary Finals
41,39,Ryan Griffen,MID,7,12,1,2,36.8,6,0,2016,Preliminary Finals
42,39,Rory Lobb,KEYF,7,7,3,2,50,3,1,2016,Preliminary Finals
43,39,Devon Smith,FWD,7,10,2,4,41.2,5,1,2016,Preliminary Finals
44,39,Jake Stringer,FWD,7,4,2,2,63.6,5,3,2016,Preliminary Finals
45,46,Heath Grundy,KEYD,6,12,7,1,33.3,5,0,2016,Preliminary Finals
46,46,Jacob Hopper,FWD,6,6,3,3,50,6,0,2016,Preliminary Finals
47,46,Jake Kolodjashnij,DEF,6,4,6,3,60,4,0,2016,Preliminary Finals
48,46,Shane Mumford,RUC,6,4,3,1,60,3,0,2016,Preliminary Finals
49,46,Tom Papley,FWD,6,3,3,0,66.7,3,1,2016,Preliminary Finals
50,46,Fletcher Roberts,KEYD,6,3,6,0,66.7,5,0,2016,Preliminary Finals
51,46,Rhys Stanley,RUC,6,5,1,3,54.5,4,2,2016,Preliminary Finals
52,46,Easton Wood,DEF,6,13,7,4,31.6,4,0,2016,Preliminary Finals
53,54,Matthew Boyd,DEF,5,12,4,7,29.4,4,0,2016,Preliminary Finals
54,54,Zaine Cordy,KEYF,5,5,1,2,50,4,3,2016,Preliminary Finals
55,54,Tory Dickson,FWD,5,6,0,1,45.5,3,3,2016,Preliminary Finals
56,54,Mitch Duncan,MID,5,15,3,6,25,1,0,2016,Preliminary Finals
57,54,Cameron Guthrie,MID,5,14,2,4,26.3,4,0,2016,Preliminary Finals
58,54,George Hewett,FWD,5,7,1,3,41.7,4,0,2016,Preliminary Finals
59,54,Jeremy Laidler,DEF,5,7,5,4,41.7,2,0,2016,Preliminary Finals
60,54,Jake Lloyd,MID,5,16,7,3,23.8,5,0,2016,Preliminary Finals
61,54,Andrew Mackie,DEF,5,13,4,2,27.8,4,0,2016,Preliminary Finals
62,54,Lincoln McCarthy,FWD,5,5,1,2,50,5,4,2016,Preliminary Finals
63,54,Steven Motlop,FWD,5,7,1,1,41.7,4,2,2016,Preliminary Finals
64,54,Zac Smith,RUC,5,0,2,3,100,2,1,2016,Preliminary Finals
65,54,Harry Taylor,KEYD,5,5,4,2,50,3,0,2016,Preliminary Finals
66,54,Nathan Wilson,DEF,5,15,5,3,25,4,0,2016,Preliminary Finals
67,68,Josh Caddy,FWD,4,7,1,4,36.4,3,1,2016,Preliminary Finals
68,68,Lance Franklin,KEYF,4,15,2,2,21.1,4,1,2016,Preliminary Finals
69,68,Joel Hamling,KEYD,4,3,4,3,57.1,3,0,2016,Preliminary Finals
70,68,Dale Morris,KEYD,4,6,5,1,40,3,0,2016,Preliminary Finals
71,68,Rhys Palmer,FWD,4,11,3,3,26.7,3,1,2016,Preliminary Finals
72,68,Dane Rampe,KEYD,4,21,6,10,16,3,0,2016,Preliminary Finals
73,68,Xavier Richards,KEYF,4,9,0,1,30.8,3,0,2016,Preliminary Finals
