,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Dangerfield,MID,23,14,3,4,62.2,15,5,2017,Round 16
1,2,Tom Mitchell,MID,19,20,2,5,48.7,11,1,2017,Round 16
2,3,Nat Fyfe,MID,18,16,1,2,52.9,6,1,2017,Round 16
3,3,Christian Petracca,FWD,18,7,5,4,72,14,3,2017,Round 16
4,3,David Swallow,MID,18,10,6,4,64.3,13,3,2017,Round 16
5,6,Mitch Duncan,MID,17,24,5,1,41.5,11,3,2017,Round 16
6,6,Toby McLean,FWD,17,13,7,8,56.7,13,3,2017,Round 16
7,6,Luke Parker,MID,17,15,2,4,53.1,10,1,2017,Round 16
8,9,Ben Cunnington,MID,16,13,3,2,55.2,8,1,2017,Round 16
9,9,Jack Ziebell,MID,16,12,3,4,57.1,7,0,2017,Round 16
10,11,Jack Macrae,MID,15,12,4,3,55.6,11,1,2017,Round 16
11,11,Clayton Oliver,MID,15,15,5,3,50,13,0,2017,Round 16
12,11,Dylan Shiel,MID,15,18,5,3,45.5,12,2,2017,Round 16
13,11,David Zaharakis,MID,15,22,7,6,40.5,11,2,2017,Round 16
14,15,Marcus Bontempelli,MID,14,11,5,5,56,12,3,2017,Round 16
15,15,Daniel Howe,MID,14,6,4,3,70,6,1,2017,Round 16
16,15,Josh Kelly,MID,14,19,7,3,42.4,12,3,2017,Round 16
17,15,Luke Shuey,MID,14,10,1,4,58.3,7,2,2017,Round 16
18,15,Jack Steven,MID,14,22,2,7,38.9,8,0,2017,Round 16
19,15,Dayne Zorko,MID,14,20,3,4,41.2,8,3,2017,Round 16
20,21,Shane Edwards,FWD,13,9,6,3,59.1,9,1,2017,Round 16
21,21,Matthew Kennedy,MID,13,13,6,3,50,10,2,2017,Round 16
22,21,Tom Liberatore,MID,13,2,4,4,86.7,9,1,2017,Round 16
23,21,Jarryd Lyons,MID,13,13,3,6,50,7,1,2017,Round 16
24,21,Joel Selwood,MID,13,11,3,2,54.2,7,1,2017,Round 16
25,21,Jack Sinclair,MID,13,15,8,4,46.4,9,0,2017,Round 16
26,21,Taylor Walker,KEYF,13,7,4,5,65,8,1,2017,Round 16
27,21,Ollie Wines,MID,13,15,3,5,46.4,10,0,2017,Round 16
28,29,Shaun Burgoyne,MID,12,11,1,4,52.2,7,2,2017,Round 16
29,29,Trent Cotchin,MID,12,7,3,9,63.2,9,0,2017,Round 16
30,29,Matt Crouch,MID,12,22,4,5,35.3,10,1,2017,Round 16
31,29,Bryce Gibbs,MID,12,23,2,2,34.3,7,0,2017,Round 16
32,29,Will Langford,FWD,12,6,3,4,66.7,7,2,2017,Round 16
33,29,Sam Petrevski-Seton,FWD,12,5,4,2,70.6,10,4,2017,Round 16
34,29,Lachie Plowman,DEF,12,12,10,1,50,7,0,2017,Round 16
35,29,James Sicily,DEF,12,8,12,3,60,6,0,2017,Round 16
36,29,Callan Ward,MID,12,20,1,4,37.5,6,1,2017,Round 16
37,38,Rory Atkins,MID,11,13,8,6,45.8,8,1,2017,Round 16
38,38,Sam Docherty,DEF,11,22,3,4,33.3,7,2,2017,Round 16
39,38,Brad Ebert,MID,11,19,3,5,36.7,7,1,2017,Round 16
40,38,Todd Goldstein,RUC,11,4,1,3,73.3,6,3,2017,Round 16
41,38,James Kelly,DEF,11,21,8,4,34.4,9,0,2017,Round 16
42,38,Sam Kerridge,MID,11,25,6,10,30.6,10,1,2017,Round 16
43,38,Matthew Kreuzer,RUC,11,7,4,2,61.1,7,1,2017,Round 16
44,38,Jack Lonie,FWD,11,8,2,1,57.9,8,2,2017,Round 16
45,38,Dustin Martin,MID,11,10,2,6,52.4,8,0,2017,Round 16
46,38,Rhys Mathieson,FWD,11,4,4,0,73.3,7,1,2017,Round 16
47,38,Jordan Murdoch,MID,11,13,6,4,45.8,7,3,2017,Round 16
48,38,Lachie Neale,MID,11,16,2,4,40.7,8,1,2017,Round 16
49,38,Nic Newman,MID,11,9,5,2,55,10,5,2017,Round 16
50,38,Tom Papley,FWD,11,9,2,7,55,9,0,2017,Round 16
51,38,Steele Sidebottom,MID,11,16,3,5,40.7,9,2,2017,Round 16
52,53,Jarrod Berry,MID,10,10,7,3,50,7,0,2017,Round 16
53,53,Connor Blakely,MID,10,22,5,5,31.3,8,1,2017,Round 16
54,53,Charlie Curnow,KEYF,10,9,2,2,52.6,4,2,2017,Round 16
55,53,Heath Grundy,KEYD,10,14,12,6,41.7,6,0,2017,Round 16
56,53,Dyson Heppell,MID,10,25,3,5,28.6,8,0,2017,Round 16
57,53,Tom Langdon,DEF,10,14,13,4,41.7,7,0,2017,Round 16
58,53,Jordan Lewis,MID,10,16,3,5,38.5,6,0,2017,Round 16
59,53,Sam Menegola,FWD,10,12,1,6,45.5,8,3,2017,Round 16
60,53,Dale Morris,KEYD,10,4,9,2,71.4,7,0,2017,Round 16
61,53,Marc Murphy,MID,10,24,1,4,29.4,8,0,2017,Round 16
62,53,Sebastian Ross,MID,10,22,4,3,31.3,6,1,2017,Round 16
63,53,Paddy Ryder,RUC,10,7,3,2,58.8,4,0,2017,Round 16
64,53,Kade Simpson,DEF,10,23,11,12,30.3,9,0,2017,Round 16
65,53,Rory Sloane,MID,10,13,1,6,43.5,7,0,2017,Round 16
