,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Lachlan Hansen,KEYD,17,0,1,2,3,2014,Round 7
1,2,Cale Hooker,KEYD,13,0,2,0,5,2014,Round 7
2,2,Harry Taylor,KEYD,13,0,5,0,7,2014,Round 7
3,4,Andrejs Everitt,MID,12,2,0,0,0,2014,Round 7
4,4,Matthew Suckling,DEF,12,0,0,0,1,2014,Round 7
5,6,Jamie Elliott,FWD,11,3,2,0,0,2014,Round 7
6,6,Callan Ward,MID,11,0,0,0,1,2014,Round 7
7,8,Paul Duffield,DEF,10,0,1,0,1,2014,Round 7
8,8,Michael Hurley,KEYD,10,0,1,0,1,2014,Round 7
9,8,Dane Rampe,DEF,10,0,0,0,0,2014,Round 7
10,8,Matt de Boer,FWD,10,0,0,2,0,2014,Round 7
11,12,Hayden Ballantyne,FWD,9,2,0,4,0,2014,Round 7
12,12,Dustin Fletcher,KEYD,9,0,0,0,3,2014,Round 7
13,12,Josh Gibson,KEYD,9,0,3,0,5,2014,Round 7
14,12,Sam Gibson,MID,9,1,0,1,1,2014,Round 7
15,12,Luke McPharlin,KEYD,9,0,2,0,2,2014,Round 7
16,12,Marco Paparone,FWD,9,1,0,0,0,2014,Round 7
17,12,Joel Patfull,KEYD,9,0,0,0,3,2014,Round 7
18,12,Clancee Pearce,MID,9,0,0,0,0,2014,Round 7
19,12,Devon Smith,FWD,9,1,0,0,0,2014,Round 7
20,12,Simon White,DEF,9,0,1,0,1,2014,Round 7
21,12,Jack Ziebell,MID,9,0,0,0,0,2014,Round 7
22,23,Levi Casboult,KEYF,8,3,3,2,1,2014,Round 7
23,23,Adam Cooney,MID,8,3,1,0,0,2014,Round 7
24,23,Luke Dahlhaus,FWD,8,3,3,2,0,2014,Round 7
25,23,Sam Dwyer,MID,8,1,0,0,2,2014,Round 7
26,23,Jack Gunston,FWD,8,4,1,3,0,2014,Round 7
27,23,Luke Hodge,MID,8,2,2,1,2,2014,Round 7
28,23,Will Hoskin-Elliott,FWD,8,2,1,2,1,2014,Round 7
29,23,Michael Johnson,KEYD,8,0,1,1,1,2014,Round 7
30,23,Tom Langdon,DEF,8,0,2,0,3,2014,Round 7
31,23,Jake Lloyd,FWD,8,1,0,1,0,2014,Round 7
32,23,Tom J. Lynch,KEYF,8,5,5,1,0,2014,Round 7
33,23,Sam Mayes,MID,8,0,0,1,0,2014,Round 7
34,23,Rhyce Shaw,DEF,8,1,0,1,0,2014,Round 7
35,23,Mathew Stokes,MID,8,1,0,0,3,2014,Round 7
36,23,Daniel Talia,KEYD,8,0,2,0,4,2014,Round 7
37,38,David Astbury,KEYD,7,0,0,0,1,2014,Round 7
38,38,Harley Bennell,FWD,7,4,0,1,0,2014,Round 7
39,38,Jack Billings,FWD,7,1,1,0,0,2014,Round 7
40,38,Grant Birchall,DEF,7,2,1,0,1,2014,Round 7
41,38,Jarryd Blair,FWD,7,2,1,3,0,2014,Round 7
42,38,Troy Chaplin,KEYD,7,0,0,0,2,2014,Round 7
43,38,Travis Cloke,KEYF,7,4,1,3,0,2014,Round 7
44,38,Jack Darling,KEYF,7,2,3,4,0,2014,Round 7
45,38,Courtenay Dempsey,DEF,7,0,1,0,1,2014,Round 7
46,38,Brendon Goddard,MID,7,1,1,1,0,2014,Round 7
47,38,Michael Hibberd,DEF,7,0,1,0,1,2014,Round 7
48,38,Shannon Hurn,DEF,7,0,1,0,2,2014,Round 7
49,38,Jordan Lewis,MID,7,1,0,0,0,2014,Round 7
50,38,Jarrad McVeigh,MID,7,1,0,0,3,2014,Round 7
51,38,Tendai Mzungu,MID,7,1,2,0,1,2014,Round 7
52,38,Cameron Pedersen,KEYF,7,0,1,1,0,2014,Round 7
53,38,Brent Reilly,DEF,7,0,1,1,2,2014,Round 7
54,38,Tom Rockliff,MID,7,1,0,1,0,2014,Round 7
55,38,Jay Schulz,KEYF,7,6,4,2,0,2014,Round 7
56,38,Matt Shaw,MID,7,0,0,0,1,2014,Round 7
57,38,Brodie Smith,DEF,7,0,0,0,4,2014,Round 7
58,38,Lee Spurr,DEF,7,0,0,0,0,2014,Round 7
59,38,Rhys Stanley,KEYF,7,1,3,2,1,2014,Round 7
60,38,Paul Stewart,FWD,7,0,1,0,4,2014,Round 7
61,38,Cam Sutcliffe,DEF,7,0,0,0,1,2014,Round 7
62,38,Scott D. Thompson,KEYD,7,0,2,0,3,2014,Round 7
63,38,Matthew White,FWD,7,1,0,1,0,2014,Round 7
64,65,Shaun Atley,DEF,6,0,0,2,0,2014,Round 7
65,65,Mark Baguley,DEF,6,0,0,0,1,2014,Round 7
66,65,Craig Bird,MID,6,0,0,0,0,2014,Round 7
67,65,Paul Chapman,FWD,6,1,1,0,0,2014,Round 7
68,65,Ryan Crowley,MID,6,1,0,1,0,2014,Round 7
69,65,Harry Cunningham,FWD,6,3,0,0,0,2014,Round 7
70,65,Sam Docherty,DEF,6,1,0,0,1,2014,Round 7
71,65,Nat Fyfe,MID,6,1,1,1,2,2014,Round 7
72,65,Nathan Grima,KEYD,6,0,0,1,0,2014,Round 7
73,65,Heath Grundy,KEYD,6,0,0,0,1,2014,Round 7
74,65,Dan Hannebery,MID,6,2,2,1,0,2014,Round 7
75,65,Billy Hartung,FWD,6,1,0,0,0,2014,Round 7
76,65,Nick Haynes,KEYD,6,0,1,0,2,2014,Round 7
77,65,Dyson Heppell,MID,6,0,0,1,1,2014,Round 7
78,65,Taylor Hunt,DEF,6,0,0,0,0,2014,Round 7
79,65,Kieren Jack,MID,6,3,2,0,0,2014,Round 7
80,65,Josh Jenkins,KEYF,6,0,1,1,0,2014,Round 7
81,65,Josh Kelly,FWD,6,1,1,0,1,2014,Round 7
82,65,Josh J. Kennedy,KEYF,6,0,1,1,0,2014,Round 7
83,65,Jeremy Laidler,DEF,6,0,0,0,0,2014,Round 7
84,65,Rory Laird,DEF,6,0,0,0,1,2014,Round 7
85,65,Eric Mackenzie,KEYD,6,0,2,0,4,2014,Round 7
86,65,Dustin Martin,FWD,6,0,0,0,0,2014,Round 7
87,65,Dale Morris,KEYD,6,0,0,0,3,2014,Round 7
88,65,Luke Parker,FWD,6,2,2,0,0,2014,Round 7
89,65,Jonathon Patton,KEYF,6,3,2,3,1,2014,Round 7
90,65,Matthew Pavlich,KEYF,6,0,2,2,0,2014,Round 7
91,65,Ted Richards,KEYD,6,0,0,0,1,2014,Round 7
92,65,Cyril Rioli,FWD,6,0,0,0,1,2014,Round 7
93,65,Mitch Robinson,FWD,6,3,2,1,0,2014,Round 7
94,65,Aaron Sandilands,RUC,6,0,5,0,3,2014,Round 7
95,65,Ryan Schoenmakers,KEYD,6,3,0,1,0,2014,Round 7
96,65,Dale Thomas,FWD,6,0,1,0,1,2014,Round 7
97,65,Dom Tyson,MID,6,0,0,0,1,2014,Round 7
98,99,Jed Adcock,DEF,5,0,0,0,1,2014,Round 7
99,99,Michael Barlow,MID,5,2,0,1,1,2014,Round 7
100,99,Aaron Black,KEYF,5,2,0,4,0,2014,Round 7
101,99,Luke Breust,FWD,5,4,0,1,0,2014,Round 7
102,99,Dylan Buckley,DEF,5,0,0,0,2,2014,Round 7
103,99,Matt Buntine,DEF,5,0,1,0,1,2014,Round 7
