,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Adam Cooney,MID,12,0,0,2,1,2016,Round 13
1,1,Pearce Hanley,MID,12,0,0,2,0,2016,Round 13
2,3,Jordan Murdoch,FWD,11,2,0,1,0,2016,Round 13
3,3,Dayne Zorko,MID,11,0,0,0,0,2016,Round 13
4,5,Tom Ruggles,DEF,10,0,0,0,1,2016,Round 13
5,6,Claye Beams,DEF,9,0,0,0,1,2016,Round 13
6,6,Matthew Boyd,DEF,9,0,0,0,2,2016,Round 13
7,6,Mitch Duncan,MID,9,0,0,1,1,2016,Round 13
8,6,Lachie Henderson,KEYD,9,0,1,0,1,2016,Round 13
9,6,Daniel Rich,MID,9,0,0,0,1,2016,Round 13
10,6,Josh Schache,KEYF,9,3,1,1,0,2016,Round 13
11,6,Lee Spurr,DEF,9,0,1,0,1,2016,Round 13
12,6,Matthew Suckling,DEF,9,0,1,0,2,2016,Round 13
13,6,Josh Walker,KEYF,9,3,0,2,0,2016,Round 13
14,15,Mark Blicavs,MID,8,1,1,1,0,2016,Round 13
15,15,Ben Brown,KEYF,8,3,6,2,1,2016,Round 13
16,15,Brendon Goddard,MID,8,0,0,1,1,2016,Round 13
17,15,Nick Haynes,KEYD,8,0,3,1,5,2016,Round 13
18,15,Sam Mayes,DEF,8,0,0,1,0,2016,Round 13
19,15,Jonathon Patton,KEYF,8,1,3,1,1,2016,Round 13
20,21,Jimmy Bartel,MID,7,0,0,0,0,2016,Round 13
21,21,Jamie Cripps,FWD,7,3,1,0,0,2016,Round 13
22,21,Darcy Gardiner,DEF,7,0,0,0,1,2016,Round 13
23,21,Lin Jong,FWD,7,1,2,0,0,2016,Round 13
24,21,Jamie Macmillan,DEF,7,0,0,0,0,2016,Round 13
25,21,Matthew Pavlich,KEYF,7,4,3,3,1,2016,Round 13
26,21,Tom Scully,MID,7,0,0,0,1,2016,Round 13
27,21,Heath Shaw,DEF,7,0,1,0,3,2016,Round 13
28,21,Harry Taylor,KEYD,7,0,1,0,3,2016,Round 13
29,30,Tom Barrass,KEYD,6,0,1,0,3,2016,Round 13
30,30,Shane Biggs,DEF,6,0,0,0,0,2016,Round 13
31,30,Matt Buntine,DEF,6,0,0,0,2,2016,Round 13
32,30,Caleb Daniel,FWD,6,0,0,2,0,2016,Round 13
33,30,Joe Daniher,KEYF,6,4,2,3,0,2016,Round 13
34,30,Taylor Duryea,DEF,6,0,0,0,2,2016,Round 13
35,30,Corey Enright,DEF,6,0,0,0,0,2016,Round 13
36,30,Orazio Fantasia,FWD,6,4,1,2,0,2016,Round 13
37,30,Martin Gleeson,DEF,6,1,1,0,2,2016,Round 13
38,30,Cory Gregson,FWD,6,2,1,0,0,2016,Round 13
39,30,James Gwilt,KEYD,6,0,2,0,4,2016,Round 13
40,30,Will Hams,FWD,6,0,0,1,1,2016,Round 13
41,30,Hamish Hartlett,DEF,6,0,2,0,3,2016,Round 13
42,30,Lachie Hunter,MID,6,0,0,1,0,2016,Round 13
43,30,Mark Jamar,RUC,6,1,5,0,2,2016,Round 13
44,30,Jake Kolodjashnij,DEF,6,0,1,0,1,2016,Round 13
45,30,Tom Lonergan,KEYD,6,0,0,0,0,2016,Round 13
46,30,Andrew Mackie,DEF,6,1,0,0,0,2016,Round 13
47,30,Daniel Menzel,FWD,6,3,1,0,0,2016,Round 13
48,30,Marco Paparone,DEF,6,0,0,0,0,2016,Round 13
49,30,Jasper Pittard,DEF,6,0,0,0,2,2016,Round 13
50,30,James Rose,FWD,6,1,0,2,0,2016,Round 13
51,30,Matt Taberner,KEYF,6,1,3,2,1,2016,Round 13
52,30,Robbie Tarrant,KEYD,6,0,2,0,2,2016,Round 13
53,30,Dean Towers,FWD,6,1,0,0,1,2016,Round 13
54,55,Rohan Bewick,MID,5,0,0,1,1,2016,Round 13
55,55,Grant Birchall,DEF,5,0,0,0,0,2016,Round 13
56,55,Hayden Crozier,DEF,5,0,0,0,2,2016,Round 13
57,55,Nick Dal Santo,MID,5,1,0,0,1,2016,Round 13
58,55,Jack Darling,KEYF,5,5,1,2,0,2016,Round 13
59,55,Phil Davis,KEYD,5,0,0,0,2,2016,Round 13
60,55,Zac Dawson,KEYD,5,0,0,0,2,2016,Round 13
61,55,Brad Ebert,MID,5,0,1,0,2,2016,Round 13
62,55,Toby Greene,FWD,5,1,0,0,0,2016,Round 13
63,55,Ryan Griffen,MID,5,1,0,2,0,2016,Round 13
64,55,Tom Hawkins,KEYF,5,4,4,1,0,2016,Round 13
65,55,Jesse Hogan,KEYF,5,2,0,1,0,2016,Round 13
66,55,Shannon Hurn,DEF,5,0,1,0,2,2016,Round 13
67,55,James Kelly,DEF,5,0,1,0,3,2016,Round 13
68,55,Nathan Krakouer,DEF,5,0,2,0,5,2016,Round 13
69,55,Mark LeCras,FWD,5,2,0,0,0,2016,Round 13
70,55,Chris Masten,MID,5,0,0,0,0,2016,Round 13
71,55,Chris Mayne,FWD,5,1,1,2,0,2016,Round 13
72,55,Lincoln McCarthy,FWD,5,2,0,1,0,2016,Round 13
73,55,Anthony McDonald-Tipungwuti,DEF,5,0,0,1,0,2016,Round 13
74,55,Jeremy McGovern,KEYD,5,0,2,0,3,2016,Round 13
75,55,Zach Merrett,MID,5,0,0,2,0,2016,Round 13
76,55,Sam Mitchell,MID,5,0,1,0,0,2016,Round 13
77,55,Steven Motlop,FWD,5,1,0,0,0,2016,Round 13
78,55,David Mundy,MID,5,0,0,1,0,2016,Round 13
79,55,Joel Patfull,KEYD,5,0,0,0,2,2016,Round 13
80,55,Danyle Pearce,MID,5,0,0,1,0,2016,Round 13
81,55,Brad Sheppard,DEF,5,0,1,0,2,2016,Round 13
82,55,James Sicily,FWD,5,2,3,0,0,2016,Round 13
83,55,Ben Stratton,DEF,5,0,1,0,4,2016,Round 13
84,55,Lewis Taylor,FWD,5,3,0,0,0,2016,Round 13
85,55,Scott D. Thompson,KEYD,5,0,0,0,1,2016,Round 13
86,55,Zac Williams,DEF,5,0,1,0,1,2016,Round 13
87,55,Mason Wood,FWD,5,3,1,1,0,2016,Round 13
88,55,Jack Ziebell,MID,5,1,0,0,0,2016,Round 13
89,90,Karl Amon,FWD,4,0,0,1,1,2016,Round 13
90,90,Hayden Ballantyne,FWD,4,4,0,2,0,2016,Round 13
91,90,Travis Boak,MID,4,0,0,0,1,2016,Round 13
92,90,Marcus Bontempelli,MID,4,0,0,0,0,2016,Round 13
93,90,Sam Butler,DEF,4,0,0,0,2,2016,Round 13
94,90,Zac Clarke,RUC,4,0,1,1,2,2016,Round 13
95,90,Stephen Coniglio,MID,4,0,0,0,2,2016,Round 13
96,90,Patrick Dangerfield,MID,4,1,1,1,0,2016,Round 13
97,90,Courtenay Dempsey,DEF,4,0,0,0,3,2016,Round 13
98,90,Trent Dumont,MID,4,0,0,0,0,2016,Round 13
99,90,Lance Franklin,KEYF,4,3,1,2,0,2016,Round 13
100,90,Sam Gibson,MID,4,0,1,0,1,2016,Round 13
101,90,Brent Harvey,FWD,4,0,0,1,1,2016,Round 13
102,90,Bradley Hill,FWD,4,0,0,0,0,2016,Round 13
103,90,Josh Hill,FWD,4,2,2,0,1,2016,Round 13
104,90,Daniel Howe,DEF,4,1,0,0,0,2016,Round 13
105,90,Mark Hutchings,MID,4,1,0,0,0,2016,Round 13
