,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Shannon Hurn,DEF,14,0,1,0,7,2019,Semi Finals
1,2,Joel Selwood,MID,11,1,0,2,3,2019,Semi Finals
2,3,Zach Tuohy,DEF,8,0,0,0,0,2019,Semi Finals
3,4,Andrew Gaff,MID,7,1,0,0,1,2019,Semi Finals
4,4,Cameron Guthrie,MID,7,0,0,0,0,2019,Semi Finals
5,4,Eric Hipwood,KEYF,7,4,3,4,0,2019,Semi Finals
6,4,Lewis Jetta,DEF,7,0,0,0,0,2019,Semi Finals
7,4,Jeremy McGovern,KEYD,7,0,0,0,1,2019,Semi Finals
8,9,Jeremy Cameron,KEYF,6,2,1,0,1,2019,Semi Finals
9,9,Patrick Dangerfield,MID,6,1,4,0,2,2019,Semi Finals
10,9,Phil Davis,KEYD,6,0,1,0,6,2019,Semi Finals
11,9,Tom Hawkins,KEYF,6,4,4,1,0,2019,Semi Finals
12,9,Nick Haynes,DEF,6,0,0,0,3,2019,Semi Finals
13,9,Tim Kelly,MID,6,2,0,1,0,2019,Semi Finals
14,9,Jake Kolodjashnij,DEF,6,0,2,0,2,2019,Semi Finals
15,9,Chris Masten,MID,6,0,1,0,1,2019,Semi Finals
16,9,Luke Shuey,MID,6,0,0,0,1,2019,Semi Finals
17,18,Marcus Adams,KEYD,5,0,0,0,3,2019,Semi Finals
18,18,Jack Darling,KEYF,5,2,4,0,0,2019,Semi Finals
19,18,Darcy Gardiner,DEF,5,0,1,0,1,2019,Semi Finals
20,18,Jack Henry,DEF,5,0,0,0,1,2019,Semi Finals
21,18,Luke Hodge,DEF,5,0,0,1,1,2019,Semi Finals
22,18,Adam Kennedy,DEF,5,0,0,0,0,2019,Semi Finals
23,18,Jarryd Lyons,MID,5,1,1,0,0,2019,Semi Finals
24,18,Daniel McStay,KEYF,5,1,3,1,0,2019,Semi Finals
25,18,Gryan Miers,FWD,5,1,0,0,0,2019,Semi Finals
26,18,Esava Ratugolea,KEYF,5,3,4,0,0,2019,Semi Finals
27,18,Brad Sheppard,DEF,5,0,1,0,3,2019,Semi Finals
28,18,Tom Stewart,DEF,5,0,0,0,3,2019,Semi Finals
29,18,Jake Waterman,KEYF,5,0,1,2,0,2019,Semi Finals
30,18,Zac Williams,DEF,5,0,2,0,3,2019,Semi Finals
31,18,Alex Witherden,DEF,5,0,1,0,1,2019,Semi Finals
32,18,Dayne Zorko,MID,5,1,0,0,0,2019,Semi Finals
33,34,Gary Ablett,FWD,4,3,0,2,0,2019,Semi Finals
34,34,Jarrod Berry,MID,4,1,0,1,1,2019,Semi Finals
35,34,Charles Cameron,FWD,4,2,0,2,0,2019,Semi Finals
36,34,Allen Christensen,FWD,4,0,0,0,0,2019,Semi Finals
37,34,Jamie Cripps,FWD,4,0,0,0,0,2019,Semi Finals
38,34,Luke Dahlhaus,FWD,4,2,0,1,1,2019,Semi Finals
39,34,Hugh McCluggage,MID,4,0,0,0,0,2019,Semi Finals
40,34,Sam Menegola,MID,4,0,0,0,0,2019,Semi Finals
41,34,Jack Petruccelle,FWD,4,0,0,0,0,2019,Semi Finals
42,34,Elliot Yeo,MID,4,0,1,0,0,2019,Semi Finals
43,44,Jed Bews,DEF,3,0,0,0,0,2019,Semi Finals
44,44,Aidan Corr,KEYD,3,0,0,0,1,2019,Semi Finals
45,44,Jeremy Finlayson,KEYF,3,1,0,1,0,2019,Semi Finals
46,44,Tom Hickey,RUC,3,0,2,0,2,2019,Semi Finals
47,44,Jacob Hopper,MID,3,1,0,0,0,2019,Semi Finals
48,44,Josh Kelly,MID,3,1,0,0,0,2019,Semi Finals
49,44,Nic Naitanui,RUC,3,1,1,0,1,2019,Semi Finals
50,44,Jackson Nelson,DEF,3,0,1,0,1,2019,Semi Finals
51,44,Brandan Parfitt,FWD,3,0,0,0,0,2019,Semi Finals
52,44,Nick Robertson,DEF,3,0,0,0,0,2019,Semi Finals
53,44,Heath Shaw,DEF,3,0,1,0,2,2019,Semi Finals
54,44,Harry Taylor,KEYD,3,0,1,0,2,2019,Semi Finals
55,44,Sam Taylor,KEYD,3,0,1,0,3,2019,Semi Finals
56,57,Harris Andrews,KEYD,2,0,1,0,1,2019,Semi Finals
57,57,Noah Answerth,DEF,2,0,0,0,0,2019,Semi Finals
58,57,Mark Blicavs,KEYD,2,0,1,0,1,2019,Semi Finals
59,57,Toby Greene,FWD,2,1,1,0,0,2019,Semi Finals
60,57,Mark Hutchings,MID,2,0,0,0,0,2019,Semi Finals
61,57,Josh J. Kennedy,KEYF,2,1,0,1,0,2019,Semi Finals
62,57,Daniel Lloyd,FWD,2,1,0,1,0,2019,Semi Finals
63,57,Lincoln McCarthy,FWD,2,0,0,0,0,2019,Semi Finals
64,57,Shane Mumford,RUC,2,0,2,0,2,2019,Semi Finals
65,57,Lachie Neale,MID,2,0,0,0,0,2019,Semi Finals
66,57,Mark O'Connor,DEF,2,0,0,0,0,2019,Semi Finals
67,57,Harry Perryman,MID,2,0,0,0,0,2019,Semi Finals
68,57,Cam Rayner,FWD,2,0,0,0,0,2019,Semi Finals
69,57,Daniel Rich,DEF,2,0,0,0,0,2019,Semi Finals
70,57,Will Schofield,KEYD,2,0,0,0,0,2019,Semi Finals
71,57,Tim Taranto,MID,2,1,0,0,1,2019,Semi Finals
72,57,Adam Tomlinson,MID,2,1,0,0,0,2019,Semi Finals
73,57,Matt de Boer,MID,2,0,0,0,0,2019,Semi Finals
74,75,Tom Atkins,FWD,1,0,0,0,0,2019,Semi Finals
75,75,Zac Bailey,DEF,1,0,0,0,0,2019,Semi Finals
76,75,Tom Barrass,KEYD,1,0,0,0,0,2019,Semi Finals
77,75,Oscar McInerney,RUC,1,1,1,0,0,2019,Semi Finals
78,75,Quinton Narkle,MID,1,0,0,0,0,2019,Semi Finals
79,75,Sam J. Reid,DEF,1,1,0,0,0,2019,Semi Finals
80,75,Liam Ryan,FWD,1,0,0,0,0,2019,Semi Finals
81,75,Dom Sheed,MID,1,0,0,0,0,2019,Semi Finals
82,75,Rhys Stanley,RUC,1,0,0,0,0,2019,Semi Finals
83,75,Lachie Whitfield,FWD,1,0,0,0,0,2019,Semi Finals
84,85,Brent Daniels,FWD,0,0,0,0,0,2019,Semi Finals
85,85,Harry Himmelberg,KEYF,0,0,0,0,0,2019,Semi Finals
86,85,Stefan Martin,RUC,0,0,0,0,0,2019,Semi Finals
87,85,Jack Redden,MID,0,0,0,0,0,2019,Semi Finals
