,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Sam Menegola,MID,7,0,0,1,2,2020,Preliminary Finals
1,2,Lachie Henderson,KEYD,6,0,1,1,1,2020,Preliminary Finals
2,2,Ryan Lester,DEF,6,0,1,0,4,2020,Preliminary Finals
3,2,Hugh McCluggage,MID,6,0,0,1,0,2020,Preliminary Finals
4,5,Mitch Duncan,MID,5,0,0,0,0,2020,Preliminary Finals
5,5,Xavier Duursma,MID,5,1,0,0,2,2020,Preliminary Finals
6,5,Tom Hawkins,KEYF,5,5,0,4,0,2020,Preliminary Finals
7,5,Jack Henry,DEF,5,1,3,0,1,2020,Preliminary Finals
8,5,Lachie Neale,MID,5,0,0,0,0,2020,Preliminary Finals
9,5,Mark O'Connor,DEF,5,0,0,0,0,2020,Preliminary Finals
10,5,Jack Payne,KEYD,5,0,4,1,4,2020,Preliminary Finals
11,12,Gary Ablett,FWD,4,2,1,0,0,2020,Preliminary Finals
12,12,Harris Andrews,KEYD,4,0,2,0,3,2020,Preliminary Finals
13,12,Jed Bews,DEF,4,0,0,0,2,2020,Preliminary Finals
14,12,Shai Bolton,MID,4,1,0,0,0,2020,Preliminary Finals
15,12,Charlie Dixon,KEYF,4,1,3,0,0,2020,Preliminary Finals
16,12,Brad Ebert,FWD,4,0,0,0,2,2020,Preliminary Finals
17,12,Tom J. Lynch,KEYF,4,2,1,1,1,2020,Preliminary Finals
18,12,Toby Nankervis,RUC,4,0,1,0,4,2020,Preliminary Finals
19,12,Daniel Rich,DEF,4,0,0,0,0,2020,Preliminary Finals
20,12,Gary Rohan,FWD,4,1,0,2,0,2020,Preliminary Finals
21,12,Connor Rozee,FWD,4,1,0,0,0,2020,Preliminary Finals
22,23,Noah Balta,KEYD,3,1,2,1,2,2020,Preliminary Finals
23,23,Grant Birchall,DEF,3,0,0,0,0,2020,Preliminary Finals
24,23,Travis Boak,MID,3,1,0,0,0,2020,Preliminary Finals
25,23,Nathan Broad,DEF,3,0,0,0,3,2020,Preliminary Finals
26,23,Tom Clurey,KEYD,3,0,0,0,2,2020,Preliminary Finals
27,23,Patrick Dangerfield,MID,3,0,1,1,0,2020,Preliminary Finals
28,23,Eric Hipwood,KEYF,3,1,2,0,0,2020,Preliminary Finals
29,23,Dustin Martin,FWD,3,1,2,0,0,2020,Preliminary Finals
30,23,Trent McKenzie,KEYD,3,0,1,0,2,2020,Preliminary Finals
31,23,Gryan Miers,FWD,3,1,0,0,0,2020,Preliminary Finals
32,23,Brandan Parfitt,MID,3,1,0,0,0,2020,Preliminary Finals
33,23,Joel Selwood,MID,3,0,0,0,0,2020,Preliminary Finals
34,23,Rhys Stanley,RUC,3,1,0,0,2,2020,Preliminary Finals
35,23,Tom Stewart,DEF,3,0,0,0,2,2020,Preliminary Finals
36,23,Harry Taylor,KEYD,3,0,0,0,1,2020,Preliminary Finals
37,23,Ollie Wines,MID,3,0,0,0,0,2020,Preliminary Finals
38,39,Zac Bailey,FWD,2,0,0,0,0,2020,Preliminary Finals
39,39,Jarrod Berry,MID,2,0,0,0,0,2020,Preliminary Finals
40,39,Mark Blicavs,KEYD,2,0,0,0,1,2020,Preliminary Finals
41,39,Darcy Byrne-Jones,DEF,2,0,1,0,1,2020,Preliminary Finals
42,39,Luke Dahlhaus,FWD,2,0,0,0,0,2020,Preliminary Finals
43,39,Cameron Ellis-Yolmen,FWD,2,0,1,0,0,2020,Preliminary Finals
44,39,Cameron Guthrie,MID,2,0,0,0,0,2020,Preliminary Finals
45,39,Dan Houston,DEF,2,0,2,0,2,2020,Preliminary Finals
46,39,Tom Jonas,KEYD,2,0,0,0,0,2020,Preliminary Finals
47,39,Scott Lycett,RUC,2,1,0,0,0,2020,Preliminary Finals
48,39,Oscar McInerney,RUC,2,0,1,0,2,2020,Preliminary Finals
49,39,Kamdyn McIntosh,MID,2,0,1,0,0,2020,Preliminary Finals
50,39,Daniel McStay,KEYF,2,1,1,0,0,2020,Preliminary Finals
51,39,Marlion Pickett,MID,2,1,0,0,1,2020,Preliminary Finals
52,39,Cam Rayner,FWD,2,1,0,1,0,2020,Preliminary Finals
53,39,Daniel Rioli,FWD,2,0,0,1,0,2020,Preliminary Finals
54,39,Mitch Robinson,MID,2,0,0,0,0,2020,Preliminary Finals
55,39,Sam Simpson,FWD,2,0,0,0,0,2020,Preliminary Finals
56,39,Brandon Starcevich,DEF,2,0,1,0,1,2020,Preliminary Finals
