,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Charlie Ballard,KEYD,15,0,3,0,6,2019,Round 20
1,2,Jacob Dawson,DEF,14,0,2,0,4,2019,Round 20
2,3,Jeremy McGovern,KEYD,13,0,4,0,6,2019,Round 20
3,4,Jack Crisp,DEF,12,0,1,0,4,2019,Round 20
4,4,Nick Haynes,DEF,12,0,4,1,8,2019,Round 20
5,4,Rory Laird,DEF,12,0,0,0,1,2019,Round 20
6,7,Hayden Crozier,DEF,11,0,1,0,6,2019,Round 20
7,7,Jarrod Harbrow,DEF,11,0,0,0,0,2019,Round 20
8,7,Will Hoskin-Elliott,FWD,11,5,2,5,1,2019,Round 20
9,7,Jeremy Howe,KEYD,11,0,1,0,4,2019,Round 20
10,7,Harry McKay,KEYF,11,1,2,4,1,2019,Round 20
11,7,Wayne Milera,DEF,11,0,1,0,2,2019,Round 20
12,7,Nic Newman,DEF,11,1,0,0,1,2019,Round 20
13,14,Bayley Fritsch,DEF,10,4,1,1,1,2019,Round 20
14,14,Eric Hipwood,KEYF,10,6,2,1,0,2019,Round 20
15,14,Dan Houston,DEF,10,2,1,0,0,2019,Round 20
16,14,Brody Mihocek,KEYF,10,4,4,4,0,2019,Round 20
17,14,Aaron Naughton,KEYF,10,4,3,4,1,2019,Round 20
18,14,Sam J. Reid,DEF,10,0,0,0,1,2019,Round 20
19,14,Heath Shaw,DEF,10,0,1,0,3,2019,Round 20
20,14,Jayden Short,DEF,10,0,0,0,2,2019,Round 20
21,14,Zac Williams,DEF,10,0,0,1,0,2019,Round 20
22,23,Mitch Duncan,MID,9,1,0,1,0,2019,Round 20
23,23,Max Gawn,RUC,9,0,2,0,5,2019,Round 20
24,23,Jack Lukosius,DEF,9,0,0,0,0,2019,Round 20
25,23,Tom Lynch,FWD,9,1,1,1,1,2019,Round 20
26,23,Tom Papley,FWD,9,2,0,4,1,2019,Round 20
27,23,Sam Powell-Pepper,FWD,9,2,2,0,2,2019,Round 20
28,23,Jordan Roughead,KEYD,9,0,2,0,3,2019,Round 20
29,23,Rory Sloane,MID,9,0,1,0,1,2019,Round 20
30,23,Tom Stewart,DEF,9,0,1,0,3,2019,Round 20
31,23,Jacob Weitering,KEYD,9,0,2,1,2,2019,Round 20
32,23,Lachie Whitfield,FWD,9,1,0,1,0,2019,Round 20
