,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jeremy McGovern,KEYD,15,0,5,0,7,2017,Finals Week 1
1,2,Jake Lloyd,DEF,14,1,0,0,3,2017,Finals Week 1
2,3,Heath Grundy,KEYD,10,0,3,0,4,2017,Finals Week 1
3,3,Michael Hurley,KEYD,10,0,1,1,2,2017,Finals Week 1
4,3,Jake Kelly,DEF,10,0,0,0,2,2017,Finals Week 1
5,3,Tom Lynch,FWD,10,1,2,2,1,2017,Finals Week 1
6,3,Nick Vlastuin,DEF,10,1,2,0,6,2017,Finals Week 1
7,8,Zak Jones,MID,9,0,2,1,3,2017,Finals Week 1
8,8,Callum Mills,DEF,9,0,4,0,4,2017,Finals Week 1
9,8,Callum Sinclair,RUC,9,4,4,1,0,2017,Finals Week 1
10,11,Nathan Broad,DEF,8,0,0,0,3,2017,Finals Week 1
11,11,Andrew Gaff,MID,8,0,0,0,2,2017,Finals Week 1
12,11,Dan Hannebery,MID,8,0,0,2,1,2017,Finals Week 1
13,11,Shannon Hurn,DEF,8,0,2,0,6,2017,Finals Week 1
14,11,Eric Mackenzie,KEYD,8,0,3,0,1,2017,Finals Week 1
15,11,Andrew Mackie,DEF,8,0,0,0,4,2017,Finals Week 1
16,17,Mark Baguley,DEF,7,0,0,0,2,2017,Finals Week 1
17,17,Josh Caddy,FWD,7,4,1,1,2,2017,Finals Week 1
18,17,Jamie Cripps,FWD,7,1,1,2,0,2017,Finals Week 1
19,17,Charlie Dixon,KEYF,7,4,3,3,1,2017,Finals Week 1
20,17,Martin Gleeson,DEF,7,0,1,0,3,2017,Finals Week 1
21,17,Dougal Howard,KEYD,7,0,0,0,4,2017,Finals Week 1
22,17,Mark Hutchings,FWD,7,0,0,1,1,2017,Finals Week 1
23,17,Drew Petrie,KEYF,7,2,3,1,2,2017,Finals Week 1
24,17,Brad Sheppard,DEF,7,0,0,0,2,2017,Finals Week 1
25,17,Nick Smith,DEF,7,0,0,0,2,2017,Finals Week 1
26,17,Taylor Walker,KEYF,7,4,3,2,1,2017,Finals Week 1
27,28,Travis Colyer,MID,6,0,0,1,0,2017,Finals Week 1
28,28,Harry Cunningham,FWD,6,0,1,1,2,2017,Finals Week 1
29,28,Joe Daniher,KEYF,6,2,3,2,0,2017,Finals Week 1
30,28,Shane Edwards,FWD,6,2,0,0,2,2017,Finals Week 1
31,28,Brendon Goddard,MID,6,0,0,0,2,2017,Finals Week 1
32,28,Sam Gray,FWD,6,2,1,1,0,2017,Finals Week 1
33,28,Robbie Gray,FWD,6,2,1,3,1,2017,Finals Week 1
34,28,Shaun Grigg,MID,6,1,0,0,1,2017,Finals Week 1
35,28,Tom Hawkins,KEYF,6,1,0,4,0,2017,Finals Week 1
36,28,Isaac Heeney,MID,6,2,1,1,0,2017,Finals Week 1
37,28,Dan Houston,DEF,6,0,1,0,2,2017,Finals Week 1
38,28,Lewis Jetta,FWD,6,0,0,2,0,2017,Finals Week 1
39,28,Josh Kelly,MID,6,1,0,1,0,2017,Finals Week 1
40,28,Conor McKenna,DEF,6,0,0,1,0,2017,Finals Week 1
41,28,Jonathon Patton,KEYF,6,2,1,2,2,2017,Finals Week 1
42,28,Dion Prestia,MID,6,1,0,1,1,2017,Finals Week 1
43,28,Dane Rampe,KEYD,6,0,0,0,2,2017,Finals Week 1
44,28,Alex Rance,KEYD,6,0,2,0,3,2017,Finals Week 1
45,28,Sam Reid,KEYF,6,1,2,3,0,2017,Finals Week 1
46,28,Jack Riewoldt,KEYF,6,2,1,2,0,2017,Finals Week 1
47,28,Dom Sheed,MID,6,0,0,1,1,2017,Finals Week 1
48,28,Justin Westhoff,MID,6,0,1,0,2,2017,Finals Week 1
49,28,Chad Wingard,FWD,6,1,1,3,0,2017,Finals Week 1
50,28,Elliot Yeo,DEF,6,0,0,0,2,2017,Finals Week 1
51,52,Karl Amon,MID,5,1,0,0,1,2017,Finals Week 1
52,52,Rory Atkins,MID,5,0,0,1,0,2017,Finals Week 1
53,52,Tom Barrass,KEYD,5,0,1,0,4,2017,Finals Week 1
54,52,Darcy Byrne-Jones,DEF,5,0,2,0,4,2017,Finals Week 1
55,52,Patrick Dangerfield,MID,5,0,2,0,1,2017,Finals Week 1
56,52,Orazio Fantasia,FWD,5,0,0,4,0,2017,Finals Week 1
57,52,Zach Guthrie,DEF,5,1,2,0,1,2017,Finals Week 1
58,52,Hamish Hartlett,DEF,5,0,0,0,1,2017,Finals Week 1
59,52,Bachar Houli,DEF,5,0,0,0,1,2017,Finals Week 1
60,52,David Mackay,MID,5,1,0,1,0,2017,Finals Week 1
61,52,Kamdyn McIntosh,MID,5,0,1,0,2,2017,Finals Week 1
62,52,Jarrad McVeigh,DEF,5,0,0,1,0,2017,Finals Week 1
63,52,Sam Mitchell,MID,5,0,1,0,0,2017,Finals Week 1
64,52,Nic Newman,MID,5,1,1,0,1,2017,Finals Week 1
65,52,Matthew Priddis,MID,5,1,0,0,0,2017,Finals Week 1
66,52,Gary Rohan,FWD,5,2,2,1,0,2017,Finals Week 1
67,52,Luke Shuey,MID,5,0,0,0,0,2017,Finals Week 1
68,52,James Stewart,KEYF,5,1,1,2,1,2017,Finals Week 1
69,52,Callan Ward,MID,5,1,1,0,1,2017,Finals Week 1
70,71,Patrick Ambrose,KEYD,4,0,1,0,1,2017,Finals Week 1
71,71,David Astbury,KEYD,4,0,1,0,1,2017,Finals Week 1
72,71,Jed Bews,DEF,4,0,1,0,1,2017,Finals Week 1
73,71,Mark Blicavs,MID,4,0,0,0,2,2017,Finals Week 1
74,71,Brad Crouch,MID,4,0,0,1,0,2017,Finals Week 1
75,71,Liam Duggan,DEF,4,0,0,0,1,2017,Finals Week 1
76,71,Mitch Duncan,MID,4,1,0,0,1,2017,Finals Week 1
77,71,Toby Greene,FWD,4,0,2,2,0,2017,Finals Week 1
78,71,Kyle Hartigan,KEYD,4,0,0,0,1,2017,Finals Week 1
79,71,George Hewett,FWD,4,1,0,1,0,2017,Finals Week 1
80,71,James Kelly,DEF,4,0,0,0,0,2017,Finals Week 1
81,71,Riley Knight,FWD,4,0,1,0,1,2017,Finals Week 1
82,71,Kane Lambert,FWD,4,1,0,0,0,2017,Finals Week 1
83,71,Jake Lever,KEYD,4,0,0,0,2,2017,Finals Week 1
84,71,Rory Lobb,KEYF,4,1,2,1,1,2017,Finals Week 1
85,71,Andrew McGrath,DEF,4,0,0,0,0,2017,Finals Week 1
86,71,Steven Motlop,FWD,4,0,0,0,1,2017,Finals Week 1
87,71,Jasper Pittard,DEF,4,0,1,0,2,2017,Finals Week 1
88,71,Jared Polec,MID,4,0,0,0,1,2017,Finals Week 1
89,71,Daniel Talia,KEYD,4,0,0,0,0,2017,Finals Week 1
90,71,Zach Tuohy,DEF,4,0,1,0,2,2017,Finals Week 1
91,71,Lachie Whitfield,MID,4,1,0,1,0,2017,Finals Week 1
92,71,Zac Williams,DEF,4,1,0,0,0,2017,Finals Week 1
93,71,Ollie Wines,MID,4,0,1,0,1,2017,Finals Week 1
94,71,David Zaharakis,MID,4,0,0,1,0,2017,Finals Week 1
95,71,Matt de Boer,FWD,4,0,0,1,0,2017,Finals Week 1
96,97,Josh Begley,FWD,3,2,0,0,0,2017,Finals Week 1
97,97,Riley Bonner,DEF,3,0,0,0,0,2017,Finals Week 1
98,97,Jeremy Cameron,KEYF,3,0,0,1,0,2017,Finals Week 1
99,97,Tom Clurey,KEYD,3,0,0,0,0,2017,Finals Week 1
