,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Heath Shaw,DEF,14,0,3,0,7,2016,Round 5
1,2,Nick Riewoldt,KEYF,11,3,3,2,0,2016,Round 5
2,3,Jesse Hogan,KEYF,10,3,2,1,2,2016,Round 5
3,3,Josh J. Kennedy,KEYF,10,2,1,4,0,2016,Round 5
4,3,Lachie Neale,MID,10,1,0,1,1,2016,Round 5
5,3,Ted Richards,KEYD,10,0,6,0,8,2016,Round 5
6,3,Harry Taylor,KEYD,10,0,2,0,4,2016,Round 5
7,3,Jarrad Waite,KEYF,10,5,3,5,0,2016,Round 5
8,9,Toby Greene,FWD,9,3,2,3,0,2016,Round 5
9,9,Tom Hawkins,KEYF,9,4,5,3,0,2016,Round 5
10,9,Michael Johnson,KEYD,9,0,1,0,3,2016,Round 5
11,9,Robbie Tarrant,KEYD,9,0,2,0,4,2016,Round 5
12,13,Harris Andrews,KEYD,8,0,1,0,4,2016,Round 5
13,13,Corey Enright,DEF,8,0,0,0,4,2016,Round 5
14,13,Michael Hartley,KEYD,8,0,3,0,6,2016,Round 5
15,13,Josh Kelly,MID,8,0,0,0,0,2016,Round 5
16,13,Ryan Lester,FWD,8,2,1,0,0,2016,Round 5
17,13,Tom J. Lynch,KEYF,8,3,4,1,1,2016,Round 5
18,13,Tom McDonald,KEYD,8,0,4,0,5,2016,Round 5
19,13,Dale Morris,KEYD,8,0,2,0,5,2016,Round 5
20,13,Tom Papley,FWD,8,1,2,0,0,2016,Round 5
21,13,Joel Selwood,MID,8,3,1,1,1,2016,Round 5
22,13,Matt Taberner,KEYF,8,1,1,3,2,2016,Round 5
23,13,Peter Wright,KEYF,8,2,4,1,3,2016,Round 5
24,25,Mitch Brown,KEYF,7,4,0,1,0,2016,Round 5
25,25,Sam Butler,DEF,7,1,3,0,3,2016,Round 5
26,25,Tom Campbell,RUC,7,3,5,0,1,2016,Round 5
27,25,Stephen Coniglio,MID,7,0,1,0,0,2016,Round 5
28,25,Phil Davis,KEYD,7,0,2,0,4,2016,Round 5
29,25,Max Gawn,RUC,7,2,4,1,2,2016,Round 5
30,25,Sam Gilbert,KEYD,7,0,0,0,0,2016,Round 5
31,25,Ryan Griffen,MID,7,1,0,0,1,2016,Round 5
32,25,Heath Grundy,KEYD,7,0,3,0,6,2016,Round 5
33,25,James Kelly,DEF,7,1,0,0,0,2016,Round 5
34,25,Kade Kolodjashnij,DEF,7,0,0,0,3,2016,Round 5
35,25,Heritier Lumumba,DEF,7,0,0,0,1,2016,Round 5
36,25,Stefan Martin,RUC,7,1,2,0,2,2016,Round 5
37,25,Joel Patfull,KEYD,7,0,0,0,2,2016,Round 5
38,25,Ben Reid,KEYD,7,0,3,0,3,2016,Round 5
39,25,Jack Riewoldt,KEYF,7,2,3,1,1,2016,Round 5
40,25,Matt Rosa,MID,7,0,0,0,0,2016,Round 5
41,25,Shane Savage,DEF,7,1,0,0,1,2016,Round 5
42,25,Tom Scully,MID,7,0,0,1,0,2016,Round 5
43,25,Steele Sidebottom,MID,7,1,2,0,2,2016,Round 5
44,25,Kade Simpson,DEF,7,0,0,0,1,2016,Round 5
45,25,Scott D. Thompson,KEYD,7,0,1,0,3,2016,Round 5
46,47,Rory Atkins,MID,6,0,2,0,2,2016,Round 5
47,47,Mark Baguley,DEF,6,0,0,0,3,2016,Round 5
48,47,Ryan Bastinac,MID,6,1,2,0,2,2016,Round 5
49,47,Matthew Boyd,DEF,6,0,2,1,3,2016,Round 5
50,47,Levi Casboult,KEYF,6,2,1,3,0,2016,Round 5
51,47,Nick Dal Santo,MID,6,0,0,1,0,2016,Round 5
52,47,Joe Daniher,KEYF,6,2,2,3,0,2016,Round 5
53,47,Jordan De Goey,FWD,6,1,1,1,0,2016,Round 5
54,47,Matt Dea,DEF,6,0,0,0,0,2016,Round 5
55,47,Lynden Dunn,KEYD,6,0,0,0,1,2016,Round 5
56,47,Taylor Duryea,DEF,6,0,0,0,2,2016,Round 5
57,47,Alex Fasolo,FWD,6,3,1,2,1,2016,Round 5
58,47,Sam Fisher,KEYD,6,0,0,0,1,2016,Round 5
59,47,James Frawley,KEYD,6,0,0,0,3,2016,Round 5
60,47,Andrew Gaff,MID,6,1,0,0,1,2016,Round 5
61,47,Sam Grimley,KEYF,6,2,0,3,0,2016,Round 5
62,47,Pearce Hanley,MID,6,1,0,0,1,2016,Round 5
63,47,George Hewett,FWD,6,2,0,2,1,2016,Round 5
64,47,Jeremy Howe,DEF,6,2,2,0,0,2016,Round 5
65,47,Shannon Hurn,DEF,6,0,0,0,4,2016,Round 5
66,47,Tom Jonas,DEF,6,0,1,0,3,2016,Round 5
67,47,Jake Kolodjashnij,DEF,6,0,0,0,0,2016,Round 5
68,47,Tom Lonergan,KEYD,6,0,0,0,2,2016,Round 5
69,47,Jack Newnes,MID,6,0,0,0,0,2016,Round 5
70,47,Adam Oxley,DEF,6,0,2,0,3,2016,Round 5
71,47,Darcy Parish,MID,6,0,0,0,0,2016,Round 5
72,47,Scott Pendlebury,MID,6,0,0,0,0,2016,Round 5
73,47,Drew Petrie,KEYF,6,2,2,1,1,2016,Round 5
74,47,Tom Rockliff,MID,6,1,0,0,0,2016,Round 5
75,47,Jack Sinclair,FWD,6,0,0,0,0,2016,Round 5
76,47,Isaac Smith,FWD,6,1,0,0,0,2016,Round 5
77,47,Zac Smith,RUC,6,1,1,0,0,2016,Round 5
78,47,Lee Spurr,DEF,6,0,0,0,1,2016,Round 5
79,47,Scott Thompson,MID,6,0,0,0,0,2016,Round 5
80,47,Adam Treloar,MID,6,1,0,0,0,2016,Round 5
81,47,Mitch Wallis,FWD,6,2,0,0,0,2016,Round 5
82,47,Dayne Zorko,MID,6,0,1,1,2,2016,Round 5
83,84,David Astbury,KEYD,5,0,3,0,4,2016,Round 5
84,84,Shaun Atley,DEF,5,0,0,0,0,2016,Round 5
85,84,Jimmy Bartel,MID,5,0,0,0,0,2016,Round 5
86,84,Tom Bell,FWD,5,1,0,0,0,2016,Round 5
87,84,Rohan Bewick,MID,5,1,0,0,0,2016,Round 5
88,84,Grant Birchall,DEF,5,0,0,0,0,2016,Round 5
89,84,Luke Breust,FWD,5,1,2,1,1,2016,Round 5
90,84,Ben Brown,KEYF,5,2,3,0,0,2016,Round 5
91,84,Josh Bruce,KEYF,5,0,3,1,1,2016,Round 5
92,84,Matt Buntine,DEF,5,0,0,0,1,2016,Round 5
93,84,Ciaran Byrne,DEF,5,0,4,0,5,2016,Round 5
94,84,Kyle Cheney,DEF,5,0,0,0,2,2016,Round 5
95,84,Jamie Cripps,FWD,5,0,0,1,1,2016,Round 5
96,84,Lance Franklin,KEYF,5,3,0,1,0,2016,Round 5
97,84,Jack Frost,KEYD,5,1,1,0,0,2016,Round 5
98,84,Sam Gibson,MID,5,0,0,1,0,2016,Round 5
99,84,Brendon Goddard,MID,5,0,0,0,2,2016,Round 5
100,84,Jarrad Grant,FWD,5,1,0,1,0,2016,Round 5
