,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Isaac Heeney,FWD,9,1,2,0,1,2016,Semi Finals
1,2,Luke Hodge,DEF,8,0,2,0,2,2016,Semi Finals
2,2,Josh P. Kennedy,MID,8,1,0,1,0,2016,Semi Finals
3,2,Jack Macrae,FWD,8,0,0,0,0,2016,Semi Finals
4,2,Liam Picken,MID,8,1,1,0,0,2016,Semi Finals
5,2,Taylor Walker,KEYF,8,2,4,2,0,2016,Semi Finals
6,7,Jeremy Laidler,DEF,7,0,1,0,2,2016,Semi Finals
7,7,Nick Smith,DEF,7,0,1,0,4,2016,Semi Finals
8,9,Caleb Daniel,FWD,6,0,0,0,0,2016,Semi Finals
9,9,Josh Dunkley,FWD,6,2,1,2,0,2016,Semi Finals
10,9,Heath Grundy,KEYD,6,0,0,0,3,2016,Semi Finals
11,9,Jack Gunston,KEYF,6,2,0,2,0,2016,Semi Finals
12,9,Kyle Hartigan,KEYD,6,0,2,0,5,2016,Semi Finals
13,9,Jason Johannisen,DEF,6,0,0,1,0,2016,Semi Finals
14,9,Rory Laird,DEF,6,0,0,0,3,2016,Semi Finals
15,9,Dane Rampe,KEYD,6,0,0,0,1,2016,Semi Finals
16,9,James Sicily,FWD,6,3,0,0,0,2016,Semi Finals
17,18,Aliir Aliir,KEYD,5,0,1,0,2,2016,Semi Finals
18,18,Rory Atkins,MID,5,0,0,0,0,2016,Semi Finals
19,18,Marcus Bontempelli,MID,5,1,1,0,0,2016,Semi Finals
20,18,Shaun Burgoyne,DEF,5,1,0,1,0,2016,Semi Finals
21,18,Matt Crouch,MID,5,0,0,0,0,2016,Semi Finals
22,18,Tory Dickson,FWD,5,3,0,1,0,2016,Semi Finals
23,18,Taylor Duryea,DEF,5,0,0,0,2,2016,Semi Finals
24,18,Kieren Jack,MID,5,0,0,0,1,2016,Semi Finals
25,18,Tom Lynch,FWD,5,2,0,1,0,2016,Semi Finals
26,18,Ben McGlynn,FWD,5,2,0,2,0,2016,Semi Finals
27,18,Mitch McGovern,KEYF,5,1,1,1,0,2016,Semi Finals
28,18,Xavier Richards,KEYF,5,1,2,1,0,2016,Semi Finals
29,18,Cyril Rioli,FWD,5,2,2,1,0,2016,Semi Finals
30,18,Brendan Whitecross,FWD,5,0,1,0,0,2016,Semi Finals
31,32,Grant Birchall,DEF,4,0,1,0,2,2016,Semi Finals
32,32,Tom Boyd,KEYF,4,1,0,1,0,2016,Semi Finals
33,32,Luke Breust,FWD,4,2,0,1,0,2016,Semi Finals
34,32,Kyle Cheney,DEF,4,0,2,0,3,2016,Semi Finals
35,32,Richard Douglas,FWD,4,1,0,0,0,2016,Semi Finals
36,32,Josh Gibson,KEYD,4,0,1,0,1,2016,Semi Finals
37,32,Brodie Smith,DEF,4,0,1,0,1,2016,Semi Finals
38,32,Ben Stratton,DEF,4,0,1,0,2,2016,Semi Finals
39,32,Jake Stringer,FWD,4,3,1,2,0,2016,Semi Finals
40,32,Matthew Suckling,DEF,4,0,0,0,1,2016,Semi Finals
41,32,Scott Thompson,MID,4,1,1,0,1,2016,Semi Finals
42,32,Easton Wood,DEF,4,1,0,0,1,2016,Semi Finals
43,44,Matthew Boyd,DEF,3,0,0,0,1,2016,Semi Finals
44,44,Brad Crouch,MID,3,0,0,0,1,2016,Semi Finals
45,44,Jack Fitzpatrick,RUC,3,0,1,0,1,2016,Semi Finals
46,44,Lance Franklin,KEYF,3,3,1,1,0,2016,Semi Finals
47,44,James Frawley,KEYD,3,0,0,1,0,2016,Semi Finals
48,44,Billy Hartung,MID,3,0,0,0,0,2016,Semi Finals
49,44,Bradley Hill,FWD,3,0,0,0,0,2016,Semi Finals
50,44,Sam Jacobs,RUC,3,0,0,0,1,2016,Semi Finals
51,44,Jake Lever,KEYD,3,0,2,0,2,2016,Semi Finals
52,44,Ben McEvoy,RUC,3,0,2,0,2,2016,Semi Finals
53,44,Tom Papley,FWD,3,1,1,0,0,2016,Semi Finals
54,44,Paul Puopolo,FWD,3,2,0,0,0,2016,Semi Finals
55,44,Isaac Smith,FWD,3,0,0,0,0,2016,Semi Finals
56,44,Clay Smith,FWD,3,2,1,0,0,2016,Semi Finals
57,44,Daniel Talia,KEYD,3,0,0,0,0,2016,Semi Finals
58,59,Eddie Betts,FWD,2,2,0,1,0,2016,Semi Finals
59,59,Shane Biggs,DEF,2,0,0,0,0,2016,Semi Finals
60,59,Luke Brown,DEF,2,0,0,0,1,2016,Semi Finals
61,59,Zaine Cordy,KEYF,2,0,0,0,1,2016,Semi Finals
62,59,Joel Hamling,KEYD,2,0,1,0,1,2016,Semi Finals
63,59,Dan Hannebery,MID,2,0,0,1,0,2016,Semi Finals
64,59,George Hewett,FWD,2,0,1,0,1,2016,Semi Finals
65,59,Lachie Hunter,MID,2,0,0,0,0,2016,Semi Finals
66,59,Jordan Lewis,MID,2,0,0,0,0,2016,Semi Finals
67,59,Jake Lloyd,MID,2,0,1,0,1,2016,Semi Finals
68,59,Toby McLean,FWD,2,0,0,0,0,2016,Semi Finals
69,59,Tom Mitchell,MID,2,0,0,1,0,2016,Semi Finals
70,59,Dale Morris,KEYD,2,0,0,0,1,2016,Semi Finals
71,59,Sam Naismith,RUC,2,0,0,0,1,2016,Semi Finals
72,59,Gary Rohan,FWD,2,1,0,1,0,2016,Semi Finals
73,59,Jordan Roughead,RUC,2,2,1,0,0,2016,Semi Finals
74,59,Liam Shiels,MID,2,0,0,0,0,2016,Semi Finals
75,59,Rory Sloane,MID,2,0,0,0,1,2016,Semi Finals
76,77,Charles Cameron,FWD,1,0,1,0,1,2016,Semi Finals
77,77,Luke Dahlhaus,FWD,1,0,0,0,0,2016,Semi Finals
78,77,Josh Jenkins,KEYF,1,0,0,0,0,2016,Semi Finals
79,77,David Mackay,MID,1,0,0,0,0,2016,Semi Finals
80,77,Toby Nankervis,RUC,1,0,0,1,0,2016,Semi Finals
81,77,Luke Parker,MID,1,0,0,1,0,2016,Semi Finals
82,83,Tom Liberatore,MID,0,0,0,0,0,2016,Semi Finals
83,83,Jarryd Lyons,MID,0,0,0,0,0,2016,Semi Finals
84,83,Harrison Marsh,DEF,0,0,0,0,0,2016,Semi Finals
85,83,Jarrad McVeigh,DEF,0,0,0,0,0,2016,Semi Finals
86,83,Sam Mitchell,MID,0,0,0,0,0,2016,Semi Finals
87,83,Ryan Schoenmakers,KEYF,0,0,0,0,0,2016,Semi Finals
