,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Sam Gray,FWD,11,1,0,4,0,2017,Round 5
1,1,Nick Haynes,DEF,11,0,0,0,1,2017,Round 5
2,1,Marc Murphy,MID,11,0,0,0,0,2017,Round 5
3,4,Blake Acres,FWD,10,1,0,1,0,2017,Round 5
4,4,Marcus Adams,KEYD,10,2,3,3,2,2017,Round 5
5,4,Tom Lynch,FWD,10,5,0,4,0,2017,Round 5
6,4,Zach Merrett,MID,10,1,0,0,1,2017,Round 5
7,4,Tom Rockliff,MID,10,1,1,0,0,2017,Round 5
8,9,Michael Barlow,FWD,9,2,1,0,2,2017,Round 5
9,9,Kaiden Brand,KEYD,9,0,1,0,2,2017,Round 5
10,9,Jeremy Cameron,KEYF,9,4,1,6,0,2017,Round 5
11,9,Mitch Duncan,MID,9,0,1,0,1,2017,Round 5
12,9,Robbie Gray,FWD,9,5,3,5,0,2017,Round 5
13,9,Tom J. Lynch,KEYF,9,4,3,6,0,2017,Round 5
14,9,Jeremy McGovern,KEYD,9,1,4,1,1,2017,Round 5
15,9,Andy Otten,KEYF,9,3,4,3,0,2017,Round 5
16,9,Dylan Roberton,DEF,9,0,0,0,3,2017,Round 5
17,9,Kade Simpson,DEF,9,1,1,0,1,2017,Round 5
18,9,Zach Tuohy,DEF,9,0,0,0,1,2017,Round 5
19,9,Easton Wood,DEF,9,1,0,0,2,2017,Round 5
20,21,Tom Barrass,KEYD,8,0,2,0,6,2017,Round 5
21,21,Charlie Curnow,KEYF,8,0,2,0,2,2017,Round 5
22,21,Luke Dahlhaus,FWD,8,0,0,1,0,2017,Round 5
23,21,Joe Daniher,KEYF,8,4,1,1,0,2017,Round 5
24,21,Bradley Hill,MID,8,1,0,0,0,2017,Round 5
25,21,Jeremy Howe,DEF,8,0,2,0,5,2017,Round 5
26,21,Jesse Joyce,DEF,8,0,0,0,2,2017,Round 5
27,21,Brayden Maynard,DEF,8,0,1,0,1,2017,Round 5
28,21,Lewis Melican,KEYD,8,0,2,0,3,2017,Round 5
29,21,Joel Selwood,MID,8,1,2,0,3,2017,Round 5
30,21,Alex Sexton,MID,8,0,0,2,0,2017,Round 5
31,21,Adam Tomlinson,KEYD,8,0,0,0,0,2017,Round 5
32,21,Mason Wood,FWD,8,2,1,2,0,2017,Round 5
33,34,Aaron Black,KEYF,7,1,2,1,0,2017,Round 5
34,34,Zaine Cordy,KEYD,7,0,0,0,5,2017,Round 5
35,34,Sam Docherty,DEF,7,0,0,0,0,2017,Round 5
36,34,Lance Franklin,KEYF,7,4,0,5,0,2017,Round 5
37,34,James Frawley,KEYD,7,0,0,0,0,2017,Round 5
38,34,Lachie Henderson,KEYD,7,0,0,0,2,2017,Round 5
39,34,Cale Hooker,KEYF,7,2,2,0,1,2017,Round 5
