,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Lance Franklin,KEYF,11,8,5,4,0,2014,Preliminary Finals
1,2,Luke Hodge,MID,10,1,1,1,2,2014,Preliminary Finals
2,3,Kurt Tippett,KEYF,9,6,3,3,0,2014,Preliminary Finals
3,4,Michael Firrito,DEF,8,0,0,0,2,2014,Preliminary Finals
4,4,Luke Parker,FWD,8,4,3,0,1,2014,Preliminary Finals
5,4,Drew Petrie,KEYF,8,3,2,6,0,2014,Preliminary Finals
6,4,Jay Schulz,KEYF,8,5,1,3,0,2014,Preliminary Finals
7,8,Brad Ebert,MID,7,1,2,2,2,2014,Preliminary Finals
8,8,Isaac Smith,FWD,7,1,0,1,0,2014,Preliminary Finals
9,8,Daniel Wells,MID,7,1,0,2,0,2014,Preliminary Finals
10,8,Sam Wright,DEF,7,0,0,0,3,2014,Preliminary Finals
11,12,Jack Gunston,FWD,6,1,1,0,1,2014,Preliminary Finals
12,12,Tom Jonas,KEYD,6,0,3,0,3,2014,Preliminary Finals
13,12,Cameron O'Shea,DEF,6,0,0,0,0,2014,Preliminary Finals
14,12,Matthew Suckling,DEF,6,0,0,0,0,2014,Preliminary Finals
15,12,Justin Westhoff,KEYF,6,2,4,0,0,2014,Preliminary Finals
16,17,Adam Goodes,FWD,5,2,1,0,1,2014,Preliminary Finals
17,17,Nathan Grima,KEYD,5,0,0,0,1,2014,Preliminary Finals
18,17,Hamish Hartlett,FWD,5,0,0,1,0,2014,Preliminary Finals
19,17,Bradley Hill,FWD,5,0,0,0,0,2014,Preliminary Finals
20,17,Lewis Jetta,FWD,5,0,0,0,0,2014,Preliminary Finals
21,17,Jordan Lewis,MID,5,0,0,0,0,2014,Preliminary Finals
22,17,Jasper Pittard,DEF,5,0,0,0,2,2014,Preliminary Finals
23,17,Sam Reid,KEYF,5,1,1,2,0,2014,Preliminary Finals
24,17,Gary Rohan,DEF,5,1,0,0,2,2014,Preliminary Finals
25,26,Ben Brown,KEYF,4,2,1,2,0,2014,Preliminary Finals
26,26,Shaun Burgoyne,DEF,4,1,0,0,0,2014,Preliminary Finals
27,26,Alipate Carlile,KEYD,4,0,1,0,2,2014,Preliminary Finals
28,26,Harry Cunningham,FWD,4,1,1,0,1,2014,Preliminary Finals
29,26,Taylor Duryea,DEF,4,0,0,0,1,2014,Preliminary Finals
30,26,Heath Grundy,KEYD,4,0,0,0,2,2014,Preliminary Finals
31,26,Brian Lake,KEYD,4,0,0,0,2,2014,Preliminary Finals
32,26,Jake Lloyd,FWD,4,0,0,0,0,2014,Preliminary Finals
33,26,Jarrad McVeigh,MID,4,1,0,1,0,2014,Preliminary Finals
34,26,Sam Mitchell,MID,4,0,0,0,0,2014,Preliminary Finals
35,26,Angus Monfries,FWD,4,2,1,1,0,2014,Preliminary Finals
36,26,Paul Puopolo,FWD,4,0,0,1,0,2014,Preliminary Finals
37,26,Jarryd Roughead,KEYF,4,3,1,2,1,2014,Preliminary Finals
38,26,Andrew Swallow,MID,4,0,0,0,0,2014,Preliminary Finals
39,40,Shaun Atley,DEF,3,0,0,0,0,2014,Preliminary Finals
40,40,Grant Birchall,DEF,3,0,0,0,1,2014,Preliminary Finals
41,40,Kane Cornes,MID,3,0,0,0,0,2014,Preliminary Finals
42,40,Ben Cunnington,MID,3,0,0,0,0,2014,Preliminary Finals
43,40,Nick Dal Santo,FWD,3,0,0,0,0,2014,Preliminary Finals
44,40,Josh Gibson,KEYD,3,0,1,0,1,2014,Preliminary Finals
45,40,Dan Hannebery,MID,3,0,0,0,0,2014,Preliminary Finals
46,40,Brent Harvey,FWD,3,1,0,0,0,2014,Preliminary Finals
47,40,Jack Hombsch,KEYD,3,0,1,0,2,2014,Preliminary Finals
48,40,Kieren Jack,MID,3,1,1,0,0,2014,Preliminary Finals
49,40,Nick Malceski,DEF,3,0,1,0,2,2014,Preliminary Finals
50,40,Ben McGlynn,MID,3,1,0,0,1,2014,Preliminary Finals
51,40,Jared Polec,MID,3,0,0,0,1,2014,Preliminary Finals
52,40,Ted Richards,KEYD,3,0,1,0,3,2014,Preliminary Finals
53,40,Liam Shiels,MID,3,0,0,0,1,2014,Preliminary Finals
54,40,Matt Spangher,KEYD,3,0,0,1,0,2014,Preliminary Finals
55,40,Lindsay Thomas,FWD,3,1,0,2,0,2014,Preliminary Finals
56,40,Kayne Turner,FWD,3,0,0,1,0,2014,Preliminary Finals
57,40,Matthew White,FWD,3,0,0,1,0,2014,Preliminary Finals
58,59,Craig Bird,MID,2,1,0,0,0,2014,Preliminary Finals
59,59,Travis Boak,MID,2,0,0,0,0,2014,Preliminary Finals
60,59,Luke Breust,FWD,2,0,0,0,0,2014,Preliminary Finals
61,59,Matthew Broadbent,DEF,2,0,0,0,1,2014,Preliminary Finals
62,59,Jonathon Ceglar,RUC,2,1,1,0,0,2014,Preliminary Finals
63,59,Sam Gibson,MID,2,0,0,0,0,2014,Preliminary Finals
64,59,Robbie Gray,FWD,2,1,0,1,0,2014,Preliminary Finals
65,59,David Hale,RUC,2,0,0,0,0,2014,Preliminary Finals
66,59,Ben Jacobs,DEF,2,0,0,0,0,2014,Preliminary Finals
67,59,Josh P. Kennedy,MID,2,0,1,0,0,2014,Preliminary Finals
68,59,Will Langford,MID,2,1,0,0,0,2014,Preliminary Finals
69,59,Matthew Lobbe,RUC,2,1,1,0,0,2014,Preliminary Finals
70,59,Luke McDonald,DEF,2,1,0,0,0,2014,Preliminary Finals
71,59,Andrew Moore,MID,2,1,0,0,0,2014,Preliminary Finals
72,59,Nick Smith,DEF,2,0,0,0,0,2014,Preliminary Finals
73,59,Scott D. Thompson,KEYD,2,0,1,0,2,2014,Preliminary Finals
74,59,Jackson Trengove,KEYD,2,0,0,0,0,2014,Preliminary Finals
75,59,Ollie Wines,MID,2,1,1,0,0,2014,Preliminary Finals
76,59,Chad Wingard,FWD,2,1,1,0,0,2014,Preliminary Finals
77,59,Jack Ziebell,MID,2,0,1,0,0,2014,Preliminary Finals
78,79,Ryan Bastinac,MID,1,0,0,0,0,2014,Preliminary Finals
79,79,Todd Goldstein,RUC,1,0,1,0,1,2014,Preliminary Finals
80,79,Levi Greenwood,MID,1,0,0,0,0,2014,Preliminary Finals
81,79,Mike Pyke,RUC,1,0,1,0,0,2014,Preliminary Finals
82,79,Dane Rampe,DEF,1,0,0,0,1,2014,Preliminary Finals
83,79,Jonathan Simpkin,FWD,1,0,0,0,0,2014,Preliminary Finals
84,79,Ben Stratton,KEYD,1,0,0,0,0,2014,Preliminary Finals
85,86,Aaron Black,KEYF,0,0,0,0,0,2014,Preliminary Finals
86,86,Jake Neade,FWD,0,0,0,0,0,2014,Preliminary Finals
87,86,Rhyce Shaw,DEF,0,0,0,0,0,2014,Preliminary Finals
