,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Isaac Heeney,FWD,14,4,3,1,0,2021,Round 11
1,1,Jack Lukosius,DEF,14,0,1,0,4,2021,Round 11
2,1,Jack Riewoldt,KEYF,14,8,1,7,0,2021,Round 11
3,4,Josh Caddy,MID,12,1,0,0,0,2021,Round 11
4,4,Isaac Cumming,DEF,12,0,2,1,4,2021,Round 11
5,4,Mitch Robinson,MID,12,3,1,1,4,2021,Round 11
6,4,Jayden Short,DEF,12,0,0,0,0,2021,Round 11
7,8,Jordan De Goey,FWD,11,3,0,1,1,2021,Round 11
8,8,Shaun Higgins,FWD,11,2,0,0,0,2021,Round 11
9,8,Tom Jonas,KEYD,11,0,0,0,1,2021,Round 11
10,8,Chris Mayne,DEF,11,0,0,0,1,2021,Round 11
11,8,Josh Rotham,KEYD,11,0,1,0,1,2021,Round 11
12,8,Tom Stewart,DEF,11,0,3,1,3,2021,Round 11
13,8,Lachie Whitfield,MID,11,0,0,0,1,2021,Round 11
14,15,Harris Andrews,KEYD,10,0,2,0,4,2021,Round 11
15,15,Nathan Broad,DEF,10,0,4,0,3,2021,Round 11
16,15,Darcy Byrne-Jones,DEF,10,0,1,0,1,2021,Round 11
17,15,Harry Cunningham,DEF,10,0,0,0,3,2021,Round 11
18,15,Bailey Dale,DEF,10,0,0,0,1,2021,Round 11
19,15,Brandon Ellis,MID,10,0,0,1,1,2021,Round 11
20,15,Bayley Fritsch,FWD,10,4,0,3,1,2021,Round 11
21,15,Bachar Houli,DEF,10,0,0,0,1,2021,Round 11
22,15,Trent McKenzie,KEYD,10,0,2,0,5,2021,Round 11
23,15,Alex Sexton,FWD,10,3,0,3,1,2021,Round 11
24,15,Steele Sidebottom,FWD,10,0,0,2,1,2021,Round 11
25,15,Nick Vlastuin,DEF,10,0,0,0,3,2021,Round 11
26,27,Liam Baker,DEF,9,0,1,0,3,2021,Round 11
27,27,Noah Balta,KEYD,9,0,2,0,3,2021,Round 11
28,27,Riley Bonner,DEF,9,0,0,0,1,2021,Round 11
29,27,Hayden Crozier,DEF,9,0,1,0,1,2021,Round 11
30,27,Tim English,RUC,9,2,1,1,4,2021,Round 11
31,27,Dylan Grimes,KEYD,9,0,1,0,3,2021,Round 11
32,27,Dyson Heppell,DEF,9,0,1,0,6,2021,Round 11
33,27,Kyle Langford,MID,9,2,1,0,0,2021,Round 11
34,27,Touk Miller,MID,9,0,0,0,0,2021,Round 11
35,27,Brayden Sier,MID,9,1,1,0,0,2021,Round 11
36,37,Marcus Adams,KEYD,8,0,2,0,2,2021,Round 11
37,37,Lachie Ash,DEF,8,0,0,0,1,2021,Round 11
38,37,Shai Bolton,MID,8,2,0,2,0,2021,Round 11
39,37,Darcy Cameron,KEYF,8,1,2,0,1,2021,Round 11
40,37,Zaine Cordy,KEYD,8,0,1,0,1,2021,Round 11
41,37,Sam Docherty,DEF,8,0,0,0,0,2021,Round 11
42,37,Jack Henry,KEYD,8,1,1,0,2,2021,Round 11
43,37,Dan Houston,DEF,8,0,0,0,1,2021,Round 11
44,37,Ben King,KEYF,8,5,1,2,0,2021,Round 11
45,37,Jake Kolodjashnij,KEYD,8,0,1,0,1,2021,Round 11
46,37,Harry McKay,KEYF,8,7,4,3,0,2021,Round 11
47,37,Darcy Moore,KEYD,8,0,1,0,1,2021,Round 11
48,37,Dylan Moore,FWD,8,3,1,0,1,2021,Round 11
49,37,Aaron Naughton,KEYF,8,3,3,0,0,2021,Round 11
50,37,Brandon Starcevich,DEF,8,0,0,0,2,2021,Round 11
51,37,Tim Taranto,FWD,8,0,1,0,0,2021,Round 11
52,37,Zach Tuohy,DEF,8,0,1,0,3,2021,Round 11
53,37,Callan Ward,MID,8,0,2,0,0,2021,Round 11
54,37,Jimmy Webster,DEF,8,0,0,0,1,2021,Round 11
55,37,Mason Wood,FWD,8,2,0,2,1,2021,Round 11
56,57,Tom Atkins,DEF,7,0,0,2,1,2021,Round 11
57,57,Tom Barrass,KEYD,7,0,1,0,1,2021,Round 11
58,57,Jack Billings,MID,7,3,0,3,0,2021,Round 11
59,57,Jack Buckley,KEYD,7,0,1,0,2,2021,Round 11
60,57,Aaron Hall,DEF,7,0,0,0,0,2021,Round 11
61,57,Tom Hawkins,KEYF,7,3,0,4,0,2021,Round 11
62,57,Nick Haynes,DEF,7,0,0,0,3,2021,Round 11
63,57,Harry Himmelberg,KEYF,7,0,0,1,1,2021,Round 11
64,57,Cale Hooker,KEYF,7,2,1,2,0,2021,Round 11
65,57,Daniel Howe,MID,7,0,1,1,2,2021,Round 11
66,57,Connor Idun,DEF,7,0,1,0,2,2021,Round 11
67,57,Patrick Lipinski,MID,7,0,0,0,0,2021,Round 11
68,57,Jack Macrae,MID,7,0,0,0,1,2021,Round 11
69,57,Oleg Markov,DEF,7,0,0,0,1,2021,Round 11
70,57,Todd Marshall,KEYF,7,4,1,0,0,2021,Round 11
71,57,Tom McDonald,KEYF,7,3,1,2,0,2021,Round 11
72,57,Alex Neal-Bullen,FWD,7,0,0,0,1,2021,Round 11
73,57,Andrew Phillips,RUC,7,0,1,1,3,2021,Round 11
