,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Lance Franklin,KEYF,8,4,4,2,0,2012,Grand Final
1,2,Jarrad McVeigh,MID,7,1,2,0,2,2012,Grand Final
2,2,Lewis Roberts-Thomson,KEYF,7,1,2,0,3,2012,Grand Final
3,4,Mike Pyke,RUC,6,0,3,0,1,2012,Grand Final
4,5,Matthew Suckling,DEF,5,0,1,0,2,2012,Grand Final
5,6,Grant Birchall,DEF,4,0,1,0,2,2012,Grand Final
6,6,Craig Bird,FWD,4,1,0,0,0,2012,Grand Final
7,6,Jack Gunston,FWD,4,2,0,2,1,2012,Grand Final
8,6,Dan Hannebery,MID,4,0,2,0,3,2012,Grand Final
9,6,Alex Johnson,DEF,4,0,1,0,4,2012,Grand Final
10,6,Cyril Rioli,FWD,4,1,2,0,0,2012,Grand Final
11,6,Brad Sewell,MID,4,0,0,0,0,2012,Grand Final
12,6,Nick Smith,DEF,4,0,1,0,1,2012,Grand Final
13,14,Josh Gibson,KEYD,3,0,0,0,1,2012,Grand Final
14,14,Heath Grundy,KEYD,3,0,0,0,0,2012,Grand Final
15,14,David Hale,RUC,3,2,1,1,1,2012,Grand Final
16,14,Luke Hodge,MID,3,0,1,0,1,2012,Grand Final
17,14,Kieren Jack,MID,3,1,0,0,0,2012,Grand Final
18,14,Lewis Jetta,FWD,3,1,1,0,0,2012,Grand Final
19,14,Ryan O'Keefe,MID,3,0,0,0,1,2012,Grand Final
20,14,Sam Reid,KEYF,3,0,2,1,0,2012,Grand Final
21,14,Jarryd Roughead,KEYF,3,1,1,0,1,2012,Grand Final
22,14,Rhyce Shaw,DEF,3,0,0,0,2,2012,Grand Final
23,14,Clinton Young,MID,3,0,0,0,0,2012,Grand Final
24,25,Jude Bolton,FWD,2,0,0,0,0,2012,Grand Final
25,25,Shaun Burgoyne,DEF,2,0,0,0,0,2012,Grand Final
26,25,Adam Goodes,FWD,2,0,0,1,0,2012,Grand Final
27,25,Josh P. Kennedy,MID,2,1,0,0,0,2012,Grand Final
28,25,Nick Malceski,DEF,2,0,0,0,0,2012,Grand Final
29,25,Mitch Morton,FWD,2,0,0,1,0,2012,Grand Final
30,25,Shane Mumford,RUC,2,0,1,0,0,2012,Grand Final
31,25,Ted Richards,KEYD,2,0,1,0,2,2012,Grand Final
32,25,Ryan Schoenmakers,KEYD,2,0,0,0,0,2012,Grand Final
33,25,Liam Shiels,MID,2,0,1,0,2,2012,Grand Final
34,35,Luke Breust,FWD,1,0,0,0,0,2012,Grand Final
35,35,Jordan Lewis,FWD,1,0,1,0,1,2012,Grand Final
36,35,Marty Mattner,DEF,1,0,0,0,0,2012,Grand Final
37,35,Sam Mitchell,MID,1,0,0,0,0,2012,Grand Final
38,35,Shane Savage,FWD,1,0,1,0,1,2012,Grand Final
39,35,Isaac Smith,MID,1,0,0,0,0,2012,Grand Final
40,35,Ben Stratton,KEYD,1,0,0,0,1,2012,Grand Final
41,42,Xavier Ellis,MID,0,0,0,0,0,2012,Grand Final
42,42,Luke Parker,MID,0,0,0,0,0,2012,Grand Final
43,42,Paul Puopolo,FWD,0,0,0,0,0,2012,Grand Final
