,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Trent McKenzie,KEYD,11,0,2,0,6,2020,Round 2
1,2,Jack Crisp,DEF,10,0,0,0,0,2020,Round 2
2,3,Jack Bowes,DEF,9,0,1,0,2,2020,Round 2
3,3,Sam Frost,KEYD,9,0,3,0,4,2020,Round 2
4,3,Gryan Miers,FWD,9,1,0,0,0,2020,Round 2
5,3,Tom Stewart,DEF,9,0,0,0,0,2020,Round 2
6,7,Darcy Cameron,KEYF,8,0,3,1,3,2020,Round 2
7,7,Tom Clurey,KEYD,8,0,1,0,2,2020,Round 2
8,7,Brad Ebert,FWD,8,1,1,1,0,2020,Round 2
9,7,Jack Higgins,FWD,8,1,1,0,0,2020,Round 2
10,7,Bachar Houli,DEF,8,0,1,0,3,2020,Round 2
11,7,Jack Lonie,FWD,8,3,0,1,0,2020,Round 2
12,7,Tom Lynch,FWD,8,0,2,2,0,2020,Round 2
13,7,Callum Mills,DEF,8,0,2,0,2,2020,Round 2
14,7,Dane Rampe,KEYD,8,0,2,0,4,2020,Round 2
15,7,Luke Ryan,KEYD,8,0,0,0,5,2020,Round 2
16,7,Brandon Starcevich,DEF,8,0,0,0,2,2020,Round 2
17,7,Jack Steele,MID,8,1,1,1,0,2020,Round 2
18,19,James Aish,MID,7,1,1,0,2,2020,Round 2
19,19,Riley Bonner,DEF,7,0,0,0,0,2020,Round 2
20,19,Zak Butters,FWD,7,1,0,1,1,2020,Round 2
21,19,Darcy Byrne-Jones,DEF,7,0,1,1,1,2020,Round 2
22,19,Hunter Clark,DEF,7,0,0,0,2,2020,Round 2
23,19,Ed Curnow,MID,7,0,0,2,2,2020,Round 2
24,19,Cale Hooker,KEYD,7,0,1,0,1,2020,Round 2
25,19,Jeremy Howe,DEF,7,0,2,0,3,2020,Round 2
26,19,Ben King,KEYF,7,2,2,1,0,2020,Round 2
27,19,Mitch McGovern,KEYF,7,1,1,2,0,2020,Round 2
28,19,Tim Membrey,KEYF,7,1,2,2,0,2020,Round 2
29,19,Lachie Neale,MID,7,1,0,0,1,2020,Round 2
30,19,Tom Phillips,FWD,7,3,0,0,1,2020,Round 2
31,19,Sebastian Ross,MID,7,0,0,0,1,2020,Round 2
32,19,Matt Taberner,KEYF,7,4,4,0,0,2020,Round 2
