,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jonathon Patton,KEYF,13,5,6,4,2,2017,Round 14
1,2,Shaun Grigg,MID,12,1,1,1,0,2017,Round 14
2,3,Jeremy Cameron,KEYF,11,4,1,6,1,2017,Round 14
3,3,Sam Docherty,DEF,11,1,2,0,1,2017,Round 14
4,3,Brayden Fiorini,MID,11,1,0,0,0,2017,Round 14
5,3,Jarrod Harbrow,DEF,11,0,1,0,3,2017,Round 14
6,3,Jeremy Howe,DEF,11,1,3,1,3,2017,Round 14
7,8,Tom Barrass,KEYD,10,0,4,0,7,2017,Round 14
8,8,Jack Crisp,DEF,10,0,0,0,3,2017,Round 14
9,8,Jack Leslie,KEYD,10,0,1,0,2,2017,Round 14
10,8,Jake Lloyd,DEF,10,0,0,0,0,2017,Round 14
11,8,James Sicily,DEF,10,0,3,0,6,2017,Round 14
12,13,Taylor Adams,MID,9,0,0,2,0,2017,Round 14
13,13,Charlie Curnow,KEYF,9,1,3,4,1,2017,Round 14
14,13,Martin Gleeson,DEF,9,0,2,0,3,2017,Round 14
15,13,Bachar Houli,DEF,9,1,1,0,0,2017,Round 14
16,13,Lachie Hunter,MID,9,2,1,0,0,2017,Round 14
17,13,Tom Jonas,KEYD,9,0,1,0,1,2017,Round 14
18,13,Jeremy McGovern,KEYD,9,4,5,1,0,2017,Round 14
19,13,Luke Parker,MID,9,3,1,1,3,2017,Round 14
20,13,Sam Reid,KEYF,9,3,2,5,0,2017,Round 14
21,13,Jack Riewoldt,KEYF,9,6,2,2,0,2017,Round 14
22,13,Jarrad Waite,KEYF,9,2,3,3,1,2017,Round 14
23,24,Jack Billings,FWD,8,1,0,1,0,2017,Round 14
24,24,Taylor Duryea,FWD,8,0,0,0,3,2017,Round 14
25,24,Toby Greene,FWD,8,4,2,3,0,2017,Round 14
26,24,Brodie Grundy,RUC,8,0,5,0,5,2017,Round 14
27,24,Heath Grundy,KEYD,8,0,3,0,6,2017,Round 14
28,24,Ricky Henderson,MID,8,1,0,1,1,2017,Round 14
29,24,Michael Hurley,KEYD,8,0,1,0,6,2017,Round 14
30,24,Tom J. Lynch,KEYF,8,2,2,2,0,2017,Round 14
31,24,Jack Martin,FWD,8,0,1,1,0,2017,Round 14
32,24,Steven May,KEYD,8,0,1,0,3,2017,Round 14
33,24,Hugh McCluggage,FWD,8,1,0,3,1,2017,Round 14
34,24,Tom McDonald,KEYD,8,5,3,4,0,2017,Round 14
35,24,Tim Membrey,KEYF,8,3,1,3,0,2017,Round 14
36,24,Sam Menegola,FWD,8,0,0,3,0,2017,Round 14
37,24,Callum Mills,DEF,8,0,2,0,3,2017,Round 14
38,24,Drew Petrie,KEYF,8,3,3,0,1,2017,Round 14
39,24,Ben Reid,KEYF,8,1,0,1,1,2017,Round 14
40,24,Nick Riewoldt,KEYF,8,2,1,6,0,2017,Round 14
41,24,Steele Sidebottom,MID,8,0,0,1,0,2017,Round 14
42,24,Robbie Tarrant,KEYD,8,0,1,0,3,2017,Round 14
43,24,Zach Tuohy,DEF,8,2,0,0,1,2017,Round 14
44,24,Bernie Vince,DEF,8,0,0,0,2,2017,Round 14
45,24,Nathan Wilson,DEF,8,1,2,0,2,2017,Round 14
46,24,Matthew Wright,FWD,8,1,1,1,1,2017,Round 14
47,48,Grant Birchall,DEF,7,0,0,0,4,2017,Round 14
48,48,Connor Blakely,MID,7,0,0,0,1,2017,Round 14
49,48,Levi Casboult,KEYF,7,3,3,1,2,2017,Round 14
50,48,Tom Clurey,KEYD,7,0,3,0,4,2017,Round 14
