,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Rory Laird,DEF,15,0,2,1,2,2017,Preliminary Finals
1,2,Rory Atkins,MID,9,1,0,0,0,2017,Preliminary Finals
2,3,Stephen Coniglio,MID,8,0,0,0,2,2017,Preliminary Finals
3,3,Phil Davis,KEYD,8,0,1,0,3,2017,Preliminary Finals
4,3,Jonathon Patton,KEYF,8,3,1,4,0,2017,Preliminary Finals
5,6,Matt Crouch,MID,7,0,0,0,1,2017,Preliminary Finals
6,6,Bachar Houli,DEF,7,0,0,0,1,2017,Preliminary Finals
7,6,Josh Jenkins,KEYF,7,3,1,3,0,2017,Preliminary Finals
8,6,Tom Lynch,FWD,7,1,0,1,0,2017,Preliminary Finals
9,6,Alex Rance,KEYD,7,0,2,0,6,2017,Preliminary Finals
10,6,Paul Seedsman,MID,7,1,1,1,0,2017,Preliminary Finals
11,6,Adam Tomlinson,KEYD,7,0,0,1,3,2017,Preliminary Finals
12,6,Taylor Walker,KEYF,7,1,1,1,0,2017,Preliminary Finals
13,14,Charles Cameron,FWD,6,3,2,1,0,2017,Preliminary Finals
14,14,Mitch Duncan,MID,6,1,1,2,1,2017,Preliminary Finals
15,14,Kyle Hartigan,KEYD,6,0,0,0,0,2017,Preliminary Finals
16,14,Lachie Henderson,KEYD,6,0,0,0,5,2017,Preliminary Finals
17,14,Jake Kelly,DEF,6,0,0,0,1,2017,Preliminary Finals
18,14,Riley Knight,FWD,6,0,0,0,0,2017,Preliminary Finals
19,14,Jake Kolodjashnij,DEF,6,0,0,0,1,2017,Preliminary Finals
20,14,Jake Lever,KEYD,6,0,1,0,1,2017,Preliminary Finals
21,14,Rory Lobb,KEYF,6,0,2,0,2,2017,Preliminary Finals
22,14,David Mackay,MID,6,0,0,0,1,2017,Preliminary Finals
23,14,Sam Menegola,FWD,6,2,1,1,0,2017,Preliminary Finals
24,14,Heath Shaw,DEF,6,0,1,0,2,2017,Preliminary Finals
25,26,Mark Blicavs,MID,5,0,1,0,2,2017,Preliminary Finals
26,26,Luke Brown,DEF,5,0,0,0,0,2017,Preliminary Finals
27,26,Josh Caddy,FWD,5,2,1,2,0,2017,Preliminary Finals
28,26,Nakia Cockatoo,FWD,5,0,1,1,0,2017,Preliminary Finals
29,26,Brad Crouch,MID,5,0,0,0,0,2017,Preliminary Finals
30,26,Brett Deledio,FWD,5,0,0,0,2,2017,Preliminary Finals
31,26,Richard Douglas,MID,5,0,0,1,0,2017,Preliminary Finals
32,26,Sam Jacobs,RUC,5,1,1,0,0,2017,Preliminary Finals
33,26,Andrew Mackie,DEF,5,0,0,0,0,2017,Preliminary Finals
34,26,Daniel Menzel,FWD,5,1,3,0,2,2017,Preliminary Finals
35,26,Toby Nankervis,RUC,5,0,0,0,4,2017,Preliminary Finals
36,26,Daniel Rioli,FWD,5,0,0,0,1,2017,Preliminary Finals
37,26,Tom Scully,MID,5,1,0,2,0,2017,Preliminary Finals
38,26,Rory Sloane,MID,5,0,0,1,1,2017,Preliminary Finals
39,26,Daniel Talia,KEYD,5,0,0,0,1,2017,Preliminary Finals
40,26,Zac Williams,DEF,5,2,1,0,0,2017,Preliminary Finals
41,42,David Astbury,KEYD,4,0,1,0,2,2017,Preliminary Finals
42,42,Eddie Betts,FWD,4,1,0,1,0,2017,Preliminary Finals
43,42,Shane Edwards,FWD,4,1,0,0,0,2017,Preliminary Finals
44,42,Jack Graham,MID,4,1,0,1,1,2017,Preliminary Finals
45,42,Jacob Hopper,MID,4,0,0,0,1,2017,Preliminary Finals
