,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Hayden Young,DEF,11,0,2,0,4,2022,Finals Week 1
1,2,Andrew Brayshaw,MID,10,1,0,0,1,2022,Finals Week 1
2,2,Jake Lloyd,DEF,10,0,0,0,1,2022,Finals Week 1
3,2,Darcy Moore,KEYD,10,0,1,0,7,2022,Finals Week 1
4,5,Marcus Bontempelli,MID,9,2,0,1,1,2022,Finals Week 1
5,5,Heath Chapman,DEF,9,0,0,0,1,2022,Finals Week 1
6,5,Tom J. Lynch,KEYF,9,5,4,2,1,2022,Finals Week 1
7,8,Brennan Cox,KEYD,8,0,4,0,2,2022,Finals Week 1
8,8,Josh Daicos,MID,8,1,0,0,1,2022,Finals Week 1
9,8,Jack Ross,MID,8,1,0,0,1,2022,Finals Week 1
10,8,Nick Vlastuin,DEF,8,0,1,0,4,2022,Finals Week 1
11,8,Dayne Zorko,FWD,8,0,0,1,0,2022,Finals Week 1
12,13,Bailey Dale,DEF,7,0,1,0,2,2022,Finals Week 1
13,13,Ryan Gardner,KEYD,7,0,1,0,3,2022,Finals Week 1
14,13,Lachie Hunter,MID,7,0,0,0,1,2022,Finals Week 1
15,13,Alex Keath,KEYD,7,0,0,0,4,2022,Finals Week 1
16,13,Steven May,KEYD,7,0,5,0,6,2022,Finals Week 1
17,13,Brayden Maynard,DEF,7,0,1,0,1,2022,Finals Week 1
18,13,Luke Ryan,DEF,7,0,2,0,3,2022,Finals Week 1
19,13,Jayden Short,MID,7,0,0,0,0,2022,Finals Week 1
20,13,Tom Stewart,DEF,7,0,2,0,4,2022,Finals Week 1
21,22,Jye Amiss,KEYF,6,4,3,2,0,2022,Finals Week 1
22,22,Liam Baker,DEF,6,1,1,0,1,2022,Finals Week 1
23,22,Caleb Daniel,DEF,6,0,0,0,2,2022,Finals Week 1
24,22,Sam De Koning,KEYD,6,0,1,0,3,2022,Finals Week 1
25,22,Jamie Elliott,FWD,6,4,0,3,0,2022,Finals Week 1
26,22,Bayley Fritsch,FWD,6,3,1,3,0,2022,Finals Week 1
27,22,Zach Guthrie,DEF,6,0,2,0,4,2022,Finals Week 1
28,22,James Harmes,FWD,6,0,1,0,2,2022,Finals Week 1
29,22,Jeremy Howe,KEYD,6,0,1,0,1,2022,Finals Week 1
30,22,Jayden Hunt,DEF,6,0,0,0,1,2022,Finals Week 1
31,22,Ash Johnson,KEYF,6,3,1,1,0,2022,Finals Week 1
32,22,Jack Macrae,MID,6,0,0,0,0,2022,Finals Week 1
33,22,Lincoln McCarthy,FWD,6,2,0,1,0,2022,Finals Week 1
34,22,Hugh McCluggage,MID,6,1,0,1,1,2022,Finals Week 1
35,22,Callum Mills,MID,6,0,0,0,0,2022,Finals Week 1
36,22,John Noble,DEF,6,0,0,0,1,2022,Finals Week 1
37,22,Marlion Pickett,MID,6,0,0,0,1,2022,Finals Week 1
38,22,Dane Rampe,KEYD,6,0,0,0,0,2022,Finals Week 1
39,22,Sam Reid,KEYF,6,2,2,0,1,2022,Finals Week 1
40,41,Blake Acres,MID,5,0,0,0,1,2022,Finals Week 1
41,41,Noah Balta,KEYD,5,0,2,0,2,2022,Finals Week 1
42,41,Jordan Clark,DEF,5,0,1,0,1,2022,Finals Week 1
43,41,Nick Daicos,DEF,5,0,0,0,0,2022,Finals Week 1
44,41,Mitch Duncan,DEF,5,1,0,0,2,2022,Finals Week 1
45,41,Robbie Fox,DEF,5,0,0,0,0,2022,Finals Week 1
46,41,Max Gawn,RUC,5,1,3,1,1,2022,Finals Week 1
47,41,Errol Gulden,FWD,5,0,0,0,0,2022,Finals Week 1
48,41,Ed Langdon,MID,5,0,0,0,1,2022,Finals Week 1
49,41,Patrick Lipinski,FWD,5,1,0,0,0,2022,Finals Week 1
50,41,Daniel McStay,KEYF,5,1,0,0,0,2022,Finals Week 1
51,41,Aaron Naughton,KEYF,5,1,1,0,0,2022,Finals Week 1
52,41,Jaxon Prior,MID,5,0,0,0,2,2022,Finals Week 1
53,41,Jack Riewoldt,KEYF,5,4,1,4,0,2022,Finals Week 1
54,41,Trent Rivers,DEF,5,0,0,0,1,2022,Finals Week 1
55,41,Lachie Schultz,FWD,5,0,0,1,0,2022,Finals Week 1
56,41,Tom Sparrow,FWD,5,1,0,0,1,2022,Finals Week 1
57,41,Michael Walters,FWD,5,2,0,1,0,2022,Finals Week 1
58,59,Harris Andrews,KEYD,4,0,2,0,2,2022,Finals Week 1
59,59,Nathan Broad,DEF,4,0,0,0,3,2022,Finals Week 1
60,59,Jeremy Cameron,KEYF,4,2,2,1,1,2022,Finals Week 1
61,59,Zaine Cordy,KEYD,4,0,1,0,1,2022,Finals Week 1
62,59,Patrick Dangerfield,MID,4,0,1,0,0,2022,Finals Week 1
63,59,Jordan De Goey,MID,4,0,0,0,0,2022,Finals Week 1
64,59,Oliver Florent,DEF,4,0,1,1,1,2022,Finals Week 1
65,59,Tom Hickey,RUC,4,1,1,0,2,2022,Finals Week 1
66,59,Will Hoskin-Elliott,FWD,4,2,0,0,0,2022,Finals Week 1
67,59,Jason Johannisen,FWD,4,1,1,1,0,2022,Finals Week 1
68,59,Jake Lever,KEYD,4,0,1,0,3,2022,Finals Week 1
69,59,Rory Lobb,KEYF,4,3,2,0,0,2022,Finals Week 1
70,59,Dustin Martin,FWD,4,0,1,0,0,2022,Finals Week 1
71,59,Paddy McCartin,KEYD,4,0,0,0,1,2022,Finals Week 1
72,59,Justin McInerney,MID,4,0,0,0,1,2022,Finals Week 1
73,59,David Mundy,MID,4,0,0,0,0,2022,Finals Week 1
74,59,Nathan O'Driscoll,MID,4,0,0,0,2,2022,Finals Week 1
75,59,Clayton Oliver,MID,4,0,0,0,1,2022,Finals Week 1
76,59,Harrison Petty,KEYD,4,0,2,0,3,2022,Finals Week 1
77,59,Isaac Quaynor,DEF,4,0,1,1,2,2022,Finals Week 1
78,59,Ed Richards,DEF,4,0,0,0,0,2022,Finals Week 1
79,59,Maurice Rioli,FWD,4,2,1,0,0,2022,Finals Week 1
80,59,Gary Rohan,FWD,4,4,2,0,0,2022,Finals Week 1
81,59,Steele Sidebottom,MID,4,0,1,0,1,2022,Finals Week 1
82,59,Roarke Smith,MID,4,1,2,0,0,2022,Finals Week 1
83,59,Isaac Smith,FWD,4,0,0,0,0,2022,Finals Week 1
84,85,Zac Bailey,FWD,3,1,0,0,0,2022,Finals Week 1
85,85,Jed Bews,DEF,3,0,0,0,0,2022,Finals Week 1
86,85,Mark Blicavs,RUC,3,0,0,1,1,2022,Finals Week 1
87,85,Ben Brown,KEYF,3,1,2,0,0,2022,Finals Week 1
88,85,Darcy Cameron,RUC,3,0,1,0,2,2022,Finals Week 1
89,85,Trent Cotchin,MID,3,2,0,0,0,2022,Finals Week 1
90,85,Jack Crisp,MID,3,0,0,0,0,2022,Finals Week 1
91,85,Sam Darcy,KEYD,3,2,1,1,0,2022,Finals Week 1
