,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Luke Ryan,DEF,14,0,1,0,1,2017,Round 19
1,1,James Sicily,DEF,14,0,1,0,3,2017,Round 19
2,3,Michael Hurley,KEYD,13,0,1,0,3,2017,Round 19
3,4,Tom Hawkins,KEYF,12,4,1,3,0,2017,Round 19
4,4,Michael Johnson,KEYD,12,0,0,0,1,2017,Round 19
5,4,Jordan Murdoch,MID,12,4,1,3,1,2017,Round 19
6,4,Dane Rampe,KEYD,12,0,0,0,4,2017,Round 19
7,4,Isaac Smith,MID,12,1,0,3,0,2017,Round 19
8,9,Shane Biggs,DEF,11,0,0,1,1,2017,Round 19
9,9,Joe Daniher,KEYF,11,8,5,0,1,2017,Round 19
10,9,Matthew Scharenberg,DEF,11,0,1,0,2,2017,Round 19
11,9,Darcy Tucker,MID,11,3,1,1,1,2017,Round 19
12,13,Jarrod Harbrow,DEF,10,0,0,0,3,2017,Round 19
13,14,David Astbury,KEYD,9,0,2,0,4,2017,Round 19
14,14,Jack Darling,KEYF,9,6,1,4,1,2017,Round 19
15,14,Michael Hibberd,DEF,9,0,0,0,2,2017,Round 19
16,14,Luke Hodge,DEF,9,0,2,0,1,2017,Round 19
17,14,Lachie Hunter,MID,9,1,0,1,0,2017,Round 19
18,14,Josh J. Kennedy,KEYF,9,5,0,4,0,2017,Round 19
19,14,Andrew Mackie,DEF,9,0,0,0,1,2017,Round 19
20,14,Daniel Wells,FWD,9,2,0,2,0,2017,Round 19
21,22,Mark Baguley,DEF,8,0,1,0,2,2017,Round 19
22,22,Tom Barrass,KEYD,8,0,2,0,3,2017,Round 19
23,22,Ben Brown,KEYF,8,5,3,0,0,2017,Round 19
24,22,Jake Carlisle,KEYD,8,0,4,0,8,2017,Round 19
25,22,Hayden Crozier,FWD,8,1,3,2,0,2017,Round 19
26,22,Phil Davis,KEYD,8,0,1,0,1,2017,Round 19
27,22,Sam Docherty,DEF,8,0,0,0,3,2017,Round 19
28,22,Bryce Gibbs,MID,8,0,0,0,1,2017,Round 19
29,22,Aaron Hall,MID,8,0,0,0,0,2017,Round 19
30,22,Ricky Henderson,MID,8,0,0,1,0,2017,Round 19
31,22,Jeremy Howe,DEF,8,0,2,0,3,2017,Round 19
32,22,Ryan Lester,FWD,8,0,1,1,1,2017,Round 19
33,22,Ben McEvoy,RUC,8,1,5,0,1,2017,Round 19
34,22,Mitch McGovern,KEYF,8,5,1,2,0,2017,Round 19
35,22,Darcy Moore,KEYF,8,2,2,4,0,2017,Round 19
36,22,Alex Rance,KEYD,8,0,1,0,3,2017,Round 19
37,22,Jarryd Roughead,KEYF,8,1,1,1,0,2017,Round 19
38,22,Brodie Smith,DEF,8,0,1,0,3,2017,Round 19
