,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Tim Membrey,KEYF,14,5,2,3,2,2021,Round 17
1,2,Jake Kelly,DEF,12,0,0,0,2,2021,Round 17
2,2,Josh Rotham,KEYD,12,0,2,0,6,2021,Round 17
3,2,Tom Stewart,DEF,12,0,2,0,3,2021,Round 17
4,5,Billy Frampton,KEYF,11,2,2,0,2,2021,Round 17
5,5,Lachie Henderson,KEYD,11,0,0,0,2,2021,Round 17
6,5,Jayden Laverde,KEYD,11,0,4,0,6,2021,Round 17
7,5,Justin McInerney,MID,11,0,0,0,1,2021,Round 17
8,5,Mason Redman,DEF,11,0,3,0,5,2021,Round 17
9,5,Jordan Ridley,DEF,11,0,1,0,3,2021,Round 17
10,11,Jordon Butts,KEYD,10,0,2,0,2,2021,Round 17
11,11,Jack Crisp,DEF,10,0,2,0,4,2021,Round 17
12,11,Jordan De Goey,FWD,10,2,1,0,0,2021,Round 17
13,11,Nick Hind,DEF,10,0,0,0,0,2021,Round 17
14,11,Shannon Hurn,DEF,10,0,0,0,5,2021,Round 17
15,11,Max King,KEYF,10,5,5,0,1,2021,Round 17
16,11,Tom McCartin,KEYD,10,0,4,0,6,2021,Round 17
17,11,Paul Seedsman,MID,10,0,0,1,0,2021,Round 17
18,11,Jaidyn Stephenson,FWD,10,1,2,2,0,2021,Round 17
19,20,Charlie Ballard,KEYD,9,0,2,0,9,2021,Round 17
20,20,Andrew Brayshaw,MID,9,0,0,0,0,2021,Round 17
21,20,Ryan Burton,DEF,9,0,0,0,2,2021,Round 17
22,20,Tom Cutler,DEF,9,0,0,0,1,2021,Round 17
23,20,Sean Darcy,RUC,9,0,6,0,7,2021,Round 17
24,20,Jake Lloyd,DEF,9,0,0,0,1,2021,Round 17
25,20,Griffin Logue,KEYD,9,0,2,0,5,2021,Round 17
26,20,Ben Long,DEF,9,2,1,3,0,2021,Round 17
27,20,Steven May,KEYD,9,0,2,0,3,2021,Round 17
28,20,Callum Mills,MID,9,0,0,1,0,2021,Round 17
29,30,Karl Amon,MID,8,0,0,0,0,2021,Round 17
30,30,Harris Andrews,KEYD,8,0,2,0,2,2021,Round 17
31,30,Miles Bergman,MID,8,0,0,0,1,2021,Round 17
32,30,Jonathon Ceglar,RUC,8,0,2,3,4,2021,Round 17
33,30,Harry Cunningham,DEF,8,0,0,0,2,2021,Round 17
34,30,Ben Cunnington,MID,8,1,2,0,1,2021,Round 17
35,30,Ed Curnow,MID,8,1,0,0,0,2021,Round 17
36,30,Taylor Duryea,DEF,8,0,0,0,3,2021,Round 17
37,30,Tim English,RUC,8,3,3,1,2,2021,Round 17
38,30,Aaron Hall,DEF,8,0,1,0,2,2021,Round 17
39,30,Jesse Hogan,KEYF,8,3,5,0,0,2021,Round 17
40,30,Rory Lobb,KEYF,8,5,3,3,0,2021,Round 17
41,30,Jack Lukosius,DEF,8,0,0,0,2,2021,Round 17
42,30,Tom McDonald,KEYF,8,3,3,2,0,2021,Round 17
43,30,John Noble,DEF,8,0,0,0,2,2021,Round 17
44,30,Christian Petracca,MID,8,2,0,2,0,2021,Round 17
45,30,Daniel Rich,DEF,8,0,0,0,2,2021,Round 17
46,30,Christian Salem,DEF,8,0,0,0,2,2021,Round 17
47,30,Jy Simpkin,MID,8,0,0,0,1,2021,Round 17
48,30,Brodie Smith,DEF,8,0,0,0,1,2021,Round 17
49,30,Zach Tuohy,DEF,8,2,1,0,2,2021,Round 17
50,30,Sam Walsh,MID,8,1,0,1,0,2021,Round 17
51,30,Jimmy Webster,DEF,8,0,0,1,1,2021,Round 17
52,53,Marcus Adams,KEYD,7,0,3,0,4,2021,Round 17
53,53,Jack Billings,MID,7,2,0,0,0,2021,Round 17
54,53,Grant Birchall,DEF,7,0,0,0,0,2021,Round 17
55,53,Nick Blakey,DEF,7,0,0,0,1,2021,Round 17
56,53,Darcy Cameron,KEYF,7,2,2,0,2,2021,Round 17
57,53,Brad Close,FWD,7,1,0,0,1,2021,Round 17
58,53,Oliver Florent,MID,7,2,0,1,0,2021,Round 17
59,53,Lance Franklin,KEYF,7,3,4,1,0,2021,Round 17
60,53,Sam Frost,KEYD,7,0,3,0,5,2021,Round 17
61,53,Martin Gleeson,DEF,7,0,0,0,0,2021,Round 17
62,53,Dylan Grimes,KEYD,7,0,3,0,5,2021,Round 17
63,53,Oliver Henry,FWD,7,1,1,1,0,2021,Round 17
64,53,Shaun Higgins,FWD,7,2,0,2,0,2021,Round 17
65,53,Tom Highmore,DEF,7,0,3,0,6,2021,Round 17
66,53,Changkuoth Jiath,DEF,7,0,2,0,3,2021,Round 17
67,53,Ben Keays,MID,7,0,0,0,1,2021,Round 17
68,53,Rory Laird,MID,7,0,0,0,0,2021,Round 17
69,53,Brayden Maynard,DEF,7,0,3,0,4,2021,Round 17
70,53,Nick Murray,KEYD,7,0,2,0,2,2021,Round 17
71,53,Tom Papley,FWD,7,2,0,1,0,2021,Round 17
72,53,Harrison Petty,KEYD,7,0,1,0,4,2021,Round 17
73,53,Tom Phillips,MID,7,0,1,0,0,2021,Round 17
74,53,Wil Powell,DEF,7,0,0,0,1,2021,Round 17
75,53,Dane Rampe,KEYD,7,0,0,1,0,2021,Round 17
76,53,Gary Rohan,FWD,7,4,2,2,0,2021,Round 17
