,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jack Bowes,DEF,14,0,0,0,4,2021,Round 1
1,1,Oleg Markov,DEF,14,0,2,0,4,2021,Round 1
2,3,Tom Barrass,KEYD,13,0,3,0,3,2021,Round 1
3,4,Charlie Ballard,KEYD,12,0,1,0,1,2021,Round 1
4,4,Shannon Hurn,DEF,12,0,1,0,3,2021,Round 1
5,4,Darcy Moore,KEYD,12,0,6,0,8,2021,Round 1
6,4,Steven Motlop,FWD,12,0,0,2,0,2021,Round 1
7,4,Dom Sheed,MID,12,0,0,2,1,2021,Round 1
8,9,Josh Bruce,KEYF,11,3,1,3,0,2021,Round 1
9,9,Lachie Hunter,MID,11,1,0,0,0,2021,Round 1
10,9,Jack Lukosius,DEF,11,0,0,0,0,2021,Round 1
11,12,Sam Collins,KEYD,10,0,0,0,1,2021,Round 1
12,12,Errol Gulden,FWD,10,2,1,3,0,2021,Round 1
13,12,Jack Newnes,MID,10,0,0,0,1,2021,Round 1
14,15,Marcus Bontempelli,MID,9,2,2,0,0,2021,Round 1
15,15,Taylor Duryea,DEF,9,0,1,0,1,2021,Round 1
16,15,Brandon Ellis,MID,9,0,0,0,0,2021,Round 1
17,15,Alex Keath,KEYD,9,0,1,0,3,2021,Round 1
18,15,Tom McDonald,KEYF,9,2,2,1,1,2021,Round 1
19,15,Josh Rotham,KEYD,9,0,0,0,1,2021,Round 1
20,15,Lachlan Sholl,MID,9,0,0,0,0,2021,Round 1
21,22,Oscar Allen,KEYF,8,4,2,2,0,2021,Round 1
22,22,Tom Clurey,KEYD,8,0,3,0,3,2021,Round 1
23,22,Tom Cole,DEF,8,0,1,0,3,2021,Round 1
24,22,Jamie Cripps,FWD,8,3,0,2,0,2021,Round 1
25,22,Ed Curnow,MID,8,0,1,0,0,2021,Round 1
26,22,Will Day,DEF,8,0,0,0,5,2021,Round 1
27,22,Tim English,RUC,8,2,4,0,1,2021,Round 1
28,22,Billy Frampton,KEYF,8,4,3,2,2,2021,Round 1
29,22,Andrew Gaff,MID,8,1,0,0,0,2021,Round 1
30,22,Isaac Heeney,FWD,8,4,2,5,0,2021,Round 1
31,22,Tom Lynch,FWD,8,1,1,1,1,2021,Round 1
32,22,Steven May,KEYD,8,0,3,0,5,2021,Round 1
33,22,Callum Mills,MID,8,2,0,2,0,2021,Round 1
34,22,Daniel Rich,DEF,8,0,0,0,3,2021,Round 1
35,22,Paul Seedsman,MID,8,0,0,0,0,2021,Round 1
36,22,Brad Sheppard,DEF,8,0,1,0,0,2021,Round 1
37,22,Bailey Smith,MID,8,0,0,1,0,2021,Round 1
38,22,Bailey Williams,DEF,8,0,0,0,0,2021,Round 1
39,40,Adam Cerra,MID,7,2,0,0,1,2021,Round 1
40,40,Jack Crisp,DEF,7,0,0,0,1,2021,Round 1
41,40,Liam Duggan,DEF,7,0,0,0,1,2021,Round 1
42,40,Josh Dunkley,FWD,7,0,1,0,0,2021,Round 1
43,40,Ryan Gardner,KEYD,7,0,1,0,2,2021,Round 1
44,40,Michael Gibbons,FWD,7,0,0,2,0,2021,Round 1
45,40,Blake Hardwick,DEF,7,0,1,0,4,2021,Round 1
46,40,Nick Haynes,DEF,7,0,1,0,3,2021,Round 1
47,40,Daniel Howe,MID,7,0,0,0,0,2021,Round 1
48,40,Tim Kelly,MID,7,0,0,0,0,2021,Round 1
49,40,Ben King,KEYF,7,3,1,2,0,2021,Round 1
50,40,Jake Kolodjashnij,KEYD,7,0,0,0,0,2021,Round 1
51,40,Rory Laird,MID,7,1,1,0,1,2021,Round 1
52,40,Sean Lemmens,DEF,7,0,1,0,1,2021,Round 1
53,40,Jake Lever,KEYD,7,0,4,0,6,2021,Round 1
54,40,Jack Macrae,MID,7,0,0,0,1,2021,Round 1
55,40,Jack Madgen,DEF,7,0,0,0,1,2021,Round 1
56,40,Dustin Martin,FWD,7,5,2,2,0,2021,Round 1
57,40,Ben McEvoy,RUC,7,1,0,0,3,2021,Round 1
58,40,Jeremy McGovern,KEYD,7,0,1,0,3,2021,Round 1
59,40,Tim Membrey,KEYF,7,2,1,0,1,2021,Round 1
60,40,Aaron Naughton,KEYF,7,2,1,3,0,2021,Round 1
61,40,Harry Perryman,DEF,7,0,1,0,6,2021,Round 1
62,40,Tom Phillips,MID,7,0,1,0,1,2021,Round 1
63,40,Jack Redden,MID,7,0,1,0,0,2021,Round 1
64,40,Adam Tomlinson,KEYD,7,0,1,0,2,2021,Round 1
65,40,Taylor Walker,KEYF,7,4,1,3,0,2021,Round 1
66,67,Connor Budarick,DEF,6,0,0,0,0,2021,Round 1
67,67,Zak Butters,FWD,6,2,2,1,1,2021,Round 1
68,67,Mason Cox,KEYF,6,2,4,0,0,2021,Round 1
69,67,Brennan Cox,KEYD,6,0,3,0,3,2021,Round 1
70,67,Patrick Dangerfield,MID,6,0,1,0,2,2021,Round 1
71,67,Matt Flynn,RUC,6,0,3,0,3,2021,Round 1
72,67,Bayley Fritsch,FWD,6,3,0,2,0,2021,Round 1
73,67,James Harmes,MID,6,1,0,0,1,2021,Round 1
74,67,Lachie Henderson,KEYD,6,0,0,0,2,2021,Round 1
75,67,Dyson Heppell,DEF,6,0,1,0,2,2021,Round 1
76,67,George Hewett,DEF,6,1,0,0,2,2021,Round 1
77,67,Nick Hind,DEF,6,0,0,0,1,2021,Round 1
78,67,Jeremy Howe,DEF,6,0,1,0,2,2021,Round 1
79,67,Kane Lambert,FWD,6,2,0,1,0,2021,Round 1
80,67,Zac Langdon,FWD,6,0,0,1,0,2021,Round 1
81,67,Darcy MacPherson,FWD,6,0,1,1,1,2021,Round 1
82,67,Harry McKay,KEYF,6,5,3,1,0,2021,Round 1
83,67,Brody Mihocek,KEYF,6,2,1,3,1,2021,Round 1
84,67,Tim O'Brien,KEYF,6,3,2,0,0,2021,Round 1
85,67,Clayton Oliver,MID,6,0,0,0,2,2021,Round 1
86,67,Tom Papley,FWD,6,2,0,1,1,2021,Round 1
87,67,Jordan Ridley,DEF,6,0,0,1,2,2021,Round 1
88,67,Jordan Roughead,KEYD,6,0,2,0,2,2021,Round 1
89,67,Christian Salem,DEF,6,0,0,0,1,2021,Round 1
90,67,Bailey Scott,FWD,6,1,0,1,1,2021,Round 1
91,67,Will Setterfield,MID,6,1,0,0,1,2021,Round 1
92,67,Alex Sexton,FWD,6,1,0,1,0,2021,Round 1
93,67,Isaac Smith,MID,6,2,0,0,1,2021,Round 1
94,67,Brodie Smith,DEF,6,0,0,0,2,2021,Round 1
95,67,Dom Tyson,MID,6,0,0,0,0,2021,Round 1
96,67,Josh Walker,KEYD,6,2,2,0,0,2021,Round 1
97,67,Sam Walsh,MID,6,1,0,0,1,2021,Round 1
98,67,Lachie Weller,FWD,6,0,0,1,0,2021,Round 1
99,67,Hayden Young,DEF,6,0,1,0,4,2021,Round 1
100,67,Dayne Zorko,MID,6,1,0,1,1,2021,Round 1
101,102,Jack Billings,MID,5,1,0,0,0,2021,Round 1
