,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Justin Westhoff,KEYF,16,2,1,2,3,2019,Round 16
1,2,James Sicily,KEYD,14,0,5,0,5,2019,Round 16
2,3,Tom Clurey,KEYD,12,0,1,0,6,2019,Round 16
3,3,Bayley Fritsch,DEF,12,0,1,3,1,2019,Round 16
4,3,Michael Hurley,KEYD,12,0,2,0,4,2019,Round 16
5,6,Darcy Byrne-Jones,DEF,11,0,0,0,3,2019,Round 16
6,6,Jasper Pittard,DEF,11,0,0,0,0,2019,Round 16
7,6,Tom Rockliff,MID,11,0,0,0,0,2019,Round 16
8,6,Harry Taylor,KEYD,11,1,4,0,6,2019,Round 16
9,10,Riley Bonner,DEF,10,0,0,0,1,2019,Round 16
10,10,Jason Castagna,FWD,10,6,1,2,0,2019,Round 16
11,10,Phil Davis,KEYD,10,0,1,0,6,2019,Round 16
12,10,Sam Frost,KEYD,10,0,4,0,6,2019,Round 16
13,10,Isaac Heeney,FWD,10,0,1,2,0,2019,Round 16
14,10,Luke Hodge,DEF,10,0,1,0,2,2019,Round 16
15,10,Gary Rohan,FWD,10,4,2,4,0,2019,Round 16
16,10,Jack Silvagni,FWD,10,2,3,2,2,2019,Round 16
17,10,Tom Stewart,DEF,10,0,0,0,0,2019,Round 16
18,10,Robbie Tarrant,KEYD,10,0,3,0,5,2019,Round 16
19,20,Shai Bolton,FWD,9,2,1,0,0,2019,Round 16
20,20,Jack Crisp,DEF,9,0,0,0,1,2019,Round 16
21,20,Brad Ebert,FWD,9,2,1,1,0,2019,Round 16
22,20,Lachie Hunter,MID,9,0,1,1,2,2019,Round 16
23,20,Tom McDonald,KEYF,9,5,2,1,1,2019,Round 16
24,20,Aaron Naughton,KEYF,9,5,2,4,2,2019,Round 16
25,20,Callum Wilkie,KEYD,9,0,2,0,5,2019,Round 16
26,27,Charlie Ballard,KEYD,8,0,1,0,3,2019,Round 16
27,27,Nathan Broad,DEF,8,0,1,0,2,2019,Round 16
28,27,Ryan Burton,DEF,8,0,0,0,2,2019,Round 16
29,27,Jordan Clark,MID,8,1,1,0,3,2019,Round 16
30,27,Harry Cunningham,DEF,8,0,0,0,2,2019,Round 16
31,27,Brett Deledio,FWD,8,1,0,0,0,2019,Round 16
32,27,Mitch Duncan,MID,8,0,0,0,0,2019,Round 16
33,27,Xavier Duursma,MID,8,0,1,0,2,2019,Round 16
34,27,Joel Hamling,KEYD,8,0,2,0,4,2019,Round 16
35,27,Nick Haynes,DEF,8,0,1,0,3,2019,Round 16
36,27,Shannon Hurn,DEF,8,0,1,0,4,2019,Round 16
37,27,Jesse Joyce,DEF,8,0,1,0,2,2019,Round 16
38,27,Jake Kelly,DEF,8,0,2,0,3,2019,Round 16
39,27,Jake Lloyd,DEF,8,1,0,0,1,2019,Round 16
40,27,Jack Lukosius,DEF,8,0,0,0,0,2019,Round 16
41,27,Anthony McDonald-Tipungwuti,FWD,8,2,1,2,1,2019,Round 16
42,27,Mark O'Connor,DEF,8,0,0,0,0,2019,Round 16
43,27,Dane Rampe,KEYD,8,0,0,0,1,2019,Round 16
44,27,Isaac Smith,MID,8,0,0,1,0,2019,Round 16
45,27,Scott D. Thompson,KEYD,8,0,2,0,4,2019,Round 16
46,27,Cameron Zurhaar,FWD,8,5,1,1,1,2019,Round 16
47,48,Brendon Ah Chee,FWD,7,1,0,0,0,2019,Round 16
48,48,Harris Andrews,KEYD,7,0,3,0,6,2019,Round 16
49,48,Shaun Atley,DEF,7,0,1,0,1,2019,Round 16
50,48,Will Brodie,MID,7,1,0,0,1,2019,Round 16
51,48,Josh Bruce,KEYF,7,4,7,0,0,2019,Round 16
52,48,Jake Carlisle,KEYD,7,0,2,0,5,2019,Round 16
53,48,Sam Day,KEYF,7,1,4,0,2,2019,Round 16
54,48,Liam Duggan,DEF,7,0,1,0,3,2019,Round 16
55,48,Brandon Ellis,MID,7,0,0,0,1,2019,Round 16
56,48,James Frawley,KEYD,7,0,1,0,3,2019,Round 16
57,48,Jack Henry,DEF,7,0,0,0,4,2019,Round 16
58,48,Cale Hooker,KEYD,7,0,0,0,1,2019,Round 16
59,48,Zak Jones,MID,7,0,0,0,0,2019,Round 16
60,48,Alex Keath,KEYD,7,0,0,0,3,2019,Round 16
