,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Lachie Henderson,KEYD,14,0,2,0,2,2020,Semi Finals
1,1,Tom Stewart,DEF,14,0,1,0,3,2020,Semi Finals
2,3,Mitch Duncan,MID,12,1,0,1,1,2020,Semi Finals
3,4,Nick Coffield,DEF,9,0,2,0,4,2020,Semi Finals
4,4,Tom Hawkins,KEYF,9,4,2,2,0,2020,Semi Finals
5,6,Tim Membrey,KEYF,8,1,2,2,2,2020,Semi Finals
6,6,Gary Rohan,FWD,8,3,3,2,0,2020,Semi Finals
7,8,Mark Blicavs,KEYD,7,0,2,0,3,2020,Semi Finals
8,8,Cameron Guthrie,MID,7,1,0,0,0,2020,Semi Finals
9,8,Jack Henry,DEF,7,0,0,0,2,2020,Semi Finals
10,8,Sam Menegola,MID,7,1,0,0,1,2020,Semi Finals
11,8,Jayden Short,DEF,7,0,0,0,1,2020,Semi Finals
12,13,Liam Baker,DEF,6,0,0,0,1,2020,Semi Finals
13,13,Jack Crisp,DEF,6,0,2,0,4,2020,Semi Finals
14,13,Patrick Dangerfield,MID,6,2,2,1,0,2020,Semi Finals
15,13,Tom J. Lynch,KEYF,6,4,2,3,0,2020,Semi Finals
16,17,David Astbury,KEYD,5,0,0,0,0,2020,Semi Finals
17,17,Josh Battle,FWD,5,2,1,0,2,2020,Semi Finals
18,17,Jack Billings,MID,5,1,0,0,0,2020,Semi Finals
19,17,Nathan Broad,DEF,5,0,0,0,2,2020,Semi Finals
20,17,Dylan Grimes,KEYD,5,0,2,0,2,2020,Semi Finals
21,17,Bachar Houli,DEF,5,0,0,0,0,2020,Semi Finals
22,17,Max King,KEYF,5,2,1,2,1,2020,Semi Finals
23,17,Rowan Marshall,RUC,5,0,1,1,2,2020,Semi Finals
24,17,Kamdyn McIntosh,MID,5,0,0,0,0,2020,Semi Finals
25,17,Joel Selwood,MID,5,1,0,0,2,2020,Semi Finals
26,17,Rhys Stanley,RUC,5,1,1,0,1,2020,Semi Finals
27,17,Jack Steele,MID,5,0,0,0,0,2020,Semi Finals
28,29,Jed Bews,DEF,4,0,0,0,1,2020,Semi Finals
29,29,Jason Castagna,FWD,4,1,0,1,0,2020,Semi Finals
30,29,Jordan De Goey,FWD,4,1,0,1,1,2020,Semi Finals
31,29,Jamie Elliott,FWD,4,1,0,2,0,2020,Semi Finals
32,29,Dean Kent,FWD,4,0,0,0,0,2020,Semi Finals
33,29,Jake Kolodjashnij,DEF,4,0,0,0,1,2020,Semi Finals
34,29,Jack Lonie,FWD,4,0,0,0,0,2020,Semi Finals
35,29,Jack Madgen,KEYD,4,0,1,0,3,2020,Semi Finals
36,29,Darcy Moore,KEYD,4,0,2,0,2,2020,Semi Finals
37,29,Shane Savage,DEF,4,0,0,0,0,2020,Semi Finals
38,29,Sam Simpson,FWD,4,0,1,0,0,2020,Semi Finals
39,29,Harry Taylor,KEYD,4,0,0,0,0,2020,Semi Finals
40,29,Zach Tuohy,MID,4,0,0,1,0,2020,Semi Finals
41,29,Callum Wilkie,DEF,4,0,0,0,1,2020,Semi Finals
42,43,Hunter Clark,DEF,3,0,0,0,1,2020,Semi Finals
43,43,Trent Cotchin,MID,3,0,0,0,1,2020,Semi Finals
44,43,Luke Dahlhaus,FWD,3,0,0,1,0,2020,Semi Finals
45,43,Jarryn Geary,DEF,3,0,0,0,1,2020,Semi Finals
46,43,Jack Graham,MID,3,0,1,0,0,2020,Semi Finals
47,43,Will Hoskin-Elliott,FWD,3,0,0,1,0,2020,Semi Finals
48,43,Kane Lambert,FWD,3,0,0,0,0,2020,Semi Finals
49,43,Gryan Miers,FWD,3,1,0,0,0,2020,Semi Finals
50,43,Toby Nankervis,RUC,3,0,2,0,2,2020,Semi Finals
51,43,Mark O'Connor,DEF,3,0,0,0,0,2020,Semi Finals
52,43,Sebastian Ross,MID,3,0,0,0,0,2020,Semi Finals
53,43,Adam Treloar,MID,3,0,0,0,0,2020,Semi Finals
54,55,Gary Ablett,FWD,2,1,0,1,0,2020,Semi Finals
55,55,Noah Balta,KEYD,2,0,1,0,0,2020,Semi Finals
56,55,Shai Bolton,MID,2,1,0,1,0,2020,Semi Finals
57,55,Dan Butler,FWD,2,0,0,0,0,2020,Semi Finals
58,55,Mason Cox,KEYF,2,0,1,0,0,2020,Semi Finals
59,55,Josh Daicos,MID,2,0,0,0,0,2020,Semi Finals
60,55,Shane Edwards,MID,2,0,0,0,0,2020,Semi Finals
61,55,Dougal Howard,KEYD,2,0,1,0,1,2020,Semi Finals
62,55,Zak Jones,MID,2,0,0,0,1,2020,Semi Finals
63,55,Brayden Maynard,DEF,2,0,0,0,0,2020,Semi Finals
64,55,Brody Mihocek,KEYF,2,1,0,1,0,2020,Semi Finals
65,55,Brandan Parfitt,MID,2,1,0,1,0,2020,Semi Finals
66,55,Isaac Quaynor,DEF,2,0,1,0,1,2020,Semi Finals
67,55,Jack Riewoldt,KEYF,2,0,1,0,0,2020,Semi Finals
68,55,Daniel Rioli,FWD,2,1,0,2,0,2020,Semi Finals
69,55,Jordan Roughead,KEYD,2,0,0,0,1,2020,Semi Finals
70,55,Jack Sinclair,MID,2,1,0,0,0,2020,Semi Finals
71,55,Jaidyn Stephenson,FWD,2,1,0,0,1,2020,Semi Finals
72,73,Darcy Cameron,KEYF,1,0,1,0,0,2020,Semi Finals
73,73,Levi Greenwood,MID,1,0,0,0,1,2020,Semi Finals
74,73,Brodie Grundy,RUC,1,1,0,0,0,2020,Semi Finals
75,73,Dan Hannebery,MID,1,0,0,0,0,2020,Semi Finals
76,73,Dustin Martin,FWD,1,1,0,0,0,2020,Semi Finals
77,73,Chris Mayne,MID,1,0,0,0,0,2020,Semi Finals
78,73,Ben Paton,DEF,1,0,0,0,0,2020,Semi Finals
79,73,Nick Vlastuin,DEF,1,0,0,0,0,2020,Semi Finals
80,81,Taylor Adams,MID,0,0,0,0,0,2020,Semi Finals
81,81,Bradley Hill,MID,0,0,0,0,0,2020,Semi Finals
82,81,Jonathon Marsh,KEYF,0,0,0,0,0,2020,Semi Finals
83,81,John Noble,DEF,0,0,0,0,0,2020,Semi Finals
84,81,Scott Pendlebury,MID,0,0,0,0,0,2020,Semi Finals
85,81,Marlion Pickett,MID,0,0,0,0,0,2020,Semi Finals
86,81,Dion Prestia,MID,0,0,0,0,0,2020,Semi Finals
87,81,Josh Thomas,FWD,0,0,0,0,0,2020,Semi Finals
