,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Keidean Coleman,DEF,10,0,0,0,6,2023,Preliminary Finals
1,1,Jeremy Howe,KEYD,10,0,2,0,2,2023,Preliminary Finals
2,3,Ryan Lester,KEYD,9,0,0,0,3,2023,Preliminary Finals
3,4,Darcy Cameron,RUC,8,0,1,1,5,2023,Preliminary Finals
4,4,Jaspa Fletcher,MID,8,0,0,0,1,2023,Preliminary Finals
5,4,Daniel Lloyd,FWD,8,2,1,0,0,2023,Preliminary Finals
6,4,Caleb Marchbank,KEYD,8,0,1,0,5,2023,Preliminary Finals
7,4,Scott Pendlebury,MID,8,0,0,0,3,2023,Preliminary Finals
8,4,Isaac Quaynor,DEF,8,0,1,0,3,2023,Preliminary Finals
9,4,Jacob Weitering,KEYD,8,0,2,0,5,2023,Preliminary Finals
10,4,Darcy Wilmot,DEF,8,0,0,0,1,2023,Preliminary Finals
11,12,Lachie Ash,DEF,7,0,0,0,0,2023,Preliminary Finals
12,12,Isaac Cumming,DEF,7,1,2,0,3,2023,Preliminary Finals
13,12,Jesse Hogan,KEYF,7,2,3,1,0,2023,Preliminary Finals
14,15,Jarrod Berry,MID,6,0,0,0,0,2023,Preliminary Finals
15,15,Jack Buckley,KEYD,6,1,0,0,2,2023,Preliminary Finals
16,15,Brent Daniels,FWD,6,2,1,0,0,2023,Preliminary Finals
17,15,Jordan De Goey,MID,6,0,0,0,0,2023,Preliminary Finals
18,15,Eric Hipwood,KEYF,6,3,1,3,0,2023,Preliminary Finals
19,15,Harry McKay,KEYF,6,1,4,2,0,2023,Preliminary Finals
20,15,Steele Sidebottom,MID,6,0,0,0,2,2023,Preliminary Finals
21,15,Dayne Zorko,FWD,6,0,0,0,0,2023,Preliminary Finals
22,23,Harris Andrews,KEYD,5,0,3,0,3,2023,Preliminary Finals
23,23,Jordan Boyd,DEF,5,0,0,0,1,2023,Preliminary Finals
24,23,Charlie Cameron,FWD,5,3,1,2,0,2023,Preliminary Finals
25,23,Jack Crisp,MID,5,0,0,2,0,2023,Preliminary Finals
26,23,Sam Docherty,MID,5,1,1,0,0,2023,Preliminary Finals
27,23,Josh Dunkley,MID,5,0,1,0,1,2023,Preliminary Finals
28,23,Darcy Gardiner,KEYD,5,0,0,0,1,2023,Preliminary Finals
29,23,Connor Idun,DEF,5,0,0,0,1,2023,Preliminary Finals
30,23,Brayden Maynard,DEF,5,0,1,0,1,2023,Preliminary Finals
31,23,Mitch McGovern,DEF,5,0,2,0,4,2023,Preliminary Finals
32,23,Harry Perryman,DEF,5,0,1,0,3,2023,Preliminary Finals
33,23,Brandon Starcevich,DEF,5,0,1,0,2,2023,Preliminary Finals
34,35,Blake Acres,MID,4,0,0,0,1,2023,Preliminary Finals
35,35,Callum Ah Chee,FWD,4,0,0,0,0,2023,Preliminary Finals
36,35,Callum M. Brown,FWD,4,1,2,1,0,2023,Preliminary Finals
37,35,Matthew Cottrell,FWD,4,1,1,1,1,2023,Preliminary Finals
38,35,Mason Cox,RUC,4,1,2,0,0,2023,Preliminary Finals
39,35,Patrick Cripps,MID,4,1,1,1,0,2023,Preliminary Finals
40,35,Charlie Curnow,KEYF,4,1,2,1,0,2023,Preliminary Finals
41,35,Nick Daicos,MID,4,0,0,0,0,2023,Preliminary Finals
42,35,Jamie Elliott,FWD,4,1,0,1,0,2023,Preliminary Finals
43,35,Will Hoskin-Elliott,FWD,4,0,0,0,1,2023,Preliminary Finals
44,35,Josh Kelly,MID,4,0,1,0,1,2023,Preliminary Finals
45,35,Hugh McCluggage,MID,4,0,0,0,0,2023,Preliminary Finals
46,35,Daniel McStay,KEYF,4,4,2,0,0,2023,Preliminary Finals
47,35,Darcy Moore,KEYD,4,0,1,0,4,2023,Preliminary Finals
48,35,Nic Newman,DEF,4,0,0,0,1,2023,Preliminary Finals
49,35,Adam Saad,DEF,4,0,1,0,2,2023,Preliminary Finals
50,51,Kieren Briggs,RUC,3,0,2,0,2,2023,Preliminary Finals
51,51,Finn Callaghan,MID,3,0,0,0,1,2023,Preliminary Finals
52,51,Stephen Coniglio,MID,3,0,0,0,0,2023,Preliminary Finals
53,51,Josh Daicos,MID,3,0,0,1,0,2023,Preliminary Finals
54,51,Joe Daniher,KEYF,3,2,0,1,0,2023,Preliminary Finals
55,51,Tom De Koning,RUC,3,0,2,0,2,2023,Preliminary Finals
56,51,Harry Himmelberg,KEYD,3,0,0,0,2,2023,Preliminary Finals
57,51,Oliver Hollands,MID,3,0,1,0,1,2023,Preliminary Finals
58,51,Lachlan Keeffe,KEYF,3,0,0,1,0,2023,Preliminary Finals
59,51,Lincoln McCarthy,FWD,3,2,0,0,0,2023,Preliminary Finals
60,51,Beau McCreery,FWD,3,1,0,1,0,2023,Preliminary Finals
61,51,Conor McKenna,DEF,3,0,0,0,1,2023,Preliminary Finals
62,51,Brody Mihocek,KEYF,3,0,1,1,0,2023,Preliminary Finals
63,51,Tom Mitchell,MID,3,0,0,0,0,2023,Preliminary Finals
64,51,Deven Robertson,FWD,3,0,1,0,0,2023,Preliminary Finals
65,51,Sam Taylor,KEYD,3,0,2,0,3,2023,Preliminary Finals
66,51,Sam Walsh,MID,3,0,1,0,2,2023,Preliminary Finals
