,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Nic Newman,DEF,11,0,1,0,3,2023,Semi Finals
1,2,Jesse Hogan,KEYF,9,4,1,2,1,2023,Semi Finals
2,3,Jake Lever,KEYD,8,0,1,0,6,2023,Semi Finals
3,3,Jacob Weitering,KEYD,8,0,3,0,5,2023,Semi Finals
4,5,Steven May,KEYD,7,0,3,0,5,2023,Semi Finals
5,6,Jack Buckley,KEYD,6,0,2,0,3,2023,Semi Finals
6,6,Matthew Cottrell,FWD,6,1,0,1,0,2023,Semi Finals
7,6,Sam Docherty,MID,6,0,0,0,2,2023,Semi Finals
8,6,Toby Greene,FWD,6,3,1,4,0,2023,Semi Finals
9,6,Dan Houston,DEF,6,0,2,0,2,2023,Semi Finals
10,6,Judd McVee,DEF,6,0,0,0,3,2023,Semi Finals
11,6,Jake Riccardi,KEYF,6,4,0,3,0,2023,Semi Finals
12,6,Adam Saad,DEF,6,0,1,0,0,2023,Semi Finals
13,6,Charlie Spargo,FWD,6,0,0,0,2,2023,Semi Finals
14,6,Tom Sparrow,MID,6,0,0,0,1,2023,Semi Finals
15,6,Sam Taylor,KEYD,6,0,2,0,4,2023,Semi Finals
16,6,Sam Walsh,MID,6,0,0,0,0,2023,Semi Finals
17,6,Lachie Whitfield,DEF,6,0,0,0,1,2023,Semi Finals
18,19,Miles Bergman,DEF,5,0,1,0,1,2023,Semi Finals
19,19,Callum M. Brown,FWD,5,0,1,0,0,2023,Semi Finals
20,19,Charlie Curnow,KEYF,5,1,2,0,0,2023,Semi Finals
21,19,Bayley Fritsch,FWD,5,2,1,0,0,2023,Semi Finals
22,19,Lachlan Keeffe,KEYF,5,0,2,0,0,2023,Semi Finals
23,19,Caleb Marchbank,KEYD,5,0,0,0,2,2023,Semi Finals
24,19,Christian Petracca,MID,5,1,1,0,0,2023,Semi Finals
25,19,Adam Tomlinson,KEYD,5,0,0,0,1,2023,Semi Finals
26,27,Jake Bowey,DEF,4,0,1,0,2,2023,Semi Finals
27,27,Zak Butters,MID,4,1,0,1,0,2023,Semi Finals
28,27,Kade Chandler,FWD,4,0,1,0,0,2023,Semi Finals
29,27,Stephen Coniglio,MID,4,2,0,0,0,2023,Semi Finals
30,27,Isaac Cumming,DEF,4,1,0,0,2,2023,Semi Finals
31,27,Brent Daniels,FWD,4,1,0,0,0,2023,Semi Finals
32,27,Tom De Koning,RUC,4,1,2,0,1,2023,Semi Finals
33,27,Lachie Fogarty,FWD,4,1,0,0,0,2023,Semi Finals
34,27,Max Gawn,RUC,4,2,3,0,1,2023,Semi Finals
35,27,Harry Himmelberg,KEYD,4,0,0,0,1,2023,Semi Finals
36,27,Lachie Hunter,MID,4,0,0,0,2,2023,Semi Finals
37,27,Connor Idun,DEF,4,0,0,0,1,2023,Semi Finals
38,27,Josh Kelly,MID,4,0,0,0,0,2023,Semi Finals
39,27,Brodie Kemp,KEYD,4,0,1,0,2,2023,Semi Finals
