,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Riley Bonner,DEF,10,0,0,0,3,2021,Preliminary Finals
1,2,Aaron Naughton,KEYF,9,4,6,1,0,2021,Preliminary Finals
2,3,Bayley Fritsch,FWD,8,3,0,3,0,2021,Preliminary Finals
3,3,Charlie Spargo,FWD,8,1,0,0,0,2021,Preliminary Finals
4,3,Bailey Williams,DEF,8,0,1,0,4,2021,Preliminary Finals
5,6,Aliir Aliir,KEYD,7,0,2,0,6,2021,Preliminary Finals
6,6,Ben Brown,KEYF,7,3,4,1,0,2021,Preliminary Finals
7,8,Ryan Burton,DEF,6,0,0,0,0,2021,Preliminary Finals
8,8,Lachie Hunter,MID,6,0,0,1,0,2021,Preliminary Finals
9,8,Christian Salem,DEF,6,0,1,0,3,2021,Preliminary Finals
10,8,Josh Schache,KEYD,6,5,1,1,0,2021,Preliminary Finals
11,12,Karl Amon,MID,5,0,0,0,0,2021,Preliminary Finals
12,12,Miles Bergman,MID,5,0,2,0,2,2021,Preliminary Finals
13,12,Mitch Duncan,FWD,5,0,0,0,0,2021,Preliminary Finals
14,12,Taylor Duryea,DEF,5,0,0,0,2,2021,Preliminary Finals
15,12,Max Gawn,RUC,5,3,2,1,0,2021,Preliminary Finals
16,12,Mitch Hannan,FWD,5,2,2,1,0,2021,Preliminary Finals
17,12,Dan Houston,DEF,5,0,1,0,2,2021,Preliminary Finals
18,12,Ed Langdon,MID,5,0,0,0,1,2021,Preliminary Finals
19,12,Jake Lever,KEYD,5,0,1,0,3,2021,Preliminary Finals
20,12,Tom McDonald,KEYF,5,1,1,1,1,2021,Preliminary Finals
21,12,Trent McKenzie,KEYD,5,0,1,0,1,2021,Preliminary Finals
22,12,Joel Selwood,MID,5,0,0,1,0,2021,Preliminary Finals
23,12,Isaac Smith,MID,5,1,0,0,1,2021,Preliminary Finals
24,25,Travis Boak,MID,4,1,0,1,0,2021,Preliminary Finals
25,25,Caleb Daniel,DEF,4,0,1,0,1,2021,Preliminary Finals
26,25,Charlie Dixon,KEYF,4,3,1,2,0,2021,Preliminary Finals
27,25,Josh Dunkley,FWD,4,0,1,1,0,2021,Preliminary Finals
28,25,Cameron Guthrie,MID,4,0,0,0,0,2021,Preliminary Finals
29,25,Jason Johannisen,FWD,4,1,2,0,0,2021,Preliminary Finals
30,25,Tom Jonas,KEYD,4,0,1,0,2,2021,Preliminary Finals
31,25,Clayton Oliver,MID,4,0,0,0,2,2021,Preliminary Finals
32,25,Christian Petracca,MID,4,2,0,1,0,2021,Preliminary Finals
33,25,Trent Rivers,DEF,4,0,0,0,0,2021,Preliminary Finals
34,25,Zach Tuohy,DEF,4,0,0,0,0,2021,Preliminary Finals
35,25,Jack Viney,MID,4,0,0,0,1,2021,Preliminary Finals
36,25,Ollie Wines,MID,4,1,0,0,0,2021,Preliminary Finals
37,25,Easton Wood,DEF,4,0,0,1,1,2021,Preliminary Finals
38,39,Jake Bowey,DEF,3,0,0,0,1,2021,Preliminary Finals
39,39,Zak Butters,FWD,3,0,0,0,0,2021,Preliminary Finals
40,39,Darcy Byrne-Jones,DEF,3,0,0,0,0,2021,Preliminary Finals
41,39,Bailey Dale,DEF,3,0,0,0,1,2021,Preliminary Finals
42,39,Patrick Dangerfield,MID,3,0,0,0,0,2021,Preliminary Finals
43,39,Xavier Duursma,MID,3,0,0,0,0,2021,Preliminary Finals
44,39,Robbie Gray,FWD,3,1,0,0,0,2021,Preliminary Finals
45,39,Zach Guthrie,DEF,3,0,0,0,1,2021,Preliminary Finals
46,39,Jack Henry,KEYD,3,0,0,0,1,2021,Preliminary Finals
47,39,James Jordon,MID,3,0,0,0,0,2021,Preliminary Finals
48,39,Tom Liberatore,MID,3,0,0,0,0,2021,Preliminary Finals
49,39,Jack Macrae,MID,3,0,0,0,1,2021,Preliminary Finals
50,39,Todd Marshall,KEYF,3,2,1,0,0,2021,Preliminary Finals
51,39,Steven Motlop,FWD,3,0,1,0,0,2021,Preliminary Finals
52,39,Kysaiah Pickett,FWD,3,1,1,0,0,2021,Preliminary Finals
53,39,Rhys Stanley,RUC,3,1,2,0,0,2021,Preliminary Finals
54,55,Mark Blicavs,KEYD,2,0,1,0,1,2021,Preliminary Finals
55,55,Angus Brayshaw,MID,2,0,0,0,0,2021,Preliminary Finals
56,55,Brad Close,FWD,2,0,1,1,1,2021,Preliminary Finals
57,55,Willem Drew,MID,2,0,0,0,0,2021,Preliminary Finals
58,55,Tim English,RUC,2,0,0,0,1,2021,Preliminary Finals
59,55,Orazio Fantasia,FWD,2,1,0,0,0,2021,Preliminary Finals
60,55,Ryan Gardner,KEYD,2,0,1,0,2,2021,Preliminary Finals
61,55,James Harmes,MID,2,1,1,0,0,2021,Preliminary Finals
62,55,Tom Hawkins,KEYF,2,2,1,1,0,2021,Preliminary Finals
63,55,Lachie Henderson,KEYD,2,0,0,0,2,2021,Preliminary Finals
64,55,Michael Hibberd,DEF,2,0,0,0,0,2021,Preliminary Finals
65,55,Shaun Higgins,FWD,2,0,0,0,0,2021,Preliminary Finals
66,55,Max Holmes,FWD,2,0,0,0,0,2021,Preliminary Finals
67,55,Luke Jackson,RUC,2,0,2,0,0,2021,Preliminary Finals
68,55,Jake Kolodjashnij,KEYD,2,0,1,0,1,2021,Preliminary Finals
69,55,Scott Lycett,RUC,2,0,0,1,1,2021,Preliminary Finals
70,55,Sam Menegola,MID,2,0,0,0,0,2021,Preliminary Finals
71,55,Alex Neal-Bullen,FWD,2,0,0,1,0,2021,Preliminary Finals
72,55,Harrison Petty,KEYD,2,0,0,0,1,2021,Preliminary Finals
73,55,Connor Rozee,FWD,2,0,1,1,0,2021,Preliminary Finals
74,55,Roarke Smith,MID,2,1,1,0,1,2021,Preliminary Finals
75,55,Tom Sparrow,FWD,2,1,0,0,0,2021,Preliminary Finals
76,55,Adam Treloar,FWD,2,0,0,0,0,2021,Preliminary Finals
77,55,Laitham Vandermeer,FWD,2,1,1,0,0,2021,Preliminary Finals
78,79,Tom Atkins,DEF,1,0,0,0,0,2021,Preliminary Finals
79,79,Jed Bews,DEF,1,0,1,0,1,2021,Preliminary Finals
80,79,Marcus Bontempelli,MID,1,0,1,0,0,2021,Preliminary Finals
81,79,Jeremy Cameron,KEYF,1,1,0,0,0,2021,Preliminary Finals
82,79,Stefan Martin,RUC,1,0,0,0,0,2021,Preliminary Finals
83,79,Gryan Miers,FWD,1,0,0,0,0,2021,Preliminary Finals
84,79,Esava Ratugolea,RUC,1,0,1,0,0,2021,Preliminary Finals
85,79,Gary Rohan,FWD,1,0,0,0,0,2021,Preliminary Finals
86,79,Anthony Scott,FWD,1,0,0,0,0,2021,Preliminary Finals
87,79,Bailey Smith,MID,1,0,0,0,0,2021,Preliminary Finals
88,89,Zaine Cordy,KEYD,0,0,0,0,0,2021,Preliminary Finals
89,89,Peter Ladhams,RUC,0,0,0,0,0,2021,Preliminary Finals
90,89,Steven May,KEYD,0,0,0,0,0,2021,Preliminary Finals
91,89,Sam Powell-Pepper,FWD,0,0,0,0,0,2021,Preliminary Finals
