,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Hayden McLean,RUC,12,1,3,2,2,2023,Finals Week 1
1,2,Jake Lloyd,DEF,10,0,0,0,3,2023,Finals Week 1
2,3,Lachie Ash,DEF,9,0,0,0,3,2023,Finals Week 1
3,3,Tom McCartin,KEYD,9,0,3,0,6,2023,Finals Week 1
4,5,Josh Battle,KEYD,8,0,3,0,5,2023,Finals Week 1
5,5,Jake Bowey,DEF,8,0,1,0,3,2023,Finals Week 1
6,5,Errol Gulden,MID,8,1,0,0,2,2023,Finals Week 1
7,5,Luke Parker,MID,8,1,0,0,0,2023,Finals Week 1
8,5,Darcy Wilmot,DEF,8,0,1,1,2,2023,Finals Week 1
9,10,Miles Bergman,DEF,7,0,3,0,4,2023,Finals Week 1
10,10,Max Gawn,RUC,7,0,4,0,1,2023,Finals Week 1
11,10,Eric Hipwood,KEYF,7,4,2,1,0,2023,Finals Week 1
12,10,Ryan Lester,KEYD,7,0,0,0,0,2023,Finals Week 1
13,10,Adam Saad,DEF,7,0,0,0,4,2023,Finals Week 1
14,10,Brandon Starcevich,DEF,7,0,0,0,2,2023,Finals Week 1
15,16,Aliir Aliir,KEYD,6,0,1,0,3,2023,Finals Week 1
16,16,Harris Andrews,KEYD,6,0,2,0,4,2023,Finals Week 1
17,16,Jarrod Berry,MID,6,1,0,0,0,2023,Finals Week 1
18,16,Ryan Burton,DEF,6,0,0,0,1,2023,Finals Week 1
19,16,Zak Butters,MID,6,0,1,0,0,2023,Finals Week 1
20,16,Finn Callaghan,MID,6,0,0,0,1,2023,Finals Week 1
21,16,Charlie Cameron,FWD,6,2,2,1,0,2023,Finals Week 1
22,16,Braeden Campbell,MID,6,0,0,0,1,2023,Finals Week 1
23,16,Charlie Curnow,KEYF,6,1,4,1,0,2023,Finals Week 1
24,16,Joe Daniher,KEYF,6,3,3,1,0,2023,Finals Week 1
25,16,Sam Docherty,MID,6,0,0,0,0,2023,Finals Week 1
26,16,Xavier Duursma,MID,6,0,0,0,1,2023,Finals Week 1
27,16,Jaspa Fletcher,MID,6,2,2,0,2,2023,Finals Week 1
28,16,Will Hayward,FWD,6,0,1,1,0,2023,Finals Week 1
29,16,Isaac Heeney,FWD,6,0,0,1,0,2023,Finals Week 1
30,16,Dan Houston,DEF,6,0,0,0,0,2023,Finals Week 1
31,16,Caleb Marchbank,KEYD,6,0,1,1,2,2023,Finals Week 1
32,16,Hugh McCluggage,MID,6,0,0,0,0,2023,Finals Week 1
33,16,Mitch McGovern,DEF,6,0,0,0,1,2023,Finals Week 1
34,16,Brody Mihocek,KEYF,6,1,1,1,0,2023,Finals Week 1
35,16,Isaac Quaynor,DEF,6,0,1,0,4,2023,Finals Week 1
36,16,Cooper Sharman,KEYF,6,3,4,1,0,2023,Finals Week 1
37,16,Jack Steele,MID,6,0,1,1,1,2023,Finals Week 1
38,16,Nasiah Wanganeen-Milera,DEF,6,0,1,0,1,2023,Finals Week 1
39,16,Jacob Weitering,KEYD,6,0,1,0,3,2023,Finals Week 1
40,16,Dayne Zorko,FWD,6,0,0,0,0,2023,Finals Week 1
41,42,Callum Ah Chee,FWD,5,0,1,0,1,2023,Finals Week 1
42,42,Joel Amartey,KEYF,5,2,1,0,0,2023,Finals Week 1
43,42,Jack Buckley,KEYD,5,0,1,0,2,2023,Finals Week 1
44,42,Keidean Coleman,DEF,5,0,0,0,2,2023,Finals Week 1
45,42,Josh Dunkley,MID,5,0,0,1,0,2023,Finals Week 1
46,42,Bradley Hill,FWD,5,1,0,0,1,2023,Finals Week 1
47,42,Bobby Hill,FWD,5,1,1,1,0,2023,Finals Week 1
48,42,Jason Horne-Francis,MID,5,1,1,1,2,2023,Finals Week 1
49,42,Will Hoskin-Elliott,FWD,5,0,0,0,4,2023,Finals Week 1
50,42,Connor Idun,DEF,5,0,0,0,3,2023,Finals Week 1
51,42,Oleg Markov,DEF,5,0,0,0,2,2023,Finals Week 1
52,42,Rowan Marshall,RUC,5,0,2,0,2,2023,Finals Week 1
53,42,Jack Martin,FWD,5,1,1,0,2,2023,Finals Week 1
54,42,Jed McEntee,FWD,5,1,0,0,0,2023,Finals Week 1
55,42,Harry McKay,KEYF,5,1,3,2,0,2023,Finals Week 1
56,42,Nic Newman,DEF,5,0,0,0,3,2023,Finals Week 1
57,42,Clayton Oliver,MID,5,1,0,0,1,2023,Finals Week 1
58,42,Steele Sidebottom,MID,5,0,0,0,0,2023,Finals Week 1
59,42,Joel Smith,KEYF,5,3,2,1,0,2023,Finals Week 1
60,42,Lachie Whitfield,DEF,5,0,0,0,0,2023,Finals Week 1
61,62,Blake Acres,MID,4,0,1,0,1,2023,Finals Week 1
62,62,Kieren Briggs,RUC,4,1,2,0,1,2023,Finals Week 1
63,62,Hunter Clark,MID,4,0,0,0,1,2023,Finals Week 1
64,62,Matthew Cottrell,FWD,4,0,1,1,1,2023,Finals Week 1
65,62,Brad Crouch,MID,4,0,0,0,0,2023,Finals Week 1
66,62,Josh Daicos,MID,4,0,0,0,0,2023,Finals Week 1
67,62,Tom De Koning,RUC,4,0,1,1,1,2023,Finals Week 1
68,62,Jamie Elliott,FWD,4,2,0,0,2,2023,Finals Week 1
69,62,Kane Farrell,DEF,4,0,0,0,2,2023,Finals Week 1
70,62,Bayley Fritsch,FWD,4,3,1,1,0,2023,Finals Week 1
71,62,Jade Gresham,FWD,4,0,0,0,0,2023,Finals Week 1
72,62,George Hewett,MID,4,1,0,0,0,2023,Finals Week 1
73,62,Harry Himmelberg,KEYD,4,0,0,0,1,2023,Finals Week 1
74,62,Jesse Hogan,KEYF,4,3,3,0,0,2023,Finals Week 1
75,62,Lachie Jones,DEF,4,0,1,0,1,2023,Finals Week 1
76,62,Brodie Kemp,KEYD,4,0,2,0,3,2023,Finals Week 1
77,62,Max King,KEYF,4,3,3,0,0,2023,Finals Week 1
78,62,Todd Marshall,KEYF,4,3,1,0,0,2023,Finals Week 1
79,62,Steven May,KEYD,4,0,1,0,2,2023,Finals Week 1
80,62,Brayden Maynard,DEF,4,0,0,0,0,2023,Finals Week 1
81,62,Conor McKenna,DEF,4,0,0,0,1,2023,Finals Week 1
82,62,Trent McKenzie,KEYD,4,0,0,0,2,2023,Finals Week 1
83,62,Daniel McStay,KEYF,4,2,1,0,0,2023,Finals Week 1
84,62,Judd McVee,DEF,4,0,0,0,1,2023,Finals Week 1
85,62,Darcy Moore,KEYD,4,0,2,0,2,2023,Finals Week 1
